lrknummer,naam,type,gemeente,bezoekdatum,jaar,kleur,kvk_vestiging,adres,postcode,plaats,Longitude,Latitude,lrk_url,houder/_text,houder_vanaf,geschillencommissie,kindplaatsen,soort,status
177061145,Kindergarden Herengracht,KDV,Amsterdam,16-08-12,2012,groen,15053636,Herengracht 244 H,1016BT,Amsterdam,4.8866681,52.3719869,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=30804,Kindergarden Nederland B.V,01/01/2005,Aangesloten per 12-01-2016,45,Kinderdagverblijf,Geregistreerd
490761276,Partou KDV Victorieplein 11,KDV,Amsterdam,16-08-12,2012,geel,19590431,Victorieplein 11,1079KK,Amsterdam,4.9045341,52.3455022,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=32046,Partou B.V.,01/17/2014,Aangesloten per 29-12-2015,67,Kinderdagverblijf,Geregistreerd
179206175,Kinderdagverblijf De Kleine Wereld Haveneiland,KDV,Amsterdam,16-08-12,2012,geel,20042493,Jan Vrijmanstraat 123 b,1087MB,Amsterdam,5.0028613,52.3496909,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=31433,De Kleine Wereld IJburg B.V.,08/18/2008,Aangesloten per 08-02-2016,42,Kinderdagverblijf,Geregistreerd
154838123,BSO De Groeiwereld,BSO,Amsterdam,17-08-12,2012,geel,21506671,Lakenhalstraat 2,1064WZ,Amsterdam,4.8327994,52.3643768,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Bso/GegevensOKO.jsf?selectedResultId=31239,Impuls Kinderopvang B.V.,01/03/2011,Aangesloten per 11-01-2016,48,Buitenschoolse opvang,
838002432,Partou KDV IJselstraat 48,KDV,Amsterdam,17-08-12,2012,oranje,19589786,IJselstraat 48,1078CK,Amsterdam,4.8986699,52.3476262,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=31918,Partou B.V.,01/21/2014,Aangesloten per 29-12-2015,62,Kinderdagverblijf,Geregistreerd
863733645,de blauwe slingeraap,BSO,Amsterdam,20-08-12,2012,geel,,Erich Salomonstraat 432,1087JA,Amsterdam,4.9998409,52.3550469,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Bso/GegevensOKO.jsf?selectedResultId=30828,,,,,,Niet meer geregistreerd
181929132,De Bibelebontseberg,KDV,Amsterdam,21-08-12,2012,oranje,27036286,Willem Beukelsstraat 151,1097CR,Amsterdam,4.928194,52.3522922,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=32177,Kinderdagverblijf de Bibelebontseberg B.V.,01/01/2005,Aangesloten per 28-12-2015,57,Kinderdagverblijf,Geregistreerd
113367764,Kaleido's,KDV,Amsterdam,21-08-12,2012,oranje,,Hoofdweg 235,1057CV,Amsterdam,4.8522958,52.3668932,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=31812,,,,,,Niet meer geregistreerd
740272007,Kinderdagverblijf Safari Kids,KDV,Amsterdam,21-08-12,2012,geel,14597640,Javastraat 110 H,1094HN,Amsterdam,4.9369441,52.3636228,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=77400,,10/07/2012,Aangesloten per 01-03-2016,15,Kinderdagverblijf,Geregistreerd
555235531,Jepie Pikin,KDV,Amsterdam,21-08-12,2012,rood,,Maasdrielhof 67,1106LX,Amsterdam,4.9626194,52.3009927,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=32237,,,,,,Niet meer geregistreerd
850599143,Partou BSO Piet Zwarthof 4,BSO,Amsterdam,22-08-12,2012,groen,,Piet Zwarthof 4,1087AX,Amsterdam,4.9903404,52.3599914,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Bso/GegevensOKO.jsf?selectedResultId=31835,,,,,,Niet meer geregistreerd
162559112,Partou BSO Zwanebloemlaan 170,BSO,Amsterdam,22-08-12,2012,groen,19590776,Zwanebloemlaan 170,1087EP,Amsterdam,4.9919462,52.3556695,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Bso/GegevensOKO.jsf?selectedResultId=31735,Partou B.V.,01/01/2014,Aangesloten per 29-12-2015,40,Buitenschoolse opvang,
181719277,BSO Hobbithoeve,BSO,Amsterdam,22-08-12,2012,groen,,Jaargetijden 6,1109AR,Amsterdam,5.0190059,52.3053423,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Bso/GegevensOKO.jsf?selectedResultId=31236,,,,,,Niet meer geregistreerd
232444572,Kinderopvang AllKidsz B.V.,BSO,Amsterdam,23-08-12,2012,rood,22580670,Cycladenlaan 2,1060LW,Amsterdam,4.7930452,52.3488389,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Bso/GegevensOKO.jsf?selectedResultId=78812,Kinderopvang AllKidsz B.V.,05/24/2011,Aangesloten per 22-01-2016,38,Buitenschoolse opvang,
283267938,Kinderopvang Allkidsz,KDV,Amsterdam,23-08-12,2012,rood,,Koos Vorrinkweg 5,1069JR,Amsterdam,4.8000461,52.3531549,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=66445,,,,,,Niet meer geregistreerd
451309650,24/7 Kids,KDV,Amsterdam,23-08-12,2012,rood,,Columbusplein 253,1057TX,Amsterdam,4.8552759,52.3657113,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=31234,,,,,,Niet meer geregistreerd
357940350,Kinderdagverblijf het Ruytertje,KDV,Amsterdam,23-08-12,2012,rood,,Admiraal de Ruijterweg 177,1056GD,Amsterdam,4.8581277,52.375269,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=31226,,,,,,Niet meer geregistreerd
137239488,kdv de Kinderkeet,KDV,Amsterdam,24-08-12,2012,oranje,22085378,Meibergdreef 9,1105AZ,Amsterdam,4.9575473,52.2942445,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=32262,Stichting Kinderopvang AMC,01/01/2005,Aangesloten per 30-12-2015,108,Kinderdagverblijf,Geregistreerd
886749487,BSO de Horizon,BSO,Amsterdam,27-08-12,2012,oranje,21624674,Pieter Calandlaan 768,1060TZ,Amsterdam,4.7884836,52.3504003,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Bso/GegevensOKO.jsf?selectedResultId=31322,Stichting Kinderopvang Humanitas,01/01/2005,Aangesloten per 14-01-2016,40,Buitenschoolse opvang,
316204092,KDV Mirakel Radboud,KDV,Amsterdam,27-08-12,2012,geel,16659325,Radboud 50,1081AR,Amsterdam,4.8669525,52.3265225,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=30838,Kinderdagverblijf Mirakel II B.V.,01/01/2005,Niet aangesloten,46,Kinderdagverblijf,Geregistreerd
134199169,Kidtopia BV,KDV,Amsterdam,27-08-12,2012,rood,21838526,Van Baerlestraat 156 H,1071BG,Amsterdam,4.8812649,52.3539253,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=76039,Kidtopia B.V.,04/18/2016,Aangesloten per 18-04-2016,28,Kinderdagverblijf,Geregistreerd
181929132,De Bibelebontseberg,KDV,Amsterdam,28-08-12,2012,oranje,27036286,Willem Beukelsstraat 151,1097CR,Amsterdam,4.928194,52.3522922,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=32177,Kinderdagverblijf de Bibelebontseberg B.V.,01/01/2005,Aangesloten per 28-12-2015,57,Kinderdagverblijf,Geregistreerd
202186520,Partou BSO Ophemerthof 81,BSO,Amsterdam,29-08-12,2012,geel,19590296,Ophemerthof 81,1106VZ,Amsterdam,4.9663917,52.2958652,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Bso/GegevensOKO.jsf?selectedResultId=31791,Partou B.V.,01/01/2014,Aangesloten per 29-12-2015,40,Buitenschoolse opvang,
236667622,Partou KDV Kelbergen 16,KDV,Amsterdam,29-08-12,2012,geel,19590105,Kelbergen 16,1104LA,Amsterdam,4.9748036,52.3135109,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=32013,Partou B.V.,01/21/2014,Aangesloten per 29-12-2015,60,Kinderdagverblijf,Geregistreerd
111451978,Partou BSO Franz Zieglerstraat 76,BSO,Amsterdam,29-08-12,2012,groen,19593171,Franz Zieglerstraat 76,1087HN,Amsterdam,5.0073345,52.3524468,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Bso/GegevensOKO.jsf?selectedResultId=31839,Partou B.V.,01/01/2014,Aangesloten per 29-12-2015,35,Buitenschoolse opvang,
945657973,Kinderdagverblijf Het Marsepeintje,KDV,Amsterdam,30-08-12,2012,geel,32026730,Marcusstraat 52,1091TK,Amsterdam,4.912922,52.3516028,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=32251,Stichting Kinderdagverblijf het Marsepeintje,08/18/2005,Aangesloten per 27-01-2016,16,Kinderdagverblijf,Geregistreerd
178390392,Koetje Boe,KDV,Amsterdam,30-08-12,2012,geel,,Liergouw 78 a,1028BV,Amsterdam,4.989915,52.38974,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=32416,,,,,,Niet meer geregistreerd
123621264,BSO Het Groeischip,BSO,Amsterdam,30-08-12,2012,geel,,Abraham Kuyperplein 2,1067DE,Amsterdam,4.8025307,52.3829257,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Bso/GegevensOKO.jsf?selectedResultId=32021,,,,,,Niet meer geregistreerd
131008584,De Draaimolen,KDV,Amsterdam,30-08-12,2012,oranje,13603973,Molenwijk 3 A,1035EE,Amsterdam,4.8912117,52.4203979,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=31290,TintelTuin B.V.,01/01/2005,Niet aangesloten,82,Kinderdagverblijf,Geregistreerd
161477951,Kinderdagverblijf Het Letterboompje,KDV,Amsterdam,30-08-12,2012,oranje,,Groeneveen 160 E,1103EK,Amsterdam,4.97341,52.32073,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=32674,,,,,,Niet meer geregistreerd
883127908,KinderRijk kinderdagverblijf Roeskestraat,KDV,Amsterdam,2-09-12,2012,geel,,Fred. Roeskestraat 99,1076EE,Amsterdam,4.8625086,52.3411054,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=32360,,,,,,Niet meer geregistreerd
148731570,Nieuwendam,KDV,Amsterdam,2-09-12,2012,groen,13602845,Het Breed 3,1025HR,Amsterdam,4.9384259,52.395679,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=31366,TintelTuin B.V.,01/01/2005,Niet aangesloten,50,Kinderdagverblijf,Geregistreerd
159343501,IJsterk Prinses Irene,KDV,Amsterdam,3-09-12,2012,oranje,20988664,Nassaukade 62 a,1052CP,Amsterdam,4.878973,52.3807507,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=30921,IJsterk Kinderopvang B.V.,01/01/2005,Aangesloten per 08-01-2016,70,Kinderdagverblijf,Geregistreerd
929297398,"Stichting Kinderopvang ""Het Elfenbankje""",KDV,Amsterdam,3-09-12,2012,geel,85081,Nieuwe Herengracht 103 O,1011RZ,Amsterdam,4.907606,52.3681009,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=32267,"Stichting Kinderopvang ""het Elfenbankje""",01/01/2005,Aangesloten per 08-01-2016,16,Kinderdagverblijf,Geregistreerd
216529554,Impe Dimpe,PSZ,Amsterdam,3-09-12,2012,groen,21918066,Hondecoeterstraat 6,1071LR,Amsterdam,4.8776761,52.35462,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Psz/GegevensOKO.jsf?selectedResultId=96565,Combiwel Ondernemend Welzijn B.V.,01/01/1988,Aangesloten per 07-01-2016,15,Peuterspeelzaal,Geregistreerd
260669532,BSO Bubbels & Co,BSO,Amsterdam,3-09-12,2012,rood,,Meerhuizenplein 38,1078TD,Amsterdam,4.9079485,52.3473226,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Bso/GegevensOKO.jsf?selectedResultId=30971,,,,,,Niet meer geregistreerd
405653001,Partou kindercentrum Kiran,BSO,Amsterdam,3-09-12,2012,oranje,,Janusz Korczakstraat 73,1102JR,Amsterdam,4.9566835,52.3189828,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Bso/GegevensOKO.jsf?selectedResultId=31752,,,,,,Niet meer geregistreerd
627094983,CompaNanny Titiaan B.V.,KDV,Amsterdam,5-09-12,2012,oranje,19306881,Titiaanstraat 24,1077RH,Amsterdam,4.868999,52.3497739,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=31828,CompaNanny Titiaan B.V.,02/03/2010,Aangesloten per 31-12-2015,65,Kinderdagverblijf,Geregistreerd
188503018,Kinderdagverblijf Kiddy Care,KDV,Amsterdam,5-09-12,2012,oranje,34364284,M.J. Granpre Moliereplein 2 ,1064DG,Amsterdam,4.8205433,52.3744749,,Seggern - de Boer,01/01/2010,,37,Kinderdagverblijf,
167363311,Partou KDV Waalstraat 9,KDV,Amsterdam,5-09-12,2012,oranje,,Waalstraat 9,1078BN,Amsterdam,4.9003581,52.3475882,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=31890,,,,,,Niet meer geregistreerd
212536436,Kinderopvang De Tuuf,KDV,Amsterdam,8-09-12,2012,oranje,,Lobo-Braakensiekstraat 4,1065HN,Amsterdam,4.8194647,52.35558,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=31894,,,,,,Niet meer geregistreerd
563922527,Kinderopvang De Tuuf,BSO,Amsterdam,8-09-12,2012,oranje,,Lobo-Braakensiekstraat 4,1065HN,Amsterdam,4.8194647,52.35558,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Bso/GegevensOKO.jsf?selectedResultId=31087,,,,,,Niet meer geregistreerd
136317418,De Stadshoeve,KDV,Amsterdam,13-09-12,2012,groen,13603914,Zunderdorpergouw 33,1027AT,Amsterdam,4.9609066,52.4031229,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=31324,TintelTuin B.V.,01/01/2005,Niet aangesloten,28,Kinderdagverblijf,Geregistreerd
936656980,De Blokkenhut B.V.,BSO,Amsterdam,13-09-12,2012,groen,20432526,Joris Ivensplein 110,1087BP,Amsterdam,4.9912682,52.3583889,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Bso/GegevensOKO.jsf?selectedResultId=30702,De Blokkenhut BV,09/30/2009,Aangesloten per 04-12-2015,40,Buitenschoolse opvang,
770663564,BSO Totempaal,BSO,Amsterdam,13-09-12,2012,rood,21628807,Paradijsplein 4,1093NJ,Amsterdam,4.930162,52.3576282,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Bso/GegevensOKO.jsf?selectedResultId=31312,Stichting Kinderopvang Humanitas,11/02/2008,Aangesloten per 14-01-2016,60,Buitenschoolse opvang,
890952589,Partou BSO Tosaristraat 30b,BSO,Amsterdam,18-09-12,2012,oranje,29947359,Tosaristraat 30 B,1019RT,Amsterdam,4.923096,52.3793217,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Bso/GegevensOKO.jsf?selectedResultId=31729,Partou B.V.,01/01/2014,Aangesloten per 29-12-2015,50,Buitenschoolse opvang,
711839062,'t Ukkeltje,KDV,Amsterdam,21-09-12,2012,oranje,,Schinkelkade 37 huis,1075VJ,Amsterdam,4.8532581,52.3516182,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=31679,,,,,,Niet meer geregistreerd
222219634,AKROS Kinderdagverblijf De Tuimelaar,KDV,Amsterdam,24-09-12,2012,groen,20631847,Baarsjesweg 145,1057HM,Amsterdam,4.8630234,52.3685859,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=31875,Akros Kinderopvang,01/01/2005,Aangesloten per 18-12-2015,69,Kinderdagverblijf,Geregistreerd
132365844,Partou BSO Baron G.A. Tindalplein 12,BSO,Amsterdam,26-09-12,2012,geel,19591926,Baron G.A. Tindalplein 12,1019TJ,Amsterdam,4.942514,52.3733421,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Bso/GegevensOKO.jsf?selectedResultId=31776,Partou B.V.,01/01/2014,Aangesloten per 29-12-2015,37,Buitenschoolse opvang,
551609990,KDV De Zuidwester,KDV,Amsterdam,27-09-12,2012,rood,,Cornelis Krusemanstraat 10,1075NL,Amsterdam,4.8632076,52.351541,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=32221,,,,,,Niet meer geregistreerd
154059808,Hestia Buitenveldert B.V.,BSO,Amsterdam,27-09-12,2012,oranje,,Arent Janszoon Ernststraat 140,1082LP,Amsterdam,4.8779424,52.332691,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Bso/GegevensOKO.jsf?selectedResultId=30722,,,,,,Niet meer geregistreerd
190052326,Gastouderbureau Wonder,GOB,Amsterdam,29-09-12,2012,groen,,Erich Salomonstraat 233,1087EH,Amsterdam,4.9958065,52.3581254,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Gob/GegevensOKO.jsf?selectedResultId=5055,,,,,,Niet meer geregistreerd
315142303,IJsterk De Platanen,KDV,Amsterdam,1-10-12,2012,oranje,20988265,Elandsstraat 154 A,1016SJ,Amsterdam,4.8783386,52.3697771,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=30891,IJsterk Kinderopvang B.V.,01/01/2005,Aangesloten per 08-01-2016,48,Kinderdagverblijf,Geregistreerd
938069329,KDV De Groeituin,KDV,Amsterdam,2-10-12,2012,groen,21394989,Hodenpijlkade 4,1058LX,Amsterdam,4.843457,52.3525085,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=32127,Impuls Kinderopvang B.V.,01/03/2011,Aangesloten per 11-01-2016,69,Kinderdagverblijf,Geregistreerd
148515563,uk bilderrijk,BSO,Amsterdam,2-10-12,2012,oranje,,Van Oldenbarneveldtstraat 42,1052KC,Amsterdam,4.8749887,52.3763408,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Bso/GegevensOKO.jsf?selectedResultId=54702,,,,,,Niet meer geregistreerd
330142707,KinderRijk kinderdagverblijf Mauritskade,KDV,Amsterdam,2-10-12,2012,geel,,Mauritskade 61,1092AD,Amsterdam,4.92006040186713,52.3620662,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=32332,,,,,,Niet meer geregistreerd
796451497,KDV Het Groeiparadijs,KDV,Amsterdam,4-10-12,2012,geel,21395616,Wiltzanghlaan 38,1055KH,Amsterdam,4.8482654,52.3820013,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=32132,Impuls Kinderopvang B.V.,01/03/2011,Aangesloten per 11-01-2016,84,Kinderdagverblijf,Geregistreerd
513696507,Partou KDV Strawinskylaan 45,KDV,Amsterdam,5-10-12,2012,oranje,20147139,Strawinskylaan 45,1077XW,Amsterdam,4.8756981,52.3405016,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=31671,Partou B.V.,01/01/2005,Aangesloten per 29-12-2015,54,Kinderdagverblijf,Geregistreerd
153855216,Kinderopvang Mikado,BSO,Amsterdam,5-10-12,2012,geel,19511361,Eerste van Swindenstraat 511,1093GB,Amsterdam,4.9296659,52.3632809,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Bso/GegevensOKO.jsf?selectedResultId=31114,Smallsteps B.V.,09/24/2014,Aangesloten per 27-01-2016,37,Buitenschoolse opvang,
924522471,Partou BSO Bogortuin 8,BSO,Amsterdam,5-10-12,2012,oranje,19590008,Bogortuin 8,1019PG,Amsterdam,4.9359974,52.3773439,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Bso/GegevensOKO.jsf?selectedResultId=31733,Partou B.V.,01/01/2014,Aangesloten per 29-12-2015,58,Buitenschoolse opvang,
181670938,Kinderdagverblijf De Blauwe Paraplu,KDV,Amsterdam,7-10-12,2012,rood,,Amstelveenseweg 164,1075XN,Amsterdam,4.8557325,52.3533282,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=31864,,,,,,Niet meer geregistreerd
155847934,Stichting BSO Kinderkookkaf√© Vondelpark,BSO,Amsterdam,8-10-12,2012,geel,31900828,Vondelpark 6 b,1071AA,Amsterdam,4.869907,52.3590343,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Bso/GegevensOKO.jsf?selectedResultId=31651,Stichting BSO Kinderkookkafe Vondelpark,01/01/2005,Aangesloten per 25-11-2015,30,Buitenschoolse opvang,
440633990,KDV 't Sprookjesland Amsterdam B.V.,KDV,Amsterdam,8-10-12,2012,rood,17387663,Charlotte Brontestraat 46,1102XE,Amsterdam,4.9450019,52.3241574,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=31081,KDV 't Sprookjesland Amsterdam B.V.,12/14/2006,Aangesloten per 01-02-2016,29,Kinderdagverblijf,Geregistreerd
190661926,tante Linde,KDV,Amsterdam,9-10-12,2012,geel,14632640,Overtoom 403 H,1054JP,Amsterdam,4.8617691,52.3592236,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=32434,,01/01/2005,Aangesloten per 20-04-2016,6,Kinderdagverblijf,Geregistreerd
113298298,Partou BSO Victorieplein 11,BSO,Amsterdam,9-10-12,2012,groen,19589859,Victorieplein 11,1079KK,Amsterdam,4.9045341,52.3455022,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Bso/GegevensOKO.jsf?selectedResultId=31725,Partou B.V.,01/17/2014,Aangesloten per 29-12-2015,40,Buitenschoolse opvang,
106593468,Jepie Pikin,BSO,Amsterdam,9-10-12,2012,rood,,Bullewijkpad 27,1102LB,Amsterdam,4.9558444,52.3072147,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Bso/GegevensOKO.jsf?selectedResultId=31479,,,,,,Niet meer geregistreerd
141798828,DONS 1,BSO,Amsterdam,10-10-12,2012,geel,8484465,Dintelstraat 5,1078VN,Amsterdam,4.8932165,52.3457521,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Bso/GegevensOKO.jsf?selectedResultId=32298,DONS Opvang B.V.,08/12/2011,Aangesloten per 15-12-2015,140,Buitenschoolse opvang,
351897240,IJsterk Plancius,KDV,Amsterdam,12-10-12,2012,oranje,20987773,Eerste Breeuwersstraat 13,1013MK,Amsterdam,4.8843329,52.3863392,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=30888,IJsterk Kinderopvang B.V.,01/01/2005,Aangesloten per 08-01-2016,59,Kinderdagverblijf,Geregistreerd
778268640,De Kleine Wereld Plantage Middenlaan,BSO,Amsterdam,12-10-12,2012,oranje,20129254,Plantage Middenlaan 33,1018DB,Amsterdam,4.9114242,52.3667232,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Bso/GegevensOKO.jsf?selectedResultId=31248,De Kleine Wereld Ceintuurbaan Amsterdam B.V.,09/06/2009,Aangesloten per 08-02-2016,50,Buitenschoolse opvang,
156179283,Kindercentrum de Morgenstond,BSO,Amsterdam,12-10-12,2012,rood,7581831,Kampina 7,1025DD,Amsterdam,4.9405259,52.4030658,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Bso/GegevensOKO.jsf?selectedResultId=32353,,07/10/2009,Aangesloten per 04-03-2016,18,Buitenschoolse opvang,
171448182,Plons,KDV,Amsterdam,18-10-12,2012,rood,,Rietwijkerstraat 77,1059VX,Amsterdam,4.8469874,52.3494598,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=32314,,,,,,Niet meer geregistreerd
106593468,Jepie Pikin,BSO,Amsterdam,20-10-12,2012,rood,,Bullewijkpad 27,1102LB,Amsterdam,4.9558444,52.3072147,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Bso/GegevensOKO.jsf?selectedResultId=31479,,,,,,Niet meer geregistreerd
160878329,Kinderatelier Kiekeboe BSO,BSO,Amsterdam,25-10-12,2012,geel,22066179,Lutmastraat 101,1073GS,Amsterdam,4.8990708,52.351205,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Bso/GegevensOKO.jsf?selectedResultId=68156,,07/19/2010,Aangesloten per 24-12-2015,10,Buitenschoolse opvang,
162850542,De Stadshoeve,BSO,Amsterdam,25-10-12,2012,groen,13603914,Zunderdorpergouw 33,1027AT,Amsterdam,4.9609066,52.4031229,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Bso/GegevensOKO.jsf?selectedResultId=30930,TintelTuin B.V.,01/01/2005,Niet aangesloten,50,Buitenschoolse opvang,
234414583,BSO De Zeeheld,BSO,Amsterdam,30-10-12,2012,oranje,20988885,Roggeveenstraat 14,1013PV,Amsterdam,4.8868195,52.3898819,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Bso/GegevensOKO.jsf?selectedResultId=30836,Akros Kinderopvang,10/09/2014,Aangesloten per 18-12-2015,50,Buitenschoolse opvang,
131683056,Kidz & Friends,KDV,Amsterdam,30-10-12,2012,rood,9114645,Florijn 45,1102BA,Amsterdam,4.9556254,52.3207046,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=31309,Kinderdagverblijf Kidz & Friends,06/07/2005,Aangesloten per 10-06-2016,26,Kinderdagverblijf,Geregistreerd
206930720,Heppie Herrie,KDV,Amsterdam,30-10-12,2012,rood,,Gerard Hulst van Keulenstraat 7,1086ZD,Amsterdam,4.9782513,52.3611488,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=32677,,,,,,Niet meer geregistreerd
659708243,Camelot,BSO,Amsterdam,31-10-12,2012,oranje,,Nieuwe Kerkstraat 126,1018VM,Amsterdam,4.9081002,52.3645347,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Bso/GegevensOKO.jsf?selectedResultId=30795,,,,,,Niet meer geregistreerd
