lrknummer,naam,type,gemeente,bezoekdatum,jaar,kleur,kvk_vestiging,adres,postcode,plaats,Longitude,Latitude,lrk_url,houder/_text,houder_vanaf,geschillencommissie,kindplaatsen,soort,status
382690588,VVE Multatuli,PSZ,Amsterdam,13-03-14,2014,groen,23203927,Krelis Louwenstraat 4,1055KA,Amsterdam,4.8472819,52.3831652,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Psz/GegevensOKO.jsf?selectedResultId=99265,Stichting Impuls,05/02/2015,Aangesloten per 12-01-2016,16,Peuterspeelzaal,Geregistreerd
688589212,KinderRijk kinderdagverblijf Boechorststraat,KDV,Amsterdam,13-03-14,2014,geel,24144045,Van der Boechorststraat 13,1081BT,Amsterdam,4.8623473,52.3326498,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=32356,KinderRijk Dagopvang B.V.,01/01/2015,Aangesloten per 20-01-2016,90,Kinderdagverblijf,Geregistreerd
112499946,Nanny Poppins,KDV,Amsterdam,13-03-14,2014,geel,,Ceintuurbaan 306 H,1072GL,Amsterdam,4.8925069,52.3528131,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=32699,,,,,,Niet meer geregistreerd
193397304,VVE de Springplank,PSZ,Amsterdam,14-03-14,2014,groen,,Robert Scottstraat 28 30,1056AZ,Amsterdam,4.84629,52.37343,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Psz/GegevensOKO.jsf?selectedResultId=99270,,,,,,Niet meer geregistreerd
193397304,VVE De Springplank,PSZ,Amsterdam,14-03-14,2014,groen,25817876,Robert Scottstraat 28,1056AZ,Amsterdam,4.8464002,52.3735623,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Psz/GegevensOKO.jsf?selectedResultId=99271,Stichting Impuls,05/02/2015,Aangesloten per 12-01-2016,32,Peuterspeelzaal,Geregistreerd
141580513,Mijn Blokje,BSO,Amsterdam,17-03-14,2014,geel,24241547,Baarsjesweg 311 H,1058AH,Amsterdam,4.8547693,52.3583393,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Bso/GegevensOKO.jsf?selectedResultId=93353,,02/08/2012,Aangesloten per 05-01-2016,20,Buitenschoolse opvang,
227410798,AKROS BSO Chass√©,BSO,Amsterdam,17-03-14,2014,geel,20631960,Chassestraat 91,1057JB,Amsterdam,4.8611106,52.3701683,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Bso/GegevensOKO.jsf?selectedResultId=31692,Akros Kinderopvang,01/01/2005,Aangesloten per 18-12-2015,50,Buitenschoolse opvang,
225403535,Partou KDV Veluwelaan 19,KDV,Amsterdam,17-03-14,2014,groen,19589913,Veluwelaan 19,1079PX,Amsterdam,4.8974855,52.3392447,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=31934,Partou B.V.,01/01/2014,Aangesloten per 29-12-2015,48,Kinderdagverblijf,Geregistreerd
202332123,De Boomsspijker / het Aapje,PSZ,Amsterdam,17-03-14,2014,geel,20867239,Recht Boomssloot 52,1011EC,Amsterdam,4.9034827,52.3719578,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Psz/GegevensOKO.jsf?selectedResultId=94287,Stichting IJsterk Peuterspeelzalen,09/08/2012,Aangesloten per 27-05-2016,32,Peuterspeelzaal,Geregistreerd
180579459,Partou PSZ Balistraat 79,PSZ,Amsterdam,17-03-14,2014,groen,19591195,Balistraat 79,1094JE,Amsterdam,4.9347022,52.3632283,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Psz/GegevensOKO.jsf?selectedResultId=95655,Partou B.V.,01/01/2014,Aangesloten per 29-12-2015,32,Peuterspeelzaal,Geregistreerd
171863380,Stichting Impact Amsterdam,BSO,Amsterdam,17-03-14,2014,oranje,,Holendrechtplein 44,1106LP,Amsterdam,4.9643509,52.2992913,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Bso/GegevensOKO.jsf?selectedResultId=31632,,,,,,Niet meer geregistreerd
166354247,Kidsplanet IJburg B.V.,KDV,Amsterdam,17-03-14,2014,groen,3255638,Duarte Pachecostraat 8,1086XW,Amsterdam,4.9757816,52.3615088,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=30849,Kidsplanet IJburg B.V.,01/07/2011,Aangesloten per 07-12-2015,46,Kinderdagverblijf,Geregistreerd
387546522,Kinderdagverblijf De Kleine Zeester,PSZ,Amsterdam,18-03-14,2014,geel,70815,Sieg Vaz Diasstraat 2,1063HM,Amsterdam,4.8244008,52.3817733,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Psz/GegevensOKO.jsf?selectedResultId=94664,,07/26/2012,Aangesloten per 12-01-2016,14,Peuterspeelzaal,Geregistreerd
216529554,Impe Dimpe,PSZ,Amsterdam,18-03-14,2014,groen,21918066,Hondecoeterstraat 6,1071LR,Amsterdam,4.8776761,52.35462,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Psz/GegevensOKO.jsf?selectedResultId=96565,Combiwel Ondernemend Welzijn B.V.,01/01/1988,Aangesloten per 07-01-2016,15,Peuterspeelzaal,Geregistreerd
123606494,Voorschool de Vrijbuiter,PSZ,Amsterdam,18-03-14,2014,geel,25983083,Jekerstraat 84,1078MG,Amsterdam,4.8967191,52.3461981,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Psz/GegevensOKO.jsf?selectedResultId=126642,Stichting Dynamo Welzijn,04/24/2015,Aangesloten per 10-02-2016,32,Peuterspeelzaal,Geregistreerd
123606494,Voorschool de Vrijbuiter,PSZ,Amsterdam,18-03-14,2014,geel,,Jekerstraat 84,1078MG,Amsterdam,4.8967191,52.3461981,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Psz/GegevensOKO.jsf?selectedResultId=97996,,,,,,Niet meer geregistreerd
222328708,VVE Peuterspeelzaal Kids,PSZ,Amsterdam,18-03-14,2014,groen,23067861,Reigersbos 313,1107EZ,Amsterdam,4.9757466,52.2940197,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Psz/GegevensOKO.jsf?selectedResultId=96463,Swazoom,11/27/2007,Aangesloten per 05-02-2016,32,Peuterspeelzaal,Geregistreerd
221252095,BSO Het Groeipaleis,BSO,Amsterdam,19-03-14,2014,geel,21888930,Joop Woortmanplein 5,1069PT,Amsterdam,4.7830482,52.3521257,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Bso/GegevensOKO.jsf?selectedResultId=31246,Impuls Kinderopvang B.V.,12/10/2011,Aangesloten per 11-01-2016,40,Buitenschoolse opvang,
236632140,Dromelot Kinderdagverblijf,KDV,Amsterdam,19-03-14,2014,groen,19186576,Frederiksstraat 18 A,1054LC,Amsterdam,4.8588664,52.3585122,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=30767,Dromelot Kinderdagverblijf B.V.,01/01/2005,Aangesloten per 30-11-2015,73,Kinderdagverblijf,Geregistreerd
305501574,Little Pumpkin,KDV,Amsterdam,19-03-14,2014,geel,25304542,Robert Kochplantsoen 42,1097GK,Amsterdam,4.9374827,52.3467285,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=105078,Little Pumpkin,05/23/2013,Aangesloten per 20-04-2016,16,Kinderdagverblijf,Geregistreerd
100178376,KDV Plons,KDV,Amsterdam,20-03-14,2014,geel,21758670,Veerstraat 48,1075SW,Amsterdam,4.8538611,52.3514952,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=100597,Stichting Kinderopvang Humanitas,11/23/2012,Aangesloten per 14-01-2016,97,Kinderdagverblijf,Geregistreerd
138048149,AKROS BSO Coco,BSO,Amsterdam,20-03-14,2014,geel,20631812,Balboastraat 20 A,1057VW,Amsterdam,4.8548302,52.369154,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Bso/GegevensOKO.jsf?selectedResultId=30738,Akros Kinderopvang,01/01/2005,Aangesloten per 18-12-2015,40,Buitenschoolse opvang,
145064797,Klein & Co Amstelveenseweg 97,KDV,Amsterdam,20-03-14,2014,geel,26230801,Amstelveenseweg 97 H,1075VX,Amsterdam,4.8563722,52.3526661,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=99645,Klein & Co B.V.,12/27/2012,Aangesloten per 14-04-2016,9,Kinderdagverblijf,Geregistreerd
959017501,Kinderopvang Ninos,KDV,Amsterdam,20-03-14,2014,rood,19511000,Van Slingelandtplein 4,1051DD,Amsterdam,4.8639803,52.3845045,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=31933,Smallsteps B.V.,09/24/2014,Aangesloten per 27-01-2016,64,Kinderdagverblijf,Geregistreerd
182406994,De Poolster / De Grote Beer,PSZ,Amsterdam,20-03-14,2014,geel,20866801,Poolstraat 2,1018LR,Amsterdam,4.9213366,52.3707531,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Psz/GegevensOKO.jsf?selectedResultId=98418,Stichting IJsterk Peuterspeelzalen,11/21/2012,Aangesloten per 27-05-2016,30,Peuterspeelzaal,Geregistreerd
714972289,Partou PSZ Sumatrastraat 87,PSZ,Amsterdam,20-03-14,2014,groen,,Sumatrastraat 87,1094LR,Amsterdam,4.9364332,52.3619137,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Psz/GegevensOKO.jsf?selectedResultId=95679,,,,,,Niet meer geregistreerd
144452960,KSH KDV Gein,KDV,Amsterdam,20-03-14,2014,groen,16969952,Jacob Krusestraat 73,1106ZK,Amsterdam,4.9945249,52.298892,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=31663,KSH Kinderdagverblijven B.V.,01/01/2005,Aangesloten per 08-01-2016,76,Kinderdagverblijf,Geregistreerd
696902023,VVE Het Groeikasteel,PSZ,Amsterdam,21-03-14,2014,groen,23173556,Albardakade 7,1067DD,Amsterdam,4.8027275,52.3780284,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Psz/GegevensOKO.jsf?selectedResultId=98532,Stichting Impuls,01/10/2010,Aangesloten per 12-01-2016,16,Peuterspeelzaal,Geregistreerd
162829565,CompaNanny Atlas Arena B.V.,KDV,Amsterdam,21-03-14,2014,geel,20076363,Hoogoorddreef 15,1101BA,Amsterdam,4.9453054,52.3082997,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=31794,CompaNanny Atlas Arena BV,02/03/2010,Aangesloten per 31-12-2015,119,Kinderdagverblijf,Geregistreerd
202907739,Partou KDV Jan van Galenstraat 323 Zuidzijde,KDV,Amsterdam,21-03-14,2014,geel,,Jan van Galenstraat 323,1056CH,Amsterdam,4.84391272227488,52.3715264,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=31672,,,,,,Niet meer geregistreerd
104112244,uk sloten,KDV,Amsterdam,23-03-14,2014,geel,,Laan van Vlaanderen 472,1066MV,Amsterdam,4.806484,52.3457448,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=31233,,,,,,Niet meer geregistreerd
122564820,Villa Vondel,KDV,Amsterdam,24-03-14,2014,oranje,20025513,Waldeck Pyrmontlaan 23,1075BT,Amsterdam,4.8577309,52.3531484,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=31228,Kinderhonk Zuid B.V.,03/25/2010,Aangesloten per 01-03-2016,104,Kinderdagverblijf,Geregistreerd
333516709,BSO Luna,BSO,Amsterdam,24-03-14,2014,oranje,9032290,Kinkerstraat 3 bg,1053DB,Amsterdam,4.8748312,52.3679153,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Bso/GegevensOKO.jsf?selectedResultId=54730,,10/09/2010,Aangesloten per 07-06-2016,20,Buitenschoolse opvang,
110243158,VVE Frummel,PSZ,Amsterdam,25-03-14,2014,groen,23523530,Jan de Louterstraat 15,1063KX,Amsterdam,4.8181501,52.3790203,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Psz/GegevensOKO.jsf?selectedResultId=98528,Stichting Impuls,01/12/2009,Aangesloten per 12-01-2016,32,Peuterspeelzaal,Geregistreerd
233126272,De Torteltuin,PSZ,Amsterdam,25-03-14,2014,groen,21963738,Brederodestraat 108,1054VH,Amsterdam,4.8621314,52.3608345,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Psz/GegevensOKO.jsf?selectedResultId=95722,Combiwel Ondernemend Welzijn B.V.,01/01/2010,Aangesloten per 07-01-2016,24,Peuterspeelzaal,Geregistreerd
212809192,Kinderdagverblijf De Liefste,KDV,Amsterdam,25-03-14,2014,groen,13505653,Richard Wagnerstraat 32,1077VW,Amsterdam,4.8791658,52.3462948,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=32431,,16 juli 2010,Aangesloten per 10-02-2016,65,Kinderdagverblijf,Geregistreerd
212809192,Kinderdagverblijf De Liefste,KDV,Amsterdam,25-03-14,2014,groen,13505653,Richard Wagnerstraat 32,1077VW,Amsterdam,4.8791658,52.3462948,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=32431,,07/16/2010,Aangesloten per 10-02-2016,65,Kinderdagverblijf,Geregistreerd
134565058,IJsterk Westerdok,BSO,Amsterdam,25-03-14,2014,geel,,Westerdok 440,1013BH,Amsterdam,4.8917212,52.3850492,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Bso/GegevensOKO.jsf?selectedResultId=30863,,,,,,Niet meer geregistreerd
822108616,KDV Wereldvlinders B.V.,KDV,Amsterdam,25-03-14,2014,oranje,21726051,Europaplein 85,1078GZ,Amsterdam,4.8931689,52.3421208,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=82218,KDV Wereldvlinders B.V.,10/09/2011,Niet aangesloten,19,Kinderdagverblijf,Geregistreerd
287648126,Partou BSO Lekstraat 35-37,BSO,Amsterdam,25-03-14,2014,geel,19591764,Lekstraat 35 37,1079EM,Amsterdam,4.9036504,52.3446714,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Bso/GegevensOKO.jsf?selectedResultId=31892,Partou B.V.,01/23/2014,Aangesloten per 29-12-2015,20,Buitenschoolse opvang,
123781449,Partou BSO Kraijenhoffstraat 10,BSO,Amsterdam,25-03-14,2014,geel,19593066,Kraijenhoffstraat 10,1018RK,Amsterdam,4.9287163,52.368517,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Bso/GegevensOKO.jsf?selectedResultId=31969,Partou B.V.,01/17/2014,Aangesloten per 29-12-2015,40,Buitenschoolse opvang,
234900799,BSO De Zeppelin,BSO,Amsterdam,26-03-14,2014,groen,,Pieter de Hoochstraat 80,1071EJ,Amsterdam,4.8850385,52.3551638,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Bso/GegevensOKO.jsf?selectedResultId=31408,,,,,,Niet meer geregistreerd
867723658,"Stichting ""La Creche""",KDV,Amsterdam,26-03-14,2014,geel,41209670,Koningsstraat 24,1011EW,Amsterdam,4.9014207,52.3725245,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=73526,"Stichting ""La Creche""",12/16/2010,Aangesloten per 04-01-2016,16,Kinderdagverblijf,Geregistreerd
839442221,De Kraal,KDV,Amsterdam,26-03-14,2014,geel,21628807,Paradijsplein 4,1093NJ,Amsterdam,4.930158,52.3576278,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=32196,Stichting Kinderopvang Humanitas,03/30/2009,Aangesloten per 14-01-2016,86,Kinderdagverblijf,Geregistreerd
162055195,VVE De Globe,PSZ,Amsterdam,27-03-14,2014,groen,25868691,Evertsweertplantsoen 3,1069RK,Amsterdam,4.7930807,52.3559423,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Psz/GegevensOKO.jsf?selectedResultId=98544,Stichting Impuls,01/10/2010,Aangesloten per 12-01-2016,39,Peuterspeelzaal,Geregistreerd
641682967,Het Speelhol,PSZ,Amsterdam,27-03-14,2014,geel,21906815,Oranje Nassaulaan 4,1075AN,Amsterdam,4.8633448,52.3550518,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Psz/GegevensOKO.jsf?selectedResultId=96564,Combiwel Ondernemend Welzijn B.V.,12/31/2002,Aangesloten per 07-01-2016,30,Peuterspeelzaal,Geregistreerd
179970641,"Kinderdagverblijf ""Billie""",KDV,Amsterdam,27-03-14,2014,groen,8397252,Westerpark 1 B,1013RR,Amsterdam,4.8816556,52.3857841,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=32372,,01/01/2005,Aangesloten per 11-12-2015,52,Kinderdagverblijf,Geregistreerd
181432237,IJsterk BSO Plancius,BSO,Amsterdam,27-03-14,2014,geel,,Eerste Breeuwersstraat 13,1013MK,Amsterdam,4.8843329,52.3863392,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Bso/GegevensOKO.jsf?selectedResultId=30728,,,,,,Niet meer geregistreerd
176939209,Kinderopvang Poppedeintje,KDV,Amsterdam,27-03-14,2014,groen,20812507,Nieuwendammerdijk 349,1023BK,Amsterdam,4.9413821,52.3909896,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=54594,Kinderopvang Poppedeintje B.V.,07/23/2010,Aangesloten per 27-05-2016,46,Kinderdagverblijf,Geregistreerd
239164842,Kinderdagverblijf Sam & Kids BV,KDV,Amsterdam,27-03-14,2014,groen,15838897,EGoliplein 1,1103AB,Amsterdam,4.9601314,52.3219073,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=31389,Kinderdagverblijf Sam & Kids BV,06/05/2015,Aangesloten per 28-12-2015,92,Kinderdagverblijf,Geregistreerd
176890944,VVE Bos en Lommer,PSZ,Amsterdam,28-03-14,2014,groen,25772406,Flierefluiterpad 15,1061ER,Amsterdam,4.8403401,52.3803292,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Psz/GegevensOKO.jsf?selectedResultId=99264,Stichting Impuls,01/30/2015,Aangesloten per 12-01-2016,48,Peuterspeelzaal,Geregistreerd
183229186,Curious Kids B.V.,KDV,Amsterdam,28-03-14,2014,groen,24172340,Ceintuurbaan 214 H,1072GD,Amsterdam,4.8880519,52.3522102,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=86434,Curious Kids B.V.,01/25/2012,Aangesloten per 03-12-2015,9,Kinderdagverblijf,Geregistreerd
936656980,De Blokkenhut B.V.,BSO,Amsterdam,28-03-14,2014,groen,20432526,Joris Ivensplein 110,1087BP,Amsterdam,4.9912682,52.3583889,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Bso/GegevensOKO.jsf?selectedResultId=30702,De Blokkenhut BV,09/30/2009,Aangesloten per 04-12-2015,40,Buitenschoolse opvang,
214784149,VVE Einstein,PSZ,Amsterdam,31-03-14,2014,groen,25868721,Staalmanpark 10,1066BR,Amsterdam,4.831156,52.3491415,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Psz/GegevensOKO.jsf?selectedResultId=97998,Stichting Impuls,01/10/2010,Aangesloten per 12-01-2016,39,Peuterspeelzaal,Geregistreerd
167055963,Lieve Schoot,KDV,Amsterdam,31-03-14,2014,geel,21923221,Derkinderenstraat 52,1062BJ,Amsterdam,4.8407548,52.3609715,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=81035,,09/04/2015,Niet aangesloten,13,Kinderdagverblijf,Geregistreerd
132082275,Partou BSO Jekerstraat 86,BSO,Amsterdam,31-03-14,2014,groen,19589794,Jekerstraat 86,1078MG,Amsterdam,4.8973874,52.3460639,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Bso/GegevensOKO.jsf?selectedResultId=31712,Partou B.V.,01/01/2014,Aangesloten per 29-12-2015,115,Buitenschoolse opvang,
205155169,Kdv Okkie,KDV,Amsterdam,31-03-14,2014,geel,21632731,Blasiusstraat 14 H,1091CR,Amsterdam,4.9079533,52.3562051,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=32300,Stichting Kinderdagverblijf Okkie,01/01/2005,Aangesloten per 23-12-2015,23,Kinderdagverblijf,Geregistreerd
190625788,Partou PSZ Sumatraplantsoen 15,PSZ,Amsterdam,31-03-14,2014,geel,19593252,Sumatraplantsoen 15,1095HW,Amsterdam,4.9429486,52.360734,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Psz/GegevensOKO.jsf?selectedResultId=95650,Partou B.V.,01/01/2014,Aangesloten per 29-12-2015,30,Peuterspeelzaal,Geregistreerd
209096354,De Kindersuite B.V.,BSO,Amsterdam,31-03-14,2014,geel,2046164,Eva Besnyostraat 571 573,1087LG,Amsterdam,5.0095187,52.3493171,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Bso/GegevensOKO.jsf?selectedResultId=30970,De Kindersuite B.V.,05/25/2010,Aangesloten per 06-01-2016,97,Buitenschoolse opvang,
990291856,Kinderdagverblijf De Bofkontjes,KDV,Amsterdam,2-04-14,2014,geel,9434070,Schinkelkade 37 H,1075VJ,Amsterdam,4.8532583,52.3516181,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=50400,De Bofkontjes,07/09/2010,Aangesloten per 07-12-2015,16,Kinderdagverblijf,Geregistreerd
146439818,KDV Sophia,KDV,Amsterdam,2-04-14,2014,groen,18652905,Sophialaan 51 H,1075BN,Amsterdam,4.8569424,52.3523042,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=81603,KDV Marand B.V.,08/24/2011,Aangesloten per 22-01-2016,14,Kinderdagverblijf,Geregistreerd
196524210,Peuterspeelzaal BMS,PSZ,Amsterdam,2-04-14,2014,groen,26172070,Sandenburch 1,1082GN,Amsterdam,4.8791537,52.3255509,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Psz/GegevensOKO.jsf?selectedResultId=126655,Stichting Dynamo Welzijn,04/24/2015,Aangesloten per 10-02-2016,15,Peuterspeelzaal,Geregistreerd
196524210,Peuterspeelzaal BMS,PSZ,Amsterdam,2-04-14,2014,groen,,Sandenburch 1,1082GN,Amsterdam,4.8791537,52.3255509,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Psz/GegevensOKO.jsf?selectedResultId=99261,,,,,,Niet meer geregistreerd
142940896,De Antoontjes,BSO,Amsterdam,2-04-14,2014,geel,23297433,Lastageweg 50,1011DB,Amsterdam,4.9022071,52.373121,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Bso/GegevensOKO.jsf?selectedResultId=82677,,09/14/2011,Aangesloten per 12-01-2016,20,Buitenschoolse opvang,
179206175,Kinderdagverblijf De Kleine Wereld Haveneiland,KDV,Amsterdam,2-04-14,2014,geel,20042493,Jan Vrijmanstraat 123 b,1087MB,Amsterdam,5.0028613,52.3496909,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=31433,De Kleine Wereld IJburg B.V.,08/18/2008,Aangesloten per 08-02-2016,42,Kinderdagverblijf,Geregistreerd
151935804,VVE Osdorpse Montessori,PSZ,Amsterdam,3-04-14,2014,groen,25868675,Hoekenes 59,1068MR,Amsterdam,4.8026039,52.3539765,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Psz/GegevensOKO.jsf?selectedResultId=98545,Stichting Impuls,01/11/2007,Aangesloten per 12-01-2016,30,Peuterspeelzaal,Geregistreerd
129231563,VVE Louis Bouwmeester,PSZ,Amsterdam,3-04-14,2014,groen,22450076,Louis Bouwmeesterstraat 14,1065KW,Amsterdam,4.8207684,52.3557006,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Psz/GegevensOKO.jsf?selectedResultId=98536,Stichting Impuls,01/10/2010,Aangesloten per 12-01-2016,32,Peuterspeelzaal,Geregistreerd
203427014,De Bron I + II,PSZ,Amsterdam,3-04-14,2014,geel,20867271,Van Beuningenstraat 141,1051XM,Amsterdam,4.8744788,52.3823424,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Psz/GegevensOKO.jsf?selectedResultId=95348,Stichting IJsterk Peuterspeelzalen,06/04/1996,Aangesloten per 27-05-2016,24,Peuterspeelzaal,Geregistreerd
210470069,BSO Mirakel Backershagen,BSO,Amsterdam,3-04-14,2014,groen,17003873,Backershagen 12,1082GT,Amsterdam,4.8754447,52.3252312,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Bso/GegevensOKO.jsf?selectedResultId=30852,Naschoolse Opvang Mirakel V B.V.,12/03/2008,Niet aangesloten,45,Buitenschoolse opvang,
188741537,Partou BSO Kampina 5,BSO,Amsterdam,3-04-14,2014,geel,19591845,Kampina 5,1025DD,Amsterdam,4.9401111,52.4033968,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Bso/GegevensOKO.jsf?selectedResultId=31932,Partou B.V.,01/01/2014,Aangesloten per 29-12-2015,40,Buitenschoolse opvang,
782668409,Kinderdagverblijf De Bibelebontseberg B.V.,KDV,Amsterdam,4-04-14,2014,geel,20396562,Willem Beukelsstraat 42 A,1097CT,Amsterdam,4.9269431,52.3528037,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=30821,Kinderdagverblijf de Bibelebontseberg B.V.,01/01/2005,Aangesloten per 28-12-2015,54,Kinderdagverblijf,Geregistreerd
168313868,"KDV ""Kleintje-Zuid"" B.V.",KDV,Amsterdam,6-04-14,2014,geel,19907591,Afroditekade 210 A,1076DZ,Amsterdam,4.8541744,52.3466856,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=30756,"KDV ""Kleintje-Zuid"" B.V.",01/01/2005,Aangesloten per 27-01-2016,64,Kinderdagverblijf,Geregistreerd
178743410,Kinderdagverblijf Willem Sparkje B.V.,KDV,Amsterdam,8-04-14,2014,geel,16603265,Willemsparkweg 35 H,1071GP,Amsterdam,4.8767327,52.3575276,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=30816,Kinderdagverblijf Willem Sparkje B.V.,01/01/2005,Aangesloten per 03-12-2015,32,Kinderdagverblijf,Geregistreerd
160538452,Partou BSO Sarphatistraat 24,BSO,Amsterdam,8-04-14,2014,geel,,Sarphatistraat 24,1018GK,Amsterdam,4.9061316,52.3605901,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Bso/GegevensOKO.jsf?selectedResultId=31841,,,,,,Niet meer geregistreerd
