Plaatsnaam,Provincie,Land,url_akkoord,docpdf,doctxt,Latitude,Longitude
"Nuenen, Gerwen en Nederwetten",Noord-Brabant,Nederland,http://www.documentcloud.org/documents/2685218-237-Nuenen-Beleidsuitgangspunten-2014-2018.html,https://assets.documentcloud.org/documents/2685218/237-Nuenen-Beleidsuitgangspunten-2014-2018.pdf,https://assets.documentcloud.org/documents/2685218/237-Nuenen-Beleidsuitgangspunten-2014-2018.txt,51.478252,5.556858
Nunspeet,Gelderland,Nederland,http://www.documentcloud.org/documents/2685219-238-Nunspeet-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685219/238-Nunspeet-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685219/238-Nunspeet-Coalitieakkoord-2014-2018.txt,52.374772,5.769895
Nuth,Limburg,Nederland,http://www.documentcloud.org/documents/2685220-239-Nuth-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685220/239-Nuth-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685220/239-Nuth-Coalitieakkoord-2014-2018.txt,50.911427,5.892596
Oegstgeest,Zuid-Holland,Nederland,http://www.documentcloud.org/documents/2685221-240-Oegstgeest-Coalitieagenda-2014-2018.html,https://assets.documentcloud.org/documents/2685221/240-Oegstgeest-Coalitieagenda-2014-2018.pdf,https://assets.documentcloud.org/documents/2685221/240-Oegstgeest-Coalitieagenda-2014-2018.txt,52.186226,4.47481
Oirschot,Noord-Brabant,Nederland,http://www.documentcloud.org/documents/2685222-241-Oirschot-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685222/241-Oirschot-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685222/241-Oirschot-Coalitieakkoord-2014-2018.txt,51.504448,5.308463
Oisterwijk,Noord-Brabant,Nederland,http://www.documentcloud.org/documents/2685223-242-Oisterwijk-Coalitieakkoord-2014-2018-02.html,https://assets.documentcloud.org/documents/2685223/242-Oisterwijk-Coalitieakkoord-2014-2018-02.pdf,https://assets.documentcloud.org/documents/2685223/242-Oisterwijk-Coalitieakkoord-2014-2018-02.txt,51.565424,5.203028
Oldambt,Groningen,Nederland,http://www.documentcloud.org/documents/2685224-243-Oldambt-Coalitieakkoord-Oldambt-2014.html,https://assets.documentcloud.org/documents/2685224/243-Oldambt-Coalitieakkoord-Oldambt-2014.pdf,https://assets.documentcloud.org/documents/2685224/243-Oldambt-Coalitieakkoord-Oldambt-2014.txt,53.203691,7.05297
Oldebroek,Gelderland,Nederland,http://www.documentcloud.org/documents/2685225-244-Oldebroe-Bestuursovereenkomst-2014-2018k.html,https://assets.documentcloud.org/documents/2685225/244-Oldebroe-Bestuursovereenkomst-2014-2018k.pdf,https://assets.documentcloud.org/documents/2685225/244-Oldebroe-Bestuursovereenkomst-2014-2018k.txt,52.447445,5.898317
Oldenzaal,Overijssel,Nederland,http://www.documentcloud.org/documents/2685226-245-Oldenzaal-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685226/245-Oldenzaal-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685226/245-Oldenzaal-Coalitieakkoord-2014-2018.txt,52.311655,6.926828
Olst-Wijhe,Overijssel,Nederland,http://www.documentcloud.org/documents/2685227-246-Olst-Wijhe-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685227/246-Olst-Wijhe-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685227/246-Olst-Wijhe-Coalitieakkoord-2014-2018.txt,52.351896,6.127076
Ommen,Overijssel,Nederland,http://www.documentcloud.org/documents/2685228-247-Ommen-Coalitieprogramma-2018.html,https://assets.documentcloud.org/documents/2685228/247-Ommen-Coalitieprogramma-2018.pdf,https://assets.documentcloud.org/documents/2685228/247-Ommen-Coalitieprogramma-2018.txt,52.524806,6.426293
Onderbanken,Limburg,Nederland,http://www.documentcloud.org/documents/2685229-248-Onderbanken-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685229/248-Onderbanken-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685229/248-Onderbanken-Coalitieakkoord-2014-2018.txt,50.969852,5.965396
Oost Gelre,Gelderland,Nederland,http://www.documentcloud.org/documents/2685230-249-Oostgelre-2015-19-Coalitieakkoord-Cda-en-Oog.html,https://assets.documentcloud.org/documents/2685230/249-Oostgelre-2015-19-Coalitieakkoord-Cda-en-Oog.pdf,https://assets.documentcloud.org/documents/2685230/249-Oostgelre-2015-19-Coalitieakkoord-Cda-en-Oog.txt,51.990117,6.567068
Oosterhout,Noord-Brabant,Nederland,http://www.documentcloud.org/documents/2685231-250-Oosterhout-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685231/250-Oosterhout-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685231/250-Oosterhout-Coalitieakkoord-2014-2018.txt,51.64102,4.86169
Ooststellingwerf,Friesland,Nederland,http://www.documentcloud.org/documents/2685232-251-Ooststellingwerf-Coalitieakkoord-2014-2018-Def.html,https://assets.documentcloud.org/documents/2685232/251-Ooststellingwerf-Coalitieakkoord-2014-2018-Def.pdf,https://assets.documentcloud.org/documents/2685232/251-Ooststellingwerf-Coalitieakkoord-2014-2018-Def.txt,52.988319,6.270427
Oostzaan,Noord-Holland,Nederland,http://www.documentcloud.org/documents/2685233-252-Oostzaan-Open-Raadsagenda.html,https://assets.documentcloud.org/documents/2685233/252-Oostzaan-Open-Raadsagenda.pdf,https://assets.documentcloud.org/documents/2685233/252-Oostzaan-Open-Raadsagenda.txt,52.440497,4.875722
Opmeer,Noord-Holland,Nederland,http://www.documentcloud.org/documents/2685234-253-Opmeer-Raadsprogramma-2014-2018.html,https://assets.documentcloud.org/documents/2685234/253-Opmeer-Raadsprogramma-2014-2018.pdf,https://assets.documentcloud.org/documents/2685234/253-Opmeer-Raadsprogramma-2014-2018.txt,52.705379,4.942667
Opsterland,Friesland,Nederland,http://www.documentcloud.org/documents/2685235-254-Opsterland-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685235/254-Opsterland-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685235/254-Opsterland-Coalitieakkoord-2014-2018.txt,53.039542,6.11532
Oss,Noord-Brabant,Nederland,http://www.documentcloud.org/documents/2685236-255-Oss-Coalitieakkoord-2015-2018.html,https://assets.documentcloud.org/documents/2685236/255-Oss-Coalitieakkoord-2015-2018.pdf,https://assets.documentcloud.org/documents/2685236/255-Oss-Coalitieakkoord-2015-2018.txt,51.76118,5.514048
Oud-Beijerland,Zuid-Holland,Nederland,http://www.documentcloud.org/documents/2685237-256-Oud-Beijerland-Matrix-Coalitieakkoord-2014.html,https://assets.documentcloud.org/documents/2685237/256-Oud-Beijerland-Matrix-Coalitieakkoord-2014.pdf,https://assets.documentcloud.org/documents/2685237/256-Oud-Beijerland-Matrix-Coalitieakkoord-2014.txt,51.81893,4.427236
Oude IJsselstreek,Gelderland,Nederland,http://www.documentcloud.org/documents/2685238-257-Oude-IJsselstreek-Procesakkoord.html,https://assets.documentcloud.org/documents/2685238/257-Oude-IJsselstreek-Procesakkoord.pdf,https://assets.documentcloud.org/documents/2685238/257-Oude-IJsselstreek-Procesakkoord.txt,51.911046,6.405564
Ouder-Amstel,Noord-Holland,Nederland,http://www.documentcloud.org/documents/2685239-258-Ouder-Amstel-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685239/258-Ouder-Amstel-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685239/258-Ouder-Amstel-Coalitieakkoord-2014-2018.txt,52.285929,4.913383
Oudewater,Utrecht,Nederland,http://www.documentcloud.org/documents/2685240-259-Oudewater-Coalitieakkoord-Onafhankelijken.html,https://assets.documentcloud.org/documents/2685240/259-Oudewater-Coalitieakkoord-Onafhankelijken.pdf,https://assets.documentcloud.org/documents/2685240/259-Oudewater-Coalitieakkoord-Onafhankelijken.txt,52.024163,4.868417
Overbetuwe,Gelderland,Nederland,http://www.documentcloud.org/documents/2685241-260-Overbetuwe-Coalitieprogramma-2014-2018.html,https://assets.documentcloud.org/documents/2685241/260-Overbetuwe-Coalitieprogramma-2014-2018.pdf,https://assets.documentcloud.org/documents/2685241/260-Overbetuwe-Coalitieprogramma-2014-2018.txt,51.932775,5.781465
Papendrecht,Zuid-Holland,Nederland,http://www.documentcloud.org/documents/2685242-261-Papendrecht-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685242/261-Papendrecht-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685242/261-Papendrecht-Coalitieakkoord-2014-2018.txt,51.842481,4.694183
Peel en Maas,Limburg,Nederland,http://www.documentcloud.org/documents/2685243-262-Peel-en-Maas-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685243/262-Peel-en-Maas-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685243/262-Peel-en-Maas-Coalitieakkoord-2014-2018.txt,51.339919,6.012298
Pekela,Groningen,Nederland,http://www.documentcloud.org/documents/2685244-263-Pekela-Partijenakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685244/263-Pekela-Partijenakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685244/263-Pekela-Partijenakkoord-2014-2018.txt,53.085241,6.977881
Pijnacker-Nootdorp,Zuid-Holland,Nederland,http://www.documentcloud.org/documents/2685391-264-Pijnacker-Nootdorp-Hoofdlijnenakkoord-2014.html,https://assets.documentcloud.org/documents/2685391/264-Pijnacker-Nootdorp-Hoofdlijnenakkoord-2014.pdf,https://assets.documentcloud.org/documents/2685391/264-Pijnacker-Nootdorp-Hoofdlijnenakkoord-2014.txt,52.012699,4.427355
Purmerend,Noord-Holland,Nederland,http://www.documentcloud.org/documents/2685246-265-Purmerend-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685246/265-Purmerend-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685246/265-Purmerend-Coalitieakkoord-2014-2018.txt,52.514382,4.964061
Putten,Gelderland,Nederland,http://www.documentcloud.org/documents/2685247-266-Putten-Collegeprogramma-2014-2018-PDF-3-54MB.html,https://assets.documentcloud.org/documents/2685247/266-Putten-Collegeprogramma-2014-2018-PDF-3-54MB.pdf,https://assets.documentcloud.org/documents/2685247/266-Putten-Collegeprogramma-2014-2018-PDF-3-54MB.txt,52.258676,5.605373
Raalte,Overijssel,Nederland,http://www.documentcloud.org/documents/2685248-267-Raalte-Hoofdlijnenakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685248/267-Raalte-Hoofdlijnenakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685248/267-Raalte-Hoofdlijnenakkoord-2014-2018.txt,52.379857,6.286237
Reimerswaal,Zeeland,Nederland,http://www.documentcloud.org/documents/2685249-268-Reimerswaal-Coalitieakkoord-204-2018.html,https://assets.documentcloud.org/documents/2685249/268-Reimerswaal-Coalitieakkoord-204-2018.pdf,https://assets.documentcloud.org/documents/2685249/268-Reimerswaal-Coalitieakkoord-204-2018.txt,51.410003,4.154448
Renkum,Gelderland,Nederland,http://www.documentcloud.org/documents/2685250-269-Renkum-Coalitieakkoord-2014-2018-Veranderend.html,https://assets.documentcloud.org/documents/2685250/269-Renkum-Coalitieakkoord-2014-2018-Veranderend.pdf,https://assets.documentcloud.org/documents/2685250/269-Renkum-Coalitieakkoord-2014-2018-Veranderend.txt,51.983495,5.742053
Renswoude,Utrecht,Nederland,http://www.documentcloud.org/documents/2685251-270-Renswoude-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685251/270-Renswoude-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685251/270-Renswoude-Coalitieakkoord-2014-2018.txt,52.074661,5.538173
Reusel-De Mierden,Noord-Brabant,Nederland,http://www.documentcloud.org/documents/2685252-271-Reusel-De-Mierden-Coalitieprogramma-2014-2018.html,https://assets.documentcloud.org/documents/2685252/271-Reusel-De-Mierden-Coalitieprogramma-2014-2018.pdf,https://assets.documentcloud.org/documents/2685252/271-Reusel-De-Mierden-Coalitieprogramma-2014-2018.txt,51.37065,5.146555
Rheden,Gelderland,Nederland,http://www.documentcloud.org/documents/2685253-272-Rheden-Beleidsakkoord-2014-2018-Samen-in.html,https://assets.documentcloud.org/documents/2685253/272-Rheden-Beleidsakkoord-2014-2018-Samen-in.pdf,https://assets.documentcloud.org/documents/2685253/272-Rheden-Beleidsakkoord-2014-2018-Samen-in.txt,52.005737,6.027959
Rhenen,Utrecht,Nederland,http://www.documentcloud.org/documents/2685254-273-Rhenen-Coalitieakkoord-Waarschijnlijk-De-Def.html,https://assets.documentcloud.org/documents/2685254/273-Rhenen-Coalitieakkoord-Waarschijnlijk-De-Def.pdf,https://assets.documentcloud.org/documents/2685254/273-Rhenen-Coalitieakkoord-Waarschijnlijk-De-Def.txt,51.96214,5.571116
Ridderkerk,Zuid-Holland,Nederland,http://www.documentcloud.org/documents/2685255-274-Ridderkerk-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685255/274-Ridderkerk-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685255/274-Ridderkerk-Coalitieakkoord-2014-2018.txt,51.870253,4.602234
Rijnwaarden,Gelderland,Nederland,http://www.documentcloud.org/documents/2685256-275-Rijnwaarden-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685256/275-Rijnwaarden-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685256/275-Rijnwaarden-Coalitieakkoord-2014-2018.txt,51.863401,6.114963
Rijssen-Holten,Overijssel,Nederland,http://www.documentcloud.org/documents/2685257-276-Rijssen-Holten-Beleidsakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685257/276-Rijssen-Holten-Beleidsakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685257/276-Rijssen-Holten-Beleidsakkoord-2014-2018.txt,52.292506,6.439999
Rijswijk,Zuid-Holland,Nederland,http://www.documentcloud.org/documents/2685258-277-Rijswijk-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685258/277-Rijswijk-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685258/277-Rijswijk-Coalitieakkoord-2014-2018.txt,52.037698,4.321974
Roerdalen,Limburg,Nederland,http://www.documentcloud.org/documents/2685259-278-Roerdalen-Onderhandelingsakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685259/278-Roerdalen-Onderhandelingsakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685259/278-Roerdalen-Onderhandelingsakkoord-2014-2018.txt,51.139166,6.034269
Roermond,Limburg,Nederland,http://www.documentcloud.org/documents/2685260-279-Roermond-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685260/279-Roermond-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685260/279-Roermond-Coalitieakkoord-2014-2018.txt,51.19132,5.987772
De Ronde Venen,Utrecht,Nederland,http://www.documentcloud.org/documents/2685261-280-Ronde-Venen-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685261/280-Ronde-Venen-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685261/280-Ronde-Venen-Coalitieakkoord-2014-2018.txt,52.20668,4.886773
Roosendaal,Noord-Brabant,Nederland,http://www.documentcloud.org/documents/2685262-281-Roosendaal-Bestuursovereenkomst-2014-2018.html,https://assets.documentcloud.org/documents/2685262/281-Roosendaal-Bestuursovereenkomst-2014-2018.pdf,https://assets.documentcloud.org/documents/2685262/281-Roosendaal-Bestuursovereenkomst-2014-2018.txt,51.535849,4.465321
Rotterdam,Zuid-Holland,Nederland,http://www.documentcloud.org/documents/2685263-282-Rotterdam-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685263/282-Rotterdam-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685263/282-Rotterdam-Coalitieakkoord-2014-2018.txt,51.92442,4.477733
Rozendaal,Gelderland,Nederland,http://www.documentcloud.org/documents/2685264-283-Rozendaal-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685264/283-Rozendaal-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685264/283-Rozendaal-Coalitieakkoord-2014-2018.txt,52.009786,5.966507
Rucphen,Noord-Brabant,Nederland,http://www.documentcloud.org/documents/2685265-284-Rucphen-Hoofdlijnenakkoord-VVD-RPF-2014-2018.html,https://assets.documentcloud.org/documents/2685265/284-Rucphen-Hoofdlijnenakkoord-VVD-RPF-2014-2018.pdf,https://assets.documentcloud.org/documents/2685265/284-Rucphen-Hoofdlijnenakkoord-VVD-RPF-2014-2018.txt,51.533567,4.56032
Schagen,Noord-Holland,Nederland,http://www.documentcloud.org/documents/2685266-285-Schagen-Coalitieakkoord-2013-2018.html,https://assets.documentcloud.org/documents/2685266/285-Schagen-Coalitieakkoord-2013-2018.pdf,https://assets.documentcloud.org/documents/2685266/285-Schagen-Coalitieakkoord-2013-2018.txt,52.788091,4.8044
Scherpenzeel,Gelderland,Nederland,http://www.documentcloud.org/documents/2685267-286-Scherpenzeel-Coalitieakkoord-2014-2018-SGP.html,https://assets.documentcloud.org/documents/2685267/286-Scherpenzeel-Coalitieakkoord-2014-2018-SGP.pdf,https://assets.documentcloud.org/documents/2685267/286-Scherpenzeel-Coalitieakkoord-2014-2018-SGP.txt,52.07893,5.488065
Schiedam,Zuid-Holland,Nederland,http://www.documentcloud.org/documents/2685268-287-Schiedam-Bestuurs-en-Beleidsakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685268/287-Schiedam-Bestuurs-en-Beleidsakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685268/287-Schiedam-Bestuurs-en-Beleidsakkoord-2014-2018.txt,51.91696,4.398819
Schiermonnikoog,Friesland,Nederland,http://www.documentcloud.org/documents/2685269-288-Schiermonnikoog-13-Bijlage-Coalitieprogramma.html,https://assets.documentcloud.org/documents/2685269/288-Schiermonnikoog-13-Bijlage-Coalitieprogramma.pdf,https://assets.documentcloud.org/documents/2685269/288-Schiermonnikoog-13-Bijlage-Coalitieprogramma.txt,53.478596,6.156031
Schijndel,Noord-Brabant,Nederland,http://www.documentcloud.org/documents/2685270-289-Schijndel-Coalitiebeleidsakkoord-Eindversie.html,https://assets.documentcloud.org/documents/2685270/289-Schijndel-Coalitiebeleidsakkoord-Eindversie.pdf,https://assets.documentcloud.org/documents/2685270/289-Schijndel-Coalitiebeleidsakkoord-Eindversie.txt,51.619663,5.433497
Schinnen,Limburg,Nederland,http://www.documentcloud.org/documents/2685271-290-Schinnen-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685271/290-Schinnen-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685271/290-Schinnen-Coalitieakkoord-2014-2018.txt,50.943647,5.879361
Schouwen-Duiveland,Zeeland,Nederland,http://www.documentcloud.org/documents/2685272-291-Schouwen-Duiveland-Collegeprogramma-2014-2018.html,https://assets.documentcloud.org/documents/2685272/291-Schouwen-Duiveland-Collegeprogramma-2014-2018.pdf,https://assets.documentcloud.org/documents/2685272/291-Schouwen-Duiveland-Collegeprogramma-2014-2018.txt,51.680357,3.952013
Simpelveld,Limburg,Nederland,http://www.documentcloud.org/documents/2685273-292-Simpelveld-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685273/292-Simpelveld-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685273/292-Simpelveld-Coalitieakkoord-2014-2018.txt,50.834027,5.982611
Sint Anthonis,Noord-Brabant,Nederland,http://www.documentcloud.org/documents/2685274-293-Sint-Anthonis-Coalitieprogramma-2014-2018.html,https://assets.documentcloud.org/documents/2685274/293-Sint-Anthonis-Coalitieprogramma-2014-2018.pdf,https://assets.documentcloud.org/documents/2685274/293-Sint-Anthonis-Coalitieprogramma-2014-2018.txt,51.627161,5.885193
Sint-Michielsgestel,Noord-Brabant,Nederland,http://www.documentcloud.org/documents/2685275-294-Sint-Michielsgestel-Bestuursakkoord-2014.html,https://assets.documentcloud.org/documents/2685275/294-Sint-Michielsgestel-Bestuursakkoord-2014.pdf,https://assets.documentcloud.org/documents/2685275/294-Sint-Michielsgestel-Bestuursakkoord-2014.txt,51.641348,5.352881
Sint-Oedenrode,Noord-Brabant,Nederland,http://www.documentcloud.org/documents/2685276-295-Sint-Oedenrode-Coalitieakkoord-Sint.html,https://assets.documentcloud.org/documents/2685276/295-Sint-Oedenrode-Coalitieakkoord-Sint.pdf,https://assets.documentcloud.org/documents/2685276/295-Sint-Oedenrode-Coalitieakkoord-Sint.txt,51.565546,5.462013
Sittard-Geleen,Limburg,Nederland,http://www.documentcloud.org/documents/2685277-296-Sittard-Geleen-Coalitieakkoord-SG-LR.html,https://assets.documentcloud.org/documents/2685277/296-Sittard-Geleen-Coalitieakkoord-SG-LR.pdf,https://assets.documentcloud.org/documents/2685277/296-Sittard-Geleen-Coalitieakkoord-SG-LR.txt,51.003168,5.823671
Sliedrecht,Zuid-Holland,Nederland,http://www.documentcloud.org/documents/2685278-297-Sliedrecht-Raadsprogramma-2014-2018-Versie-Def.html,https://assets.documentcloud.org/documents/2685278/297-Sliedrecht-Raadsprogramma-2014-2018-Versie-Def.pdf,https://assets.documentcloud.org/documents/2685278/297-Sliedrecht-Raadsprogramma-2014-2018-Versie-Def.txt,51.824868,4.773162
Slochteren,Groningen,Nederland,http://www.documentcloud.org/documents/2685279-298-Slochteren-Coalitieakkoord-7-April-2014.html,https://assets.documentcloud.org/documents/2685279/298-Slochteren-Coalitieakkoord-7-April-2014.pdf,https://assets.documentcloud.org/documents/2685279/298-Slochteren-Coalitieakkoord-7-April-2014.txt,53.212278,6.801653
Sluis,Zeeland,Nederland,http://www.documentcloud.org/documents/2685280-299-Sluis-Coalitieakkoord-Sluis-Verbindt.html,https://assets.documentcloud.org/documents/2685280/299-Sluis-Coalitieakkoord-Sluis-Verbindt.pdf,https://assets.documentcloud.org/documents/2685280/299-Sluis-Coalitieakkoord-Sluis-Verbindt.txt,51.308656,3.387919
Smallingerland,Friesland,Nederland,http://www.documentcloud.org/documents/2685281-300-Smallingerland-Collegeprogramma-2014-2018.html,https://assets.documentcloud.org/documents/2685281/300-Smallingerland-Collegeprogramma-2014-2018.pdf,https://assets.documentcloud.org/documents/2685281/300-Smallingerland-Collegeprogramma-2014-2018.txt,53.127729,6.079345
Soest,Utrecht,Nederland,http://www.documentcloud.org/documents/2685282-301-Soest-Coalitie-Akkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685282/301-Soest-Coalitie-Akkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685282/301-Soest-Coalitie-Akkoord-2014-2018.txt,52.176352,5.299197
Someren,Noord-Brabant,Nederland,http://www.documentcloud.org/documents/2685283-302-Someren-Coalitieprogramma-2014-2018.html,https://assets.documentcloud.org/documents/2685283/302-Someren-Coalitieprogramma-2014-2018.pdf,https://assets.documentcloud.org/documents/2685283/302-Someren-Coalitieprogramma-2014-2018.txt,51.384967,5.712367
Son en Breugel,Noord-Brabant,Nederland,http://www.documentcloud.org/documents/2685284-303-Son-en-Breugel-Coalitieakkoord-Dorpsvisie-en.html,https://assets.documentcloud.org/documents/2685284/303-Son-en-Breugel-Coalitieakkoord-Dorpsvisie-en.pdf,https://assets.documentcloud.org/documents/2685284/303-Son-en-Breugel-Coalitieakkoord-Dorpsvisie-en.txt,51.511394,5.498219
Stadskanaal,Groningen,Nederland,http://www.documentcloud.org/documents/2685285-304-Stadskanaal-Bestuursakkoord-2014-2018-1.html,https://assets.documentcloud.org/documents/2685285/304-Stadskanaal-Bestuursakkoord-2014-2018-1.pdf,https://assets.documentcloud.org/documents/2685285/304-Stadskanaal-Bestuursakkoord-2014-2018-1.txt,52.991985,6.946222
Staphorst,Overijssel,Nederland,http://www.documentcloud.org/documents/2685286-305-Staphorst-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685286/305-Staphorst-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685286/305-Staphorst-Coalitieakkoord-2014-2018.txt,52.642914,6.199494
Stede Broec,Noord-Holland,Nederland,http://www.documentcloud.org/documents/2685287-306-Stede-Broec-2014-04-22-Coalitie-Akkoord-2014.html,https://assets.documentcloud.org/documents/2685287/306-Stede-Broec-2014-04-22-Coalitie-Akkoord-2014.pdf,https://assets.documentcloud.org/documents/2685287/306-Stede-Broec-2014-04-22-Coalitie-Akkoord-2014.txt,52.699602,5.232326
Steenbergen,Noord-Brabant,Nederland,http://www.documentcloud.org/documents/2685288-307-Steenbergen-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685288/307-Steenbergen-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685288/307-Steenbergen-Coalitieakkoord-2014-2018.txt,51.58124,4.315599
Steenwijkerland,Overijssel,Nederland,http://www.documentcloud.org/documents/2685289-308-Steenwijkerland-Coalitieakkoord-25apr2014.html,https://assets.documentcloud.org/documents/2685289/308-Steenwijkerland-Coalitieakkoord-25apr2014.pdf,https://assets.documentcloud.org/documents/2685289/308-Steenwijkerland-Coalitieakkoord-25apr2014.txt,52.741538,6.049324
Stein,Limburg,Nederland,http://www.documentcloud.org/documents/2685290-309-Stein-Coalitieakkoord-2014-2018-Versie.html,https://assets.documentcloud.org/documents/2685290/309-Stein-Coalitieakkoord-2014-2018-Versie.pdf,https://assets.documentcloud.org/documents/2685290/309-Stein-Coalitieakkoord-2014-2018-Versie.txt,52.003822,4.781737
Stichtse Vecht,Utrecht,Nederland,http://www.documentcloud.org/documents/2685291-310-Stichtse-Vecht-Hoofdlijnenakkoord-Coalitie.html,https://assets.documentcloud.org/documents/2685291/310-Stichtse-Vecht-Hoofdlijnenakkoord-Coalitie.pdf,https://assets.documentcloud.org/documents/2685291/310-Stichtse-Vecht-Hoofdlijnenakkoord-Coalitie.txt,FAILED,FAILED
Strijen,Zuid-Holland,Nederland,http://www.documentcloud.org/documents/2685292-311-Strijen-Coalitie-Akkoord-Strijen-2014-2018.html,https://assets.documentcloud.org/documents/2685292/311-Strijen-Coalitie-Akkoord-Strijen-2014-2018.pdf,https://assets.documentcloud.org/documents/2685292/311-Strijen-Coalitie-Akkoord-Strijen-2014-2018.txt,51.744684,4.55392
Súdwest-Fryslân,Friesland,Nederland,http://www.documentcloud.org/documents/2685293-312-Sudwest-Fryslan-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685293/312-Sudwest-Fryslan-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685293/312-Sudwest-Fryslan-Coalitieakkoord-2014-2018.txt,53.023416,5.481658
Terneuzen,Zeeland,Nederland,http://www.documentcloud.org/documents/2685294-313-Terneuzen-Samen-Verder-Coalitieakkoord-2014.html,https://assets.documentcloud.org/documents/2685294/313-Terneuzen-Samen-Verder-Coalitieakkoord-2014.pdf,https://assets.documentcloud.org/documents/2685294/313-Terneuzen-Samen-Verder-Coalitieakkoord-2014.txt,51.332285,3.832426
Terschelling,Friesland,Nederland,http://www.documentcloud.org/documents/2685295-314-Terschelling-Coalitieakkoord-Versie-20140506.html,https://assets.documentcloud.org/documents/2685295/314-Terschelling-Coalitieakkoord-Versie-20140506.pdf,https://assets.documentcloud.org/documents/2685295/314-Terschelling-Coalitieakkoord-Versie-20140506.txt,53.397875,5.346679
