X,Y,gml_id,datum,tijd,identificatieNummeraanduiding,identificatieAdresseerbaarObject,straatnaam,huisnummer,postcode,plaats,activiteitCode,activiteitOmschrijving,huisletter
122469.997,497373.198,V_000020869479_843004,20100817,132844362,415200000000249,415010000000227,Den Ilp,173,1127PS,Den Ilp,843004,Overige verplichte sociale verzekeringen,
168220.46,545770.278,V_000026687852_8411,20130213,115433205,653200000162537,653010000162538,Dubbelstraat,1,8561BC,Balk,8411,Algemeen overheidsbestuur,
145632,475902,V_000003700992_8411,11111111,120150111,376200000001685,376010000001685,Kerklaan,16,1261JB,Blaricum,8411,Algemeen overheidsbestuur,
158419.222,434444.315,V_000021786151_8411,20110117,145040552,281200000031468,281010000031469,De Blomboogerd,1,4003BX,Tiel,8411,Algemeen overheidsbestuur,
130734.987,540914.671,V_000008628378_8411,11111111,120150111,463200000003534,463010000003534,Loggersplein,1,1771CE,Wieringerwerf,8411,Algemeen overheidsbestuur,
61522.15,441674.01,V_000023761156_8425,20111110,95746224,599200000735812,599010000368977,Coloradoweg,20,3199LA,Maasvlakte Rotterdam,8425,Brandweer,
188871,334051,V_000000536164_8412,11111111,120150111,1883200000022469,1883010000022469,Hub Dassenplein,3,6131LB,Sittard,8412,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)",
116729.72,471797.3,V_000003525937_8412,11111111,120150111,451200000162638,451010000001549,Laan van Meerwijk,16,1423AJ,Uithoorn,8412,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)",
196669.041,543413.608,V_000020779666_8411,20100902,162351088,98200000019782,98010000012594,Griffioenpark,1,8471KR,Wolvega,8411,Algemeen overheidsbestuur,
116756.743,471836.704,V_000003525910_8412,11111111,120150111,451200000163241,451010000001755,Meerlaan,1,1421TM,Uithoorn,8412,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)",
152941.846,370131.434,V_000014680963_8411,11111111,120150111,1724200000006945,1724010000000036,Burgemeester Magneestraat,1,5571HB,Bergeijk,8411,Algemeen overheidsbestuur,
170713.325,479212.882,V_000006986315_8412,11111111,120150111,233200000014809,233010000014809,Raadhuisplein,2,3851NT,Ermelo,8412,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)",
254178.918,569766.42,V_000021335451_8411,20101115,140142205,47200000290381,47010000290382,Jan Salwaweg,1,9641LL,Veendam,8411,Algemeen overheidsbestuur,
142505.629,374645.221,V_000014680998_8411,11111111,120150111,1728200000086859,1728010000086859,Raambrug,8,5531AG,Bladel,8411,Algemeen overheidsbestuur,
149732.563,374201.443,V_000014681013_8411,11111111,120150111,770200000001788,770010000003986,Dijk,15,5521AW,Eersel,8411,Algemeen overheidsbestuur,
143634.82,412078.507,V_000002432862_8411,11111111,120150111,797200000030309,797010000012074,Julianastraat,34,5251ED,Vlijmen,8411,Algemeen overheidsbestuur,
140704.98,470713.897,V_000024595845_8424,20120313,170908395,402200001590589,402010001590592,Groest,69,1211EA,Hilversum,8424,Politie,
0,0,V_000024595837_8424,20120313,170908395,402010001590592,402010001590592,Prins Bernhardstraat,7,1211GJ,Hilversum,8424,Politie,A
140130.586,478165.968,V_000024595829_8424,20120313,170908395,425200000001838,425010000001885,Amersfoortsestraatweg,12,1411HC,Naarden,8424,Politie,
154097,472801,V_000012356093_8411,11111111,120150111,313200000201879,313010000201880,Stadsspui,1,3752CL,Bunschoten-Spakenburg,8411,Algemeen overheidsbestuur,
145142.441,479043.964,V_000024595810_8424,20120313,170908395,406200000076427,406010000000406,Graaf Wichman,1,1276KA,Huizen,8424,Politie,
131748.29,479814.485,V_000024595802_8424,20120313,170908395,457200000201975,457010000002597,Hoogstraat,70,1381VV,Weesp,8424,Politie,
115430.741,533381.329,V_000026342804_8411,20130103,115816209,441200000002539,441010001002539,Laan,19,1741EA,Schagen,8411,Algemeen overheidsbestuur,
139384.649,374739.129,V_000014680939_8411,11111111,120150111,1667200000005260,1667010000005846,Kerkplein,3,5541KB,Reusel,8411,Algemeen overheidsbestuur,
104478.655,488675.19,V_000025364111_84232,20120724,112915857,392200000023481,392010000023481,Harmenjansweg,4,2031WK,Haarlem,84232,Ministerie van Justitie en gevangeniswezen,
80722.169,458484.648,V_000025364138_84232,20120724,112915857,518200000704722,518010000704723,Pompstationsweg,32,2597JW,'s-Gravenhage,84232,Ministerie van Justitie en gevangeniswezen,
113035.775,396266.275,V_000025364081_84232,20120724,112915857,758200000025060,758010000005166,Galderseweg,15,4836AC,Breda,84232,Ministerie van Justitie en gevangeniswezen,
189590.153,427562.716,V_000025364103_84232,20120724,112915857,268200000000070,268010000003017,Berg en Dalseweg,287,6522CH,Nijmegen,84232,Ministerie van Justitie en gevangeniswezen,
80670.257,458637.792,V_000025364065_84232,20120724,112915857,518200000659000,518010000659001,Van Alkemadelaan,1256,2597BP,'s-Gravenhage,84232,Ministerie van Justitie en gevangeniswezen,
222989.145,512451.071,V_000025364073_84232,20120724,112915857,160200000264314,160010000000797,Ommerweg,67,7707AT,Balkbrug,84232,Ministerie van Justitie en gevangeniswezen,
119254,485362,V_000025364057_84232,20120724,112915857,363200000094929,363010000632612,Emmalaan,7,1075AT,Amsterdam,84232,Ministerie van Justitie en gevangeniswezen,
188800.49,444225.568,V_000025364200_84232,20120724,112915857,202200000388174,202010000388175,Wilhelminastraat,16,6812CW,Arnhem,84232,Ministerie van Justitie en gevangeniswezen,
92387.25,438520.96,V_000025364219_84232,20120724,112915857,599200000832545,599010000082533,Noordsingel,115,3035EM,Rotterdam,84232,Ministerie van Justitie en gevangeniswezen,
224463.841,559690.365,V_000025364197_84232,20120724,112915857,1699200000012711,1699010000000038,Plantsoenstraat,5,9341BD,Veenhuizen,84232,Ministerie van Justitie en gevangeniswezen,
118823,484788,V_000025364189_84232,20120724,112915857,363200000121857,363010000659780,Havenstraat,6,1075PR,Amsterdam,84232,Ministerie van Justitie en gevangeniswezen,
137454.455,455804.423,V_000025364162_84232,20120724,112915857,344200000070584,344010000125136,Maliebaan,10,3581CN,Utrecht,84232,Ministerie van Justitie en gevangeniswezen,
222536,561973,V_000025364170_84232,20120724,112915857,1699200000009538,1699010000000755,Meidoornlaan,38,9341AP,Veenhuizen,84232,Ministerie van Justitie en gevangeniswezen,
244202,484128,V_000025364146_84232,20120724,112915857,141200000038292,141010000010483,Drienemansweg,6,7601PZ,Almelo,84232,Ministerie van Justitie en gevangeniswezen,
224689.476,559783.536,V_000025364154_84232,20120724,112915857,1699200000011254,1699010000000040,Oude Asserstraat,20,9341BC,Veenhuizen,84232,Ministerie van Justitie en gevangeniswezen,
119806,486391,V_000025364049_84232,20120724,112915857,363200000382784,363010000926006,WG-plein,153,1054SC,Amsterdam,84232,Ministerie van Justitie en gevangeniswezen,
81656.656,455967.239,V_000012797804_8411,11111111,120150111,518200001627205,518010001627204,Zuid-Hollandplein,1,2596AW,'s-Gravenhage,8411,Algemeen overheidsbestuur,
216921.44,444371.92,V_000025364243_84232,20120724,112915857,222200000631259,222010000631260,Klootsemastraat,1,7009CE,Doetinchem,84232,Ministerie van Justitie en gevangeniswezen,
137062.197,456560.315,V_000025364235_84232,20120724,112915857,344200000088584,344010000077605,Wolvenplein,27,3512CK,Utrecht,84232,Ministerie van Justitie en gevangeniswezen,
210472,462280,V_000025364227_84232,20120724,112915857,301200000000747,301010000000747,Nieuwstad,79,7201NM,Zutphen,84232,Ministerie van Justitie en gevangeniswezen,
178607,424555,V_000013777769_8425,11111111,120150111,296200000001918,296010000002319,Bronckhorstlaan,5,6602BG,Wijchen,8425,Brandweer,
132937.502,519952.483,V_000025363832_84232,20120724,112915857,405200000565728,405010000565729,De Compagnie,1,1689AG,Zwaag,84232,Ministerie van Justitie en gevangeniswezen,
192056.691,441465.375,V_000025363859_84232,20120724,112915857,202200000403268,202010000403269,Ir. Molsweg,5,6834AA,Arnhem,84232,Ministerie van Justitie en gevangeniswezen,
112958.261,400808.26,V_000025363867_84232,20120724,112915857,758200000004128,758010000052073,Stationsplein,3,4811BB,Breda,84232,Ministerie van Justitie en gevangeniswezen,
226984,527050,V_000025363808_84232,20120724,112915857,118200000253047,118010000018387,Kinholtsweg,7,7909CA,Hoogeveen,84232,Ministerie van Justitie en gevangeniswezen,
106472.015,448734.03,V_000025363816_84232,20120724,112915857,513200000027426,513010013088123,Stavorenweg,3,2803PT,Gouda,84232,Ministerie van Justitie en gevangeniswezen,
89446.65,437890.2,V_000025363824_84232,20120724,112915857,599200000417860,599010000322830,Professor Jonkersweg,7,3041JL,Rotterdam,84232,Ministerie van Justitie en gevangeniswezen,
118630,493031,V_000025363921_84232,20120724,112915857,479200000025755,479010000009742,Rijshoutweg,14,1505HL,Zaandam,84232,Ministerie van Justitie en gevangeniswezen,
113466.267,400312.43,V_000025363913_84232,20120724,112915857,758200000037602,758010000041057,Nassausingel,26,4811DG,Breda,84232,Ministerie van Justitie en gevangeniswezen,
178664,424547,V_000013777750_8412,11111111,120150111,296200000001917,296010000002318,Bronckhorstlaan,2,6602BG,Wijchen,8412,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)",
137478.365,454442.936,V_000025363956_84232,20120724,112915857,344200000015630,344010000009888,Gansstraat,170,3582EP,Utrecht,84232,Ministerie van Justitie en gevangeniswezen,
192554,400664,V_000025363948_84232,20120724,112915857,756200000011342,756010000011342,Stevensbeekseweg,14,5825JC,Overloon,84232,Ministerie van Justitie en gevangeniswezen,a
177593.74,320207.03,V_000025363883_84232,20120724,112915857,935200000045246,935010000045246,Willem Alexanderweg,21,6222NA,Maastricht,84232,Ministerie van Justitie en gevangeniswezen,
123500,483342,V_000025363875_84232,20120724,112915857,363200000117355,363010000655212,H.J.E. Wenckebachweg,48,1096AN,Amsterdam,84232,Ministerie van Justitie en gevangeniswezen,
129114.375,467521.393,V_000025363840_84232,20120724,112915857,329200000003361,329010000003257,Zandpad,3,3631NK,Nieuwersluis,84232,Ministerie van Justitie en gevangeniswezen,
173765.58,410605.361,V_000025363905_84232,20120724,112915857,1685200000006936,1685010000006830,Brand,77,5411RW,Zeeland,84232,Ministerie van Justitie en gevangeniswezen,
118123.995,521263.28,V_000025363891_84232,20120724,112915857,398200000021940,398010000012552,van Noortwijklaan,2,1701BP,Heerhugowaard,84232,Ministerie van Justitie en gevangeniswezen,
105202,499181,V_000006958796_85322,11111111,120150111,375200000022741,375010000022741,Stationsplein,48,1948LC,Beverwijk,85322,Educatie,A
133072.457,395007.014,V_000025364006_84232,20120724,112915857,855200000059882,855010000074796,Ringbaan-Zuid,500,5026PA,Tilburg,84232,Ministerie van Justitie en gevangeniswezen,
143469,456322,V_000025364030_84232,20120724,112915857,355200000777481,355010000777482,Utrechtseweg,37,3704HB,Zeist,84232,Ministerie van Justitie en gevangeniswezen,
94437.23,438579.85,V_000025364022_84232,20120724,112915857,599200000341251,599010000013201,Kralingse Plaslaan,108,3061DG,Rotterdam,84232,Ministerie van Justitie en gevangeniswezen,
0,0,V_000025363972_84232,20120724,112915857,599200000423944,599010000159731,Rotterdam Airportbaan,18,3045AN,Rotterdam,84232,Ministerie van Justitie en gevangeniswezen,
105202,499181,V_000006958796_32991,11111111,120150111,375200000022741,375010000022741,Stationsplein,48,1948LC,Beverwijk,32991,Sociale werkvoorziening,A
194832,379887,V_000025363964_84232,20120724,112915857,1507201000007385,1507011000001968,Patersstraat,4,5977NM,Evertsoord,84232,Ministerie van Justitie en gevangeniswezen,
0,0,V_000025363999_84232,20120724,112915857,1581200000111369,1581010000021775,Dwarsweg,45,3959AE,Overberg,84232,Ministerie van Justitie en gevangeniswezen,
103505.931,487738.584,V_000026599600_8412,20130201,102727780,392200000025463,392010000025463,Houtplein,33,2012DE,Haarlem,8412,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)",
149119.027,458186.218,V_000025363980_84232,20120724,112915857,342200000000864,342010000000807,Richelleweg,13,3769AZ,Soesterberg,84232,Ministerie van Justitie en gevangeniswezen,
180125,424755,V_000013777742_8411,11111111,120150111,296200000009366,296010000007339,Kamerlingh Onnesstraat,13,6603AX,Wijchen,8411,Algemeen overheidsbestuur,
110486.691,515607.001,V_000025364014_84232,20120724,112915857,361200000027891,361010000027999,Prins Bernhardlaan,16,1815JG,Alkmaar,84232,Ministerie van Justitie en gevangeniswezen,
122951.67,506953.711,V_000013357883_8411,11111111,120150111,370200000000438,370010000000602,Rijn Middelburgstraat,1,1462NV,Middenbeemster,8411,Algemeen overheidsbestuur,
256781.475,593909.322,V_000011913363_8411,11111111,120150111,10200000115192,10010000064746,Hogelandsterweg,3,9934RM,Delfzijl,8411,Algemeen overheidsbestuur,
257331,595061,V_000011913401_8411,11111111,120150111,10200000100532,10010000050032,Johan van den Kornputplein,10,9934EA,Delfzijl,8411,Algemeen overheidsbestuur,
55675,389580,V_000021437963_8411,20101203,112022247,678200000015693,678010000001094,Kerkplein,5,4421AA,Kapelle,8411,Algemeen overheidsbestuur,
107889,464933,V_000015337839_8412,11111111,120150111,569200000162258,569010000000228,Aardamseweg,4,2461CC,Ter Aar,8412,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)",
112087,466628,V_000015337812_8412,11111111,120150111,569200000018826,569010000009271,Schoterhoek,33,2441LC,Nieuwveen,8412,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)",
55211,389084,V_000021437971_8411,20101203,112022247,678200000014597,678010000004881,Dijkwelseweg,1,4421PN,Kapelle,8411,Algemeen overheidsbestuur,A
112104,467088,V_000015337871_8412,11111111,120150111,569200000161453,569010000010166,Teylersplein,1,2441LE,Nieuwveen,8412,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)",
135326.324,455363.347,V_000023683899_8411,20111027,141832553,344200000149471,344010000088337,Graadt van Roggenweg,500,3531AH,Utrecht,8411,Algemeen overheidsbestuur,
217237.91,441914.61,V_000001283189_8412,11111111,120150111,222200000647249,222010000647250,Terborgseweg,21,7001GM,Doetinchem,8412,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)",
217869.377,451163.679,V_000026705834_8411,20130215,111753970,1876200000013831,1876010001013831,Elderinkweg,2,7255KA,Hengelo (Gld),8411,Algemeen overheidsbestuur,
149013.772,412675.089,V_000008260672_32991,11111111,120150111,796200000396761,796010000396762,van Herpensweide,1,5231VL,'s-Hertogenbosch,32991,Sociale werkvoorziening,
104965.328,450789.531,V_000005088720_8411,11111111,120150111,627200000003935,627010000003935,Raadhuisplein,1,2741HR,Waddinxveen,8411,Algemeen overheidsbestuur,
151584.12,420283.376,V_000005339561_8412,11111111,120150111,263200000109786,263010000006377,Kerkstraat,45,5331CB,Kerkdriel,8412,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)",
93188.752,464668.702,V_000004031091_8412,11111111,120150111,546200000006480,546010000006480,Stationsplein,1,2312AJ,Leiden,8412,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)",
188827,334011,V_000000535931_8412,11111111,120150111,1883200000022467,1883010000022467,Hub Dassenplein,1,6131LB,Sittard,8412,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)",
157854,432705,V_000012782122_8412,11111111,120150111,281200000051418,281010000051419,Nieuwe Tielseweg,112,4001JZ,Tiel,8412,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)",a
184697,338083,V_000000535982_8412,11111111,120150111,1883200000026909,1883010000026909,Kasteelhof,1,6121XK,Born,8412,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)",
185905,331182,V_000000535966_8412,11111111,120150111,1883200000030345,1883010000030345,Markt,1,6161GE,Geleen,8412,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)",
158629.75,433120.97,V_000012781339_8412,11111111,120150111,281200000053798,281010000053799,Plein,63,4001LH,Tiel,8412,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)",
188286,334269,V_000000536032_8412,11111111,120150111,1883200000043734,1883010000043734,Rijksweg Zuid,26,6131AP,Sittard,8412,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)",
188260,334225,V_000000536024_8412,11111111,120150111,1883200000043736,1883010000043736,Rijksweg Zuid,28,6131AP,Sittard,8412,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)",
149442.082,390547.978,V_000014681021_8411,11111111,120150111,823200000004322,823010000007918,Deken Frankenstraat,3,5688AK,Oirschot,8411,Algemeen overheidsbestuur,
50781.52,391103.11,V_000000412341_8411,11111111,120150111,664200000016859,664010000016859,M.A.de Ruijterlaan,2,4461GE,Goes,8411,Algemeen overheidsbestuur,
158223.732,433039.009,V_000012781932_8412,11111111,120150111,281200000026138,281010000026139,Achterweg,2,4001MV,Tiel,8412,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)",
159186,434710,V_000012781509_8412,11111111,120150111,281200000030035,281010000030036,Bulkweg,1,4005LB,Tiel,8412,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)",
103461.821,487398.02,V_000015007278_8412,11111111,120150111,392200000013252,392010000013252,Dreef,3,2012HR,Haarlem,8412,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)",
0,0,V_000009538550_32991,11111111,120150111,664200000013243,664010000013243,Klein Frankrijk,2,4461ZM,Goes,32991,Sociale werkvoorziening,
92532.949,452016.248,V_000022249400_8424,20110318,141324395,637200000293146,637010000293147,Bredewater,18,2715CA,Zoetermeer,8424,Politie,
93453.7,453092.8,V_000022249419_8424,20110318,141324395,637200000179152,637010000179153,Europaweg,45,2711EM,Zoetermeer,8424,Politie,
106352,464805,V_000022249397_8424,20110318,141324395,1884200000047028,1884010000011816,Kruisweg,18,2481NA,Woubrugge,8424,Politie,a
154103.31,462797.23,V_000022249443_8424,20110318,141324395,307200000452616,307010000452617,Stationsplein,51,3818LE,Amersfoort,8424,Politie,
143545.793,487476.915,V_000022249451_8424,20110318,141324395,34200000036783,34010000014801,Stationsplein,27,1315KT,Almere,8424,Politie,
0,0,V_000024482099_8411,20120224,145405532,518010000642657,518010000642657,Schedeldoekshaven,200,2511EZ,'s-Gravenhage,8411,Algemeen overheidsbestuur,
202337.352,502239.246,V_000022249427_8424,20110318,141324395,193200000094203,193010000094156,Hanzelaan,95,8017JE,Zwolle,8424,Politie,
111244.506,516888.992,V_000022249435_8424,20110318,141324395,361200000033505,361010000033606,Stationsweg,47,1815CB,Alkmaar,8424,Politie,
0,0,V_000005203368_8411,11111111,120150111,344010000077509,344010000077509,Korte Minrebroederstraat,2,3512GG,Utrecht,8411,Algemeen overheidsbestuur,
102248.609,448121.5,V_000022249362_8424,20110318,141324395,627200000008387,627010000008387,Logistiekweg,18,2742RE,Waddinxveen,8424,Politie,
112377.798,550207.32,V_000006665691_8411,11111111,120150111,400200000009556,400010000009556,Drs. F. Bijlweg,20,1784MC,Den Helder,8411,Algemeen overheidsbestuur,
122197.56,454199.52,V_000022249370_8424,20110318,141324395,632200000054548,632010000054548,Middellandse zee,11,3446CG,Woerden,8424,Politie,
30453.435,385132.239,V_000022249346_8424,20110318,141324395,718200000015771,718010000015669,Piet Heinkade,94,4381NH,Vlissingen,8424,Politie,
87765.15,411852.26,V_000022249354_8424,20110318,141324395,1709200000439265,1709010000012422,Hellegatsweg,2,4797SM,Willemstad,8424,Politie,a
184003,448163,V_000022249389_8424,20110318,141324395,274200000003023,274010000252989,van Nieuwenhuijzenweg,3,6874NE,Wolfheze,8424,Politie,
121354,488725,V_000022249508_8424,20110318,141324395,363200000517759,363010001042296,Westerdoksdijk,421,1013AD,Amsterdam,8424,Politie,
231200,557100,V_000022249540_8424,20110318,141324395,106200000013724,106010000013724,Hoofdvaartsweg,91,9405AC,Assen,8424,Politie,
193493.303,472083.544,V_000022249532_8424,20110318,141324395,200200000054082,200010000203894,Tuinmanslaan,16,7315HJ,Apeldoorn,8424,Politie,
190161.751,444099.876,V_000022249524_8424,20110318,141324395,202200000296925,202010000296926,Stationsplein-West,30,6811KM,Arnhem,8424,Politie,
192885.74,471532.671,V_000022249516_8424,20110318,141324395,200200000030343,200010000474620,Koninklijk Park,15,7315JC,Apeldoorn,8424,Politie,
143668,597539,V_000000164887_8411,20100914,162227045,93200000218180,93010000218181,Burgemeester van Heusdenweg,10,8881EB,West-Terschelling,8411,Algemeen overheidsbestuur,A
97498,418286,V_000026797291_8425,20130227,160340887,617200000916388,617010000816388,Nijverheidstraat,2,3291CH,Strijen,8425,Brandweer,b
123933,479916,V_000022249478_8424,20110318,141324395,363200000509335,363010001042732,Burgemeester Stramanweg,100,1101EM,Amsterdam Zuidoost,8424,Politie,D
125494.986,440560.665,V_000026797305_8425,20130227,160340887,707200000386500,707010000386501,De Zodeslagen,2,4233GK,Ameide,8425,Brandweer,
179787.686,586083.195,V_000000164852_8411,20100914,162227045,81200000001800,81010000003749,Ljipstrjitte,1,9051AR,Stiens,8411,Algemeen overheidsbestuur,
173301.824,581227.885,V_000000164860_8411,20100914,162227045,83200000003429,83010000003617,Dyksterbuorren,16,9036MS,Menaam,8411,Algemeen overheidsbestuur,
133557,589883,V_000000164879_8411,20100914,162227045,96200000384472,96010000384473,Dorpsstraat,127,8899AE,Vlieland,8411,Algemeen overheidsbestuur,
165591,577803,V_000000164798_8411,20100914,162227045,70200000329904,70010000329905,Sint Martiniplantsoen,12,8801LK,Franeker,8411,Algemeen overheidsbestuur,
184069.38,594675.238,V_000000164828_8411,20100914,162227045,1722200000002668,1722010000002426,Hegebeintumerdyk,2,9172PJ,Ferwert,8411,Algemeen overheidsbestuur,
130769.386,441254.655,V_000026797313_8425,20130227,160340887,707200000388202,707010000388203,Driemolensweg,1,4128LS,Lexmond,8425,Brandweer,
173296.025,587873.545,V_000000164836_8411,20100914,162227045,63200000001494,63010000001379,van Harenstraat,47,9076BT,St.-Annaparochie,8411,Algemeen overheidsbestuur,
164664.323,577580.518,V_000000164801_8411,20100914,162227045,70200000333320,70010000333321,Harlingerweg,18,8801PA,Franeker,8411,Algemeen overheidsbestuur,
152523.79,462603.52,V_000022695842_8424,20110524,161953852,307200000419323,307010000419324,Barchman Wuytierslaan,53,3819AB,Amersfoort,8424,Politie,
147888,469646,V_000022695850_8424,20110524,161953852,308200000002081,308010000002537,Eemnesserweg,52,3741GB,Baarn,8424,Politie,
127785,436522,V_000026797321_8425,20130227,160340887,707200000382224,707010000382225,Burggraaf,2,4231ZJ,Meerkerk,8425,Brandweer,A
208631.91,523460.245,V_000007207417_8411,11111111,120150111,119200000004414,119010000006284,Westeinde,43,7941EL,Meppel,8411,Algemeen overheidsbestuur,
136151.079,456120.61,V_000005203317_8411,11111111,120150111,344200000147254,344010000069284,Vredenburg,40,3511BD,Utrecht,8411,Algemeen overheidsbestuur,
128814.34,464852.97,V_000022695877_8424,20110524,161953852,311200000001737,311010000001737,Brouwerij,11,3621AD,Breukelen,8424,Politie,
165477,577881,V_000000164771_8411,20100914,162227045,70200000332052,70010000332053,Eise Eisingastraat,5,8801KE,Franeker,8411,Algemeen overheidsbestuur,
209159.193,523829.8,V_000007207336_8411,11111111,120150111,119200000008614,119010000013368,Grote Oever,26,7941BJ,Meppel,8411,Algemeen overheidsbestuur,
157756,459935,V_000022695869_8424,20110524,161953852,327200000269516,327010000269517,De Twijnderij,32,3831CS,Leusden,8424,Politie,
127116.203,476460.1,V_000022695702_8424,20110524,161133667,305200000000624,305010000000624,Bovenkamp,15,1391LA,Abcoude,8424,Politie,
154648.02,463056.55,V_000022695710_8424,20110524,161133667,307200000509241,307010000509242,Van Asch van Wijckstraat,45,3811LP,Amersfoort,8424,Politie,
0,0,V_000022695729_8424,20110524,161133667,307010000462303,307010000462303,Emiclaerhof,142,3823ER,Amersfoort,8424,Politie,C
153574.62,468127.15,V_000022695737_8424,20110524,161133667,307200000496220,307010000496221,Forel,1,3824LA,Amersfoort,8424,Politie,
209653.013,525077.354,V_000007207352_8411,11111111,120150111,119200000001864,119010000004403,Eekhorstweg,16,7942JC,Meppel,8411,Algemeen overheidsbestuur,
208970.283,524169.789,V_000007207387_8425,11111111,120150111,119200000014552,119010000004923,Paradijsweg,1,7942HB,Meppel,8425,Brandweer,
81889.818,455246.135,V_000006540538_8411,11111111,120150111,518200000383698,518010000383699,Muzenstraat,73,2511WB,'s-Gravenhage,8411,Algemeen overheidsbestuur,
141833.936,459859.936,V_000022695699_8424,20110524,161133667,310200000716940,310010000716941,Leyenseweg,38,3721BD,Bilthoven,8424,Politie,
136546.465,456066.558,V_000005203325_8411,11111111,120150111,344200000137463,344010000044213,Vinkenburgstraat,26,3512AW,Utrecht,8411,Algemeen overheidsbestuur,
135317.449,433845.827,V_000026797534_8425,20130227,161238642,545200000355015,545010000355016,Koningin Emmalaan,30,4141EC,Leerdam,8425,Brandweer,a
209263.3,523744.343,V_000007207395_8411,11111111,120150111,119200000008422,119010000012595,Hoofdstraat,22,7941AG,Meppel,8411,Algemeen overheidsbestuur,
126898.5,427609.5,V_000026797542_8425,20130227,161238642,512200000019948,512010000006127,Arkelsedijk,22,4206AC,Gorinchem,8425,Brandweer,
139801.09,449622.5,V_000000066974_8411,20100609,103642502,321200000008102,321010000008102,Het Kant,3,3995DZ,Houten,8411,Algemeen overheidsbestuur,
118193.055,426846.767,V_000023357673_8411,20110905,155138605,523200000194212,523010000017353,Schrank,6,3371KJ,Hardinxveld-Giessendam,8411,Algemeen overheidsbestuur,
250272.02,491800.906,V_000010771654_8425,11111111,120150111,183200000200921,183010000200920,Reutummerweg,6,7651KL,Tubbergen,8425,Brandweer,
157574,432698,V_000026004666_8411,20121113,85010797,281200000030891,281010000030892,Burgemeester Van Lidth de Jeudelaan,3,4001VK,Tiel,8411,Algemeen overheidsbestuur,
125714,478643,V_000022829768_86101,20110615,100410627,363200000356610,363010000899097,Meibergdreef,9,1105AZ,Amsterdam Zuidoost,86101,Universitair medische centra,
125714,478643,V_000022829768_86924,20110615,100410627,363200000356610,363010000899097,Meibergdreef,9,1105AZ,Amsterdam Zuidoost,86924,"Medische laboratoria, trombodediensten en overig behandelingsondersteunend onderzoek",
125714,478643,V_000022829768_86102,20110615,100410627,363200000356610,363010000899097,Meibergdreef,9,1105AZ,Amsterdam Zuidoost,86102,Algemene ziekenhuizen,
249816.769,492065.963,V_000010771689_8412,11111111,120150111,183200000146567,183010000146568,Raadhuisplein,1,7651CV,Tubbergen,8412,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)",
134724.502,454953.072,V_000005203112_8412,11111111,120150111,344200000030769,344010000026112,Rachmaninoffplantsoen,61,3533JZ,Utrecht,8412,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)",
135026.737,455270.704,V_000005203163_8412,11111111,120150111,344200000026405,344010000023549,Ravellaan,1,3533JE,Utrecht,8412,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)",
