_pageUrl,_position,organisatie_description,plaats_value,wntartikel_value
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,654,Het Rijksbureau voor Kunsthistorische Documentatie,Den Haag,bijlagen WNT
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,655,Het Utrechts Archief (HUA),Utrecht,art.1.2.1.h. WGR
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,656,het Waterschapshuis,Amersfoort,art.1.2.1.h. WGR
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,657,HIVOS,Den Haag,bijlagen WNT
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,658,Hoogheemraadschap Amstel Gooi en Vecht,Amsterdam,art. 1.2.1.d. waterschappen
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,659,Hoogheemraadschap De Stichtse Rijnlanden,Houten,art. 1.2.1.d. waterschappen
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,660,Hoogheemraadschap Hollands Noorderkwartier,Heerhugowaard,art. 1.2.1.d. waterschappen
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,661,Hoogheemraadschap van Delfland,Delft,art. 1.2.1.d. waterschappen
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,662,Hoogheemraadschap van Rijnland,Leiden,art. 1.2.1.d. waterschappen
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,663,Hoogheemraadschap van Schieland en de Krimpenerwaard,Rotterdam,art. 1.2.1.d. waterschappen
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,664,Huis voor de Kunsten Limburg,Roermond,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,665,"HUMANITAS, Nederlandse vereniging voor maatschappelijke dienstverlening en 
samenlevingsopbouw",Amsterdam,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,666,"Hus en Hiem, welstandsadvisering en monumentenzorg",Leeuwarden,art.1.2.1.h. WGR
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,667,ICCO - Interchurch Organization for Development Cooperation,Utrecht,bijlagen WNT
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,668,ICT-samenwerking Hoeksche Waard,Maasdam,art.1.2.1.h. WGR
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,669,IDH - The Sustainable Trade Initiative,Utrecht,bijlagen WNT
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,670,IICD - International Institute for Communication and Development,Den Haag,bijlagen WNT
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,671,IJmond Werkt!,Beverwijk,art.1.2.1.h. WGR
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,672,Impuls,Amsterdam,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,673,Impuls-Tinten Welzijnsgroep,Gieten,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,674,Industrieschap Medel,Tiel,art.1.2.1.h. WGR
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,675,Industrieschap Plaspoelpolder,Rijswijk,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,676,Inlichtingenbureau,Utrecht,art. 1.3.1.b. invloed
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,677,Instituut Clingendael,Den Haag,bijlagen WNT
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,678,Instituut Fysieke Veiligheid,Arnhem,art. 1.2.1.h. ZBO
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,679,Instituut voor Maatschappelijk werk Tilburg,Tilburg,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,680,Instituut Werkvoorziening Zuidoost Utrecht,Veenendaal,art.1.2.1.h. WGR
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,681,Integrale Bedrijven Noordoost-Brabant,Uden,art.1.2.1.h. WGR
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,682,Intergemeentelijk Samenwerkingsorgaan Waterland,Purmerend,art.1.2.1.h. WGR
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,683,Intergemeentelijke Milieudienst Beek-Nuth-Stein,Stein,art.1.2.1.h. WGR
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,684,"Intergemeentelijke Sociale Dienst Aa en Hunze, Assen en Tynaarloo",Assen,art.1.2.1.h. WGR
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,685,Intergemeentelijke Sociale Dienst Bollenstreek,Lisse,art.1.2.1.h. WGR
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,686,Intergemeentelijke sociale dienst Kompas,Nuth,art.1.2.1.h. WGR
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,687,Intergemeentelijke Sociale Dienst Noord Oost,Delfzijl,art.1.2.1.h. WGR
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,688,Intergemeentelijke Sociale Dienst Noordenkwartier,Roden,art.1.2.1.h. WGR
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,689,Intergemeentelijke Sociale Dienst Steenwijkerland en Westerveld,Steenwijk,art.1.2.1.h. WGR
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,690,"Intergemeentelijke Werkvoorziening Gennep, Mook en Middelaar",Gennep,art.1.2.1.h. WGR
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,691,Internationale Organisatie voor Migratie,Den Haag,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,692,IRC - International Water and Sanitation Center,Den Haag,bijlagen WNT
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,693,ISA - Stichting International Sports Alliance,Den Bosch,bijlagen WNT
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,694,ISD BOL,Brunssum,art.1.2.1.h. WGR
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,695,ISD Optimisd,Veghel,art.1.2.1.h. WGR
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,696,ISWI Aalten en Oude Ijsselstreek,Ulft,art.1.2.1.h. WGR
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,697,IVAK,Delfzijl,art.1.2.1.h. WGR
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,698,IWPR - Institute for War and Peace Reporting,Den Haag,bijlagen WNT
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,699,Jeugd Punt,Utrecht,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,700,Jeugd Sport Fonds Amsterdam*,Amsterdam,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,701,K&C Experticecentrum en Projectorganisatie Kunst en Cultuur,Assen,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,702,Kadaster,Apeldoorn,art. 1.2.1.h. ZBO
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,703,Kamer van Koophandel Nederland,Utrecht,art. 1.2.1.h. ZBO
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,704,Kansspelautoriteit,Den Haag,art. 1.2.1.h. ZBO
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,705,Kempisch Bedrijvenpark,Bladel,art.1.2.1.h. WGR
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,706,Kennemer Theater,Beverwijk,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,707,Kids First COP,Groningen,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,708,Kindertheater van Alles Wat,Den Haag,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,709,Koepelschap Buitenstedelijk Groen,Schiedam,art.1.2.1.h. WGR
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,710,Koninklijke Beroepsorganisatie van Gerechtsdeurwaarders,Den Haag,art. 1.2.1.e. OL voor bedrijf en beroep
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,711,Koninklijke Notariele Beroepsorganisatie,Den Haag,art. 1.2.1.e. OL voor bedrijf en beroep
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,712,Kontext Welzijn en Maatschappelijke Dienstverlening,Haarlem,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,713,Kredietbank Limburg,Geleen,art.1.2.1.h. WGR
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,714,KRO-NCRV,Hilversum,bijlagen WNT
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,715,Kunstencentrum de Meldij,Drachten,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,716,Kunstencentrum de Stroming,Wijchen,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,717,Kunstencentrum Jerusalem,Venray,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,718,Kunstencentrum Meander,Boxmeer,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,719,Kunstencentrum Waalwijk,Waalwijk,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,720,"Kunstgebouw, Stichting Kunst en Cultuur Zuid-Holland",Rijswijk,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,721,Kwartier Zorg & Welzijn,Hoogezand,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,722,Landelijk Bureau Inning Onderhoudsbijdragen,Rotterdam,art. 1.2.1.h. ZBO
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,723,Lander,Geldermalsen,art.1.2.1.h. WGR
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,724,Larikslaan2,Leusden,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,725,Leergeld Den Haag,Den Haag,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,726,Liander,Duiven,bijlagen WNT
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,727,Logopedische Dienst Maas en Waal,Wijchen,art.1.2.1.h. WGR
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,728,Luchtverkeersleiding Nederland,Schiphol,art. 1.2.1.h. ZBO
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,729,maatschappelijk werk en welzijn Oosterschelderegio,Goes,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,730,Maatschappelijke Dienstveriening Alexander,Rotterdam,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,731,Maritime Research Institute Netherlands (MARIN),Wageningen,art. 1.3.1.b. invloed
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,732,"Markant, Stichting Centrum voor Kunsteducatie Apeldoorn",Apeldoorn,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,733,"Marres, huis voor hedendaagse cultuur",Maastricht,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,734,MAX,Hilversum,bijlagen WNT
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,735,Max Foundation,Amsterdam,bijlagen WNT
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,736,Medisch Comite Nederland-Vietnam (MCNV),Amsterdam,bijlagen WNT
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,737,MEE Friesland,Leeuwarden,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,738,MEE IJsseloevers,Zwolle,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,739,MEE Samen,Apeldoorn,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,740,MEE Veluwe,Apeldoorn,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,741,Meerschap Paterswolde,Haren,art.1.2.1.h. WGR
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,742,Meerwaarde,Hoofddorp,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,743,Mensen met een Missie,Den Haag,bijlagen WNT
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,744,Metropoolregio Eindhoven,Eindhoven,art.1.2.1.h. WGR
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,745,Metropoolregio Rotterdam Den Haag,Den Haag,art.1.2.1.h. WGR
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,746,Miks Welzijn,Joure,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,747,Mikz Peuterspeelzalen BV,Waalwijk,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,748,Milieuparken Geul en Maas,Meerssen,art.1.2.1.h. WGR
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,749,Milieusamenwerking en Afvalverwerking Regio Nijmegen,Nijmegen,art.1.2.1.h. WGR
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,750,Milieustation Aalburg-Woudrichem,Woudrichem,art.1.2.1.h. WGR
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,751,MOCCA Stichting Match Onderwijs en Cultuur Amsterdam,Amsterdam,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,752,Modulaire gemeenschappelijke regeling Rijk van Nijmegen,Nijmegen,art.1.2.1.h. WGR
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,753,Modulaire gemeenschappelijke regeling sociaal domein Limburg-Noord,Venlo,art.1.2.1.h. WGR
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,754,Molenstichting Fivelingo*,Groningen,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,755,Molenstichting Hunsingo*,Groningen,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,756,Museon (Museum voor het Onderwijs),Den Haag,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,757,Museum Amstelkring,Amsterdam,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,758,Musica Sacra,Maastricht,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,759,Muziekgieterij,Maastricht,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,760,Muziekschool Amsterdam,Amsterdam,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,761,Muziekschool Amsterdam Noord,Amsterdam,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,762,Muziekschool Opus3,Dokkum,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,763,MVO Nederland,Utrecht,bijlagen WNT
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,764,"Myouthic, Centrum voor kunst en cultuur",Thorn,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,765,N.V. Noordwestgroep,Steenwijk,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,766,Nationaal Groenfonds,Hoevelaken,art. 1.3.1.b. invloed
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,767,Nationaal Lucht- en Ruimtevaartlaboratorium (NLR),Amsterdam,art. 1.3.1.b. invloed
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,768,Nationaal Museum van Wereldculturen,Leiden,bijlagen WNT
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,769,Nationale en Internationale Wegvervoer Organisatie (NIWO),Rijswijk,art. 1.2.1.h. ZBO
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,770,Nationale Politie,Den Haag,art. 1.2.1.h. ZBO
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,771,Natuur- en recreatieschap Dobbeplas,Schiedam,art.1.2.1.h. WGR
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,772,natuur- en recreatieschap IJsselmonde,Schiedam,art.1.2.1.h. WGR
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,773,natuur- en recreatieschap Zuidwestelijke Delta,Schiedam,art.1.2.1.h. WGR
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,774,Natuurmuseum Fryslan,Leeuwarden,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,775,Nazorg gesloten stortplaatsen Bavel-Dorst en Zevenbergen,Breda,art.1.2.1.h. WGR
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,776,Nazorgstichting Nieuwjaarsbrand Volendam (NNV),Volendam,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,777,NCDO,Amsterdam,bijlagen WNT
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,778,Nederlands Bureau der Motorrijtuigverzekeraars,Rijswijk,bijlagen WNT
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,779,Nederlands Dans Theater,Den Haag,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,780,NEDERLANDS FONDS VOOR PODIUMKUNSTEN,Den Haag,art.1.3.1.a. openbaar gezag
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,781,Nederlands Instituut voor Beeld en Geluid,Hilversum,bijlagen WNT
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,782,Nederlands Loodswezen B.V.,Hoek van Holland,bijlagen WNT
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,783,Nederlandse Beroepsorganisatie van Accountants,Amsterdam,art. 1.2.1.e. OL voor bedrijf en beroep
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,784,Nederlandse Orde van Advocaten,Den Haag,art. 1.2.1.e. OL voor bedrijf en beroep
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,785,"Nederlandse Organisatie voor toegepast-natuurwetenschappelijk onderzoek 
(TNO)",Den Haag,art. 1.2.1.h. ZBO
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,786,Nederlandse Publieke Omroep,Hilversum,bijlagen WNT
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,787,Nederlandse Vereniging voor Rechtspraak (NVvR),Den Haag,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,788,Nederlandvereniging van bos- en natuurterreineigenaren (VBNE),Driebergen-Rijsenburg,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,789,Netherlands Helsinki Committee,Den Haag,bijlagen WNT
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,790,Netherlands Institute for Multiparty Democracy (NIMD),Den Haag,bijlagen WNT
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,791,Netherlands Water Partnership (NWP),Den Haag,bijlagen WNT
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,792,Nico Adriaans Stichting (NAS),Rotterdam,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,793,NL Confidential,Hoevelaken,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,794,Noaberkracht Dinkelland Tubbergen,Denekamp,art.1.2.1.h. WGR
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,795,Noord Nederlands Toneel,Groningen,bijlagen WNT
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,796,Noord-Brabantse Waterschapsbond (NBWB),s- Hertogenbosch,art. 1.3.1.b. invloed
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,797,NOS,Hilversum,bijlagen WNT
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,798,Novatec,Tolbert,art.1.2.1.h. WGR
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,799,NTR,Hilversum,bijlagen WNT
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,800,NV Holding Westland Infra,Poeldijk,bijlagen WNT
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,801,NV RWM,Sittard,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,802,NV Sportfondsenbad Zaltbommel,Zaltbommel,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,803,NV Sportinrichtingen Nieuwegein,Nieuwegein,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,804,NV WML,Maastricht,bijlagen WNT
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,805,Oasen NV,Gouda,bijlagen WNT
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,806,Omgevingsdienst Achterhoek (ODA),Hengelo (Gld),art.1.2.1.h. WGR
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,807,Omgevingsdienst Brabant Noord,Cuijk,art.1.2.1.h. WGR
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,808,Omgevingsdienst De Vallei,Ede,art.1.2.1.h. WGR
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,809,Omgevingsdienst Flevoland & Gooi- en Vechtstreek,Lelystad,art.1.2.1.h. WGR
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,810,Omgevingsdienst Groningen,Veendam,art.1.2.1.h. WGR
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,811,Omgevingsdienst Haaglanden,Den Haag,art.1.2.1.h. WGR
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,812,Omgevingsdienst Ijmond,Beverwijk,art.1.2.1.h. WGR
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,813,Omgevingsdienst Midden- en West-Brabant,Tilburg,art.1.2.1.h. WGR
