"actorenId","actorenName","actorenComment"
"10648/de7f118a-835a-4b81-adcb-41746167ee6f","Nederlandse Orde van Advocaten (SER)","1952"
"10648/015daae4-583a-4fd5-ba56-e561755b1189","Commissie voor de Toetsing van Wetgevingsprojecten (Justitie)","1987-1995"
"10648/90dd1dc1-c548-4bdb-a5a7-154d9d3a7ae4","Personeelzaken Centrale Sector (VROM)","1983-1991"
"10648/f99ab458-f883-4dc5-a67e-442ff396e5ca","Financiële Zaken Centrale Sector (VROM)","1990-1992"
"10648/20f5e657-cd16-4592-94d4-2c7e97c68b5c","Informatiemanagement Centrale Sector (VROM)","1990-1992"
"10648/e87a1f53-fbbe-4d4b-947a-ba5d176622c6","Coördinator Civiele Verdediging en Rampenbestrijding (VROM)","1982-1990"
"10648/17080776-6914-4840-8b6a-582aead9e705","Reclameraad (CRM, WVC)","1965-1988"
"10648/663ba89a-35f2-405e-9a57-336606d86b69","Reclame Code Commissie (WVC, OCW)","1988"
"10648/3150e657-cc76-4d75-b159-12702530976a","Bureau van de Secretaris-Generaal (VRO)","1975-1982"
"10648/5ed325ba-f3fa-4c78-9b74-fa92157d26f6","Bureau van de adviseur ten behoeve van de Raad van State (VRO)","1975-1982"
"10648/c000698d-a1c0-4b09-96bb-ee2cb4cf9ee2","Accountantsdienst (VRO)","1975-1982"
"10648/a4a05658-9ca4-4cca-ac83-ddbbb2862ae7","Financiële en Economische Zaken (VRO)","1975-1982"
"10648/f1e42887-527e-40cd-a444-f615aa1dfe30","Juridische Zaken (VRO)","1975-1982"
"10648/731a70d9-e282-42c2-a0b1-c51ffae43404","Organisatie en Informatievoorziening (VRO)","1975-1982"
"10648/216b955e-a927-4222-a94b-2a8beb801628","Personeelszaken (VRO)","1975-1982"
"10648/30fc82a9-5d6c-4394-b15d-f9a4555b3a6f","Algemene Zaken (VRO)","1979-1982"
"10648/53f0b74d-b39d-4401-9368-f0d1c58bb95b","Coördinator civiele verdediging (VRO)","1979-1982"
"10648/c5adff87-e6d1-4159-9127-e5505c0c793a","Voorlichting en Externe Betrekkingen (VRO)","1975-1982"
"10648/f27e8d5f-d795-4a18-ac71-681c45505b76","Commissie van advies inzake de justitiële documentatie (Justitie)","1955-1997"
"10648/3ad4c3f8-79f1-4e6b-b526-2a7718e65472","Interne Zaken (VRO)","1975-1977"
"10648/9ae66e62-659e-440a-af51-f4f9598d63ca","Adviescollege bewaking en beveiliging (Justitie)","1979-1996"
"10648/875565d6-bd5c-49f1-89ec-fad94f5f25f0","Projectbureau Coördinatie Rechtshandhaving Aruba, Nederlandse Antillen en Suriname (Justitie)","1994-1996"
"10648/9a39ac9c-7fc5-46fe-a88f-6f940c3cf522","Interdepartementaal orgaan, bedoeld in art. 34H van de Politiewet (Justitie)","1969-1993"
"10648/f737e762-0664-4b5f-ab5a-60c310e2a62c","Centrale Politie Verkeerscommissie (Justitie)","1969-1992"
"10648/66b427a6-473b-490a-840f-1b1d01c8bbd4","Centrale Justitiële Documentatie (Justitie)","1955-2005"
"10648/894a3760-a123-4916-8b0d-831c177b3b63","Bureaus van Consultatie (Justitie)","1957-1993"
"10648/efd22ef1-9b41-4233-ab69-1301f9bdc3ab","Stichting EG-Beraad voor de Bouw (VROM)","1994-2004"
"10648/2bf0531b-44df-474c-b33c-51d522e3cf2f","Korps Rijkspolitie (Justitie)","1945-1993"
"10648/80d230fc-eb3b-469b-91d8-00315417f6c0","Directie Financiën, Strategie en Control (VROM)","1994-2002"
"10648/f5004bb7-5ac9-4767-8061-473a1c70dc3e","Directie Bestuursdienst (VROM)","1994-2002"
"10648/f9b912c6-ef3c-47be-bfab-626ae05d6d8c","Directie Marktdiensten (VROM)","1994-2002"
"10648/742d016a-0ce4-45db-812d-2aa883ed584a","Directie Reken- en Administratie Centrum (VROM)","1994-2002"
"10648/22f4b12e-ce64-4315-a336-d73c88f0c871","Directie Intern Beleid (VROM)","1983-2000"
"10648/05c1ca4d-6b6c-4aa9-bfce-1ab4fcde81f5","Directie Financieel-Economische Aangelegenheden (VROM)","1989-2000"
"10648/8a08b51a-bfbe-4c86-9f6f-0e2e792d661e","Commissie voor de Politieverbindingsdienst (Justitie)","1967-1991"
"10648/210c250f-eb03-43b2-8b19-e3dafdb81188","Hoofddirectie Milieukwaliteit en Emissiebeleid (VROM)","1991-1996"
"10648/b6cfa00e-de22-4204-9dd9-293812907aee","Directie Bodem (VROM)","1991-1999"
"10648/6cc352ec-bb76-46b3-8936-445b9d8a7ab4","Hoofddirectie Ketenbeheer en Milieuzorg (VROM)","1991-1996"
"10648/5e8684c8-7950-4cb3-b9d7-056c511c9230","Directie Industrie- en Consumentenbeleid (VROM)","1991-2000"
"10648/7b2ed56d-b001-4540-b0fa-c6514ad027d1","Hoofddirectie Algemeen Milieubeleid (VROM)","1991-1996"
"10648/5dd484d9-ba23-4c8c-ab06-dd8c1a603b5b","Directie Strategie en Planvoering (VROM)","1990-2000"
"10648/67307114-dab3-4a20-aa38-c39c90563dc8","Vertrouwenscommissie financiële pupillenadministratie (Justitie)","1975-1990"
"10648/7a6e8eea-542d-41a3-8b01-84d4bf9ed398","Staatscommissie voor de Nederlandse Burgerlijke Wetgeving (Justitie)","1919-1986"
"10648/a5a53711-9b78-4d84-8b5f-5f6e1dc1817c","Werkgroep uitbouw informatiesysteem Justitie (Justitie)","1986-1988"
"10648/91270c9e-1b4f-4f9a-9ebc-7d5b62500e70","Begeleidingscommissie Vliegdienst (Justitie)","1976-1989"
"10648/a29f732c-6e9d-4b89-a3bf-407405e5e6db","Commissie transactie in handen der politie (Justitie)","1958-1988"
"10648/94ab3b57-635a-43e3-884f-0e72eec234ce","Waddenadviesraad (VROM)","1990-2003"
"10648/b6f8bd47-1956-42b3-bdb2-bf48bf0d35b9","Adviescommissie tot eventuele herziening van de Faillissementswet (Justitie)","1986-1989"
"10648/4974a85d-0fde-48d0-8021-be410a581694","Adviescommissie Extern Wetenschappelijk Onderzoek (Justitie)","1985-1989"
"10648/2b0ea0e5-1a9b-4d3d-93f3-e318a55fa21b","Staatscommissie Herziening Rechterlijke Organisatie (Justitie)","1976-1985"
"10648/f06473da-5016-4bce-b87d-6123480d31a0","Coördinatiecommissie Wetenschappelijk Onderzoek Kinderbescherming (Justitie)","1985-1988"
"10648/55732836-797d-4758-be98-13da85b01c3e","Reclasseringsraden (Justitie)","1947-1986"
"10648/ae2ab414-1d4a-4f00-8796-e528cb69a5f5","Stafbureau Managementteam (VROM)","1983-1992"
"10648/7e9b6f4d-f9bd-472e-9ffe-93309b43bdc5","Directie Stoffen en Risicobeheersing (VROM)","1987-1991"
"10648/4b30ac25-1894-4038-91bd-fb088a357c35","Adviescommissie voor Vreemdelingenzaken (Justitie)","1965-2000"
"10648/e64382df-2b80-4ba1-b128-563e906d0674","Dienst van het Kadaster en de Openbare Registers (VRO, VROM)","1975-1993"
"10648/08c92ff5-8ade-4a23-902f-806b8b6dc01c","Programmabureau Implementatie NMP (VROM)","1990-1991"
"10648/08e76d8f-b69e-4dfb-be00-b0d7ded1eaf1","Staatscommissie inzake Bescherming Persoonlijke levenssfeer in verband met persoonsregistraties (Justitie)","1972-1976"
"10648/8f12f978-7723-4f9f-a609-c385cf51a646","Financiële en Economische Aangelegenheden (VROM)","1987-1993"
"10648/374fc1e3-31f1-487c-ae9b-48e592c70bb7","Directie Managementondersteuning en Bedrijfsvoering (VRO, VROM)","1975-1993"
"10648/845e25a4-3975-4293-bacb-903c269b0d2e","Directie Onderzoek en Kwaliteitszorg (VRO, VROM)","1975-1993"
"10648/3a38b66e-5370-4831-9478-dc341248a2d2","Directie Woningbouw en Verbetering (VRO, VROM)","1980-1992"
"10648/ccb532be-0214-4d5e-bdc3-a3e668963136","Directie Bouwlocaties, Stadsvernieuwing en Milieu (VROM)","1989-1992"
"10648/59a7d150-41e0-463a-9878-d7d78d816334","Directie Huurwoningen en Eigen Woningbezit (VROM)","1986-1993"
"10648/9f87e09b-0ec6-4d28-8fd5-408571d80b23","Directie Bewonerszaken en Individuele Huursubsidie (VROM)","1986-1993"
"10648/505b5f94-565c-441b-979e-b6c1e840cea9","Bureau Bestuursraad (LNV)","2004-2010"
"10648/94fa5fe4-7e9d-4edf-9c94-4356c39f8ec3","Directie Beleidscoördinatie en Financiën (VRO, VROM)","1980-1986"
"10648/13591282-5348-4964-b409-2f3e6cc7c3b0","Beleidscoördinatie (VROM)","1987-1992"
"10648/f5bfe96e-c40a-4457-b562-c0916bb6eb15","Directie Beleidsontwikkeling (VRO)","1975-1979"
"10648/8adde87b-44f2-48f3-9f07-c663207a5e12","Directie Woningbouw (VRO)","1975-1979"
"10648/f7a16fa5-8d06-469d-b81b-68c24c67dc7a","Directie Stadsvernieuwing (VRO)","1975-1979"
"10648/9707d8a0-d5c7-4a0a-8d6f-6510bba80844","Directie Kabinet (LNV)","1975-2004"
"10648/07b3cb24-c553-4e72-a2be-8a4c4ebd85aa","Juridische Zaken (VROM)","1986-1992"
"10648/6993b8f3-aabd-421e-a64e-41a959c94823","Bureau van de Inspecteur-Generaal van de Volkshuisvesting (VRO, VROM)","1981-1986"
"10648/ed8f1d2f-103c-406d-952c-fa6424a9b7ae","Directie Rijksteun Volkshuisvesting en Huurzaken (VRO, VROM)","1981-1986"
"10648/205b1c66-cd62-46c2-b1ef-6b0ec1088268","Directie Organisatie en Bedrijfsvoering (LNV)","2009-2010"
"10648/79cd23d5-28bb-4d7f-9a8b-09318fad4146","Directie Informatiebeleid en Facilitaire Zaken (LNV)","2001-2009"
"10648/cb8bd690-0a0e-4411-8a83-aa85433628b8","Directie Personeel en Organisatie (LNV)","1994-2009"
"10648/b6f54343-133d-4465-8907-6738944c52b7","Directie Personeelszaken (LNV)","1975-1994"
"10648/dfdc2b94-629c-44c6-83bc-1cbbe69fca7e","Directie Organisatie en Efficiency (LNV)","1971-1994"
"10648/4f1bb52d-268d-403c-920d-2699c98e02fc","Facilitaire Dienst (LNV)","1994-2001"
"10648/c7dace24-a2b5-4774-9e0f-5df5675469f6","Commissie ter opvolging van de Commissie Rechtsverkeer in Oorlogstijd (Justitie)","1967-1981"
"10648/7da9e9ea-816f-4e14-a026-dde92d90c32f","Directie Materiële Zaken (LNV)","1980-1994"
"10648/445c9881-2760-4c6a-8ae9-92ad222a83a5","Directie Financiële en Materiële Zaken (LNV)","1975-1980"
"10648/94360e46-a4c5-42b2-b7cd-964a6f244e56","Directie Financieel-Economische Zaken (LNV)","1980-2010"
"10648/a700e070-9796-4e79-9984-565b0a018ef9","Dienst Bedrijfsvoering (LNV)","2009-2010"
"10648/a1ae714a-ecea-410f-837a-5ec462b8b5b3","Interdepartmentale Commissie Groeikernen en Groeisteden (VRO, VROM)","1977-1999"
"10648/32b819e8-12f3-44a1-9d64-10991385d7e4","Rijkscommissie voor de volkshuisvesting en de stadsvernieuwing (VROM)","1984-1998"
"10648/1bb07e61-bcd5-48a9-90ce-19e1f72427d1","Coördinatiecollege Waddengebied (VRO, VROM)","1980-2004"
"10648/aa9c28a7-ec0f-4507-95b3-bf3b26d7e2be","Raad voor de Ruimtelijke Ordening (VRO, VROM)","1962-1997"
"10648/5d58a4fa-16ed-477f-bdec-ecafaf1e0ba9","Auditdienst (LNV)","1975-2010"
"10648/324e31b2-6de5-4e8a-931b-79821b892006","Raad voor de Volkshuisvesting (VRO, VROM)","1962-1997"
"10648/1d77775c-ad4f-40a8-ba07-6ef69a5b7f30","Raad voor vastgoedinformatie (VROM)","1984-1995"
"10648/0e9f435d-613e-4d22-b519-96c757ced69b","Dienst ICT-Uitvoering (LNV)","2005-2010"
"10648/b091b314-d71c-40aa-8706-49aa4c5faaf5","Juridische en Bedrijfsorganisatorische Zaken (LNV)","1975-1994"
"10648/e91ffdaa-7a9a-4a02-96b3-3e5961ecf912","Dienst VROM Systeemontwikkeling en Ondersteuning (VROM)","1988-1992"
"10648/cd648bd6-31e0-4792-b75a-00945d849291","Dienst VROM Computercentrum","1988-1992"
"10648/5139925a-cf57-4a4f-acf0-fc4edc8129ad","Algemene Inspectiedienst (LNV, EZ)","1975-2012"
"10648/995912cf-93fd-4327-b05c-9554cfee2a9d","Directoraat-Generaal Landbouw en Voedselvoorziening (LNV)","1971-1993"
"10648/68ba59a4-9c2b-4523-b97b-67124c1eb7e2","Directoraat-Generaal Landelijke Gebieden en Kwaliteitszorg (LNV)","1983-1993"
"10648/98d0672e-5e9e-44b2-9355-b72ccf3ce08a","Programmeringsoverleg Ruimtelijk Onderzoek (VRO, VROM)","1981-1988"
"10648/8899e604-a178-45b2-bce1-ce0b2e3838c7","Directoraat-Generaal voor Landinrichting, Grond- en Bosbeheer (LNV)","1975-1983"
"10648/0e71217f-0fd3-43ef-8bee-cb0b2f9b8831","Directie Juridische Zaken (LNV)","1994-2010"
"10648/fe79bd09-35f7-4226-8096-b25096733c4f","Voorlopige Raad van Advies voor het onderzoek betreffende de gebouwde omgeving (VRO, VROM)","1976-1984"
"10648/ec21af05-760f-4a3a-a695-bbd53ae139a0","Dienst Regelingen (LNV, EZ)","2004-2013"
"10648/065f2637-3128-47ca-8fd9-de363682ebad","Dienst Landelijke Service bij Regelingen (LNV)","1995-2004"
"10648/269f8a5f-4062-4774-b4ca-c89b72bdd6b2","LNV-Loket (LNV)","2002-2004"
"10648/a6a5e9f0-59fd-4376-9f65-a7ac44fd5250","Bureau Heffingen (LNV)","1987-2004"
"10648/08dce6de-95e1-471a-9d60-afa97e09c183","Dienst Basisregistratie (LNV)","2001-2004"
"10648/62aec1b0-b106-4f7c-a730-ae247801fc0a","Directie Uitvoering Regelingen (LNV)","1988-1995"
"10648/fa45eb15-a015-4aea-b3c3-5885375beda7","Dienst Landelijk Gebied (LNV, EZ)","1935"
"10648/fbc3eb61-052d-4597-9578-4ea3027781d4","Directie Personenvervoerbeleid (VenW)","1975-1991"
"10648/c1f6d9fb-6ab2-441b-b142-7919efbb54c3","Directie Collectief Personenvervoer (VenW)","1992-1997"
"10648/35eb4a31-6b73-41b0-8956-f6fcf7e98d27","Individueel Personenverkeer (VenW)","1992-1997"
"10648/f77243ee-8582-4aa7-b9b7-6baf34df8b4c","Unit Aansturingsaangelegenheden (LNV)","2002-2003"
"10648/51dcc47e-7d86-44c7-a1d7-0c4d3a1ea10d","Verandercoördinatie LNV (LNV)","2003-2008"
"10648/3b4917b7-eb5d-4ee1-899f-3f7ee749a5af","Directie Agroketens en Visserij (LNV)","2009-2010"
"10648/eb1af7af-5730-41dc-b17a-b55a528e2160","Directie Nationaal en Internationaal Goederenvervoer (VenW)","1981-1987"
"10648/e856edcb-b79e-48a8-9aa1-7fc5d79e4e19","Directie Goederenvervoer 1975 -1980 (VenW)","1975-1980"
"10648/bafbe3fa-f50c-4661-a88a-c518cef61972","Hoofddirectie Scheepvaartpolitiek (VenW)","1980-1986"
"10648/3525d98b-f254-4a24-abd4-e0793f8c2a27","Hoofddirectie Scheepvaartverkeer (VenW)","1980-1986"
"10648/88ff77e4-80fc-4e88-b8cb-31c8652a774c","Directie Scheepvaartpolitiek (VenW)","1975-1986"
"10648/1baa6717-9292-4182-9ca0-263ea78a5844","Directie Goederenvervoerbeleid (VenW)","1988-1992"
"10648/a0c3a1c8-2d96-4e88-b03e-e7dd0414a687","Directie Goederenvervoer 1993 -1996 (VenW)","1993-1996"
"10648/2e117943-5343-403a-a97a-98ae17b2f69b","Directie Landbouw (LNV)","1994-2009"
"10648/962c6efa-88e9-440f-b947-6e6880359eb2","Directie Industrie en Handel (LNV)","1976-2009"
"10648/6fac53d2-b60a-4d60-98f0-76ad7caf0fd9","Directie Natuur, Landschap, Platteland (LNV)","2009-2010"
"10648/144883fb-8e79-43ae-9ae3-83246b876425","Directie Platteland (LNV)","2004-2009"
"10648/a5d92696-d39c-4f31-a759-29f8e2799ecf","Directie Natuur (LNV)","2004-2009"
"10648/fd208dc3-3409-452e-b8bf-7f894f9956fa","Directie Voedsel, Dier en Consument (LNV)","2009-2010"
"10648/407250c8-ad90-446f-a52f-51a300e6bca2","Directie Kennis en Innovatie (LNV)","2009-2010"
"10648/3307db87-95da-4ac2-b8d7-f1164ff4a794","Directie Internationaal Vervoersbeleid (VenW)","1975-1980"
"10648/44b29a0a-6c59-419c-9a14-d548bb708f0e","Directie Nautische en Technische Zaken (VenW)","1975-1986"
"10648/fff0639b-101d-4b89-bcfa-7206ca378a92","Rijksdienst voor het Wegverkeer (VenW)","1975-1995"
"10648/23739048-6029-4c68-a283-9bf00cc15cd8","Directie Kennis (LNV)","2005-2009"
"10648/f1ca6893-51f0-43ef-948d-d14008621713","Directie Wetenschap en Technologie (LNV)","1989-1995"
"10648/7b74ff27-0dc1-4a19-a440-e360574b3476","Expertisecentrum LNV (LNV)","2000-2005"
"10648/c8a4dffb-bed5-40ec-9238-0a3531d37a8a","Directie Strategie en Programmering Integraal Verkeer en Vervoer (VenW)","1994-1996"
"10648/77eff86f-b774-4bf6-8342-7f41da41bfee","Directie Landbouwkundig Onderzoek (LNV)","1968-1989"
"10648/feeb9047-878a-4a5d-baa9-d9400038fbbc","Hoofddirectie van de Waterstaat (VenW)","1967-1997"
"10648/88a6b9c7-e97f-4f69-bc8d-0fba8057c57e","Dienst Landbouwkundig Onderzoek (LNV)","1989-1997"
"10648/77685e7c-8357-49c0-9bd5-3ea8f1ff4d6b","Kustwachtcentrum (VenW, Defensie)","1987-1995"
"10648/e3aed609-d27e-46e7-8e4c-eb1040f15c9f","Projectdirectie Toezicht Netwerken en Diensten (VenW)","1995-1998"
"10648/206321ad-38d1-4e22-b819-8ef2a21f06cc","Directie Beleidszaken (VenW)","1989-1998"
"10648/7c826cda-4e1c-45de-927e-1810e833d7de","Directie Operationele Zaken (VenW)","1989-1995"
"10648/22d222ec-54b8-4e53-b02f-e323dafc179b","Directie Voedselkwaliteit en Diergezondheid (LNV)","1998-2009"
"10648/8b9c93b3-6cb6-4231-b171-80f81c5933cc","Directie Stafafdeling (VenW)","1975-1977"
"10648/adbac898-4baf-4457-9cfe-6e60177a086a","Regie Verkeer en Vervoer (VenW)","1989-1994"
"10648/b5f114ff-81ba-49cd-ae80-91c82fd87213","Directie Verkeersveiligheid (VenW)","1975-1988"
"10648/9032fe56-7d27-4c42-8d72-f3ed4b02db5a","Directie Milieu, Kwaliteit en Gezondheid (LNV)","1994-1998"
"10648/cc8233f5-d1dc-49d6-84a0-595ae7fcb80e","Directie Milieu, Kwaliteit en Voeding (LNV)","1990-1994"
"10648/42f28918-e3a4-476d-952c-55b079152438","Directie Voedings- en Kwaliteitsaangelegenheden (LNV)","1978-1990"
"10648/11036794-2155-4aed-a150-a6d7cb05513f","Directie Algemene Zaken DGL (VenW)","1978-1988"
"10648/42c17440-0e2d-42dc-b562-443d9af79fe2","Directie Politieke, Juridische en Economische Zaken (VenW)","1975-1977"
"10648/d0fe67d8-10a8-4eb5-8273-52956651ddc3","Directie luchtvaarttereinen (VenW)","1975-1987"
"10648/ce32d886-aa98-42ba-891c-1aa24269d44c","Directie Luchtvaartinspectie (VenW)","1975-1999"
"10648/07b71bd0-61d8-4322-b653-f9bb793ef479","Directie Luchtverkeersbeveiliging (VenW)","1975-1992"
"10648/09d14bcd-c1d7-4bbc-9e3a-7ecdcbc6987d","Rijksluchtvaartschool (VenW)","1975-1993"
"10648/1508aab7-e5ea-43cf-9706-f3bf0fea9bbc","Veterinaire Dienst (LNV)","1975-1994"
"10648/cc3309c3-5f75-46a6-9bc3-2ee4e5044d5b","Directie Natuur-, Milieu- en Faunabeheer (LNV)","1984-1990"
"10648/9b3fa139-ce43-4c75-88db-f3dc2eba1aa0","Directie Faunabeheer (LNV)","1975-1984"
"10648/516e094e-9178-45c0-8a42-34b351328d26","Commissie Vervoervergunningen (VenW)","1975"
"10648/9048ff94-9602-46a1-a052-3b63c373e604","Rijksdienst voor de Ijsselmeerpolders (VenW)","1962-1988"
"10648/7364b29d-51e4-4115-8163-34838332b246","Directie Agrarische Produktie, Verwerking en Afzet (LNV)","1971-1976"
"10648/7b6e1dff-233c-49a7-9cd9-957f898b2265","Directie Marktordeningsvraagstukken (LNV)","1970-1989"
"10648/49c2e1e8-5e97-4a65-b608-c63e26b9d4bb","Directie Internationale Agrarische Aangelegenheden en Marktordeningsvraagstukken (LNV)","1989-1995"
"10648/ceb6e2b7-e77c-48aa-9120-89372a164d0b","Directie Internationale Zaken (LNV)","1995-2010"
"10648/1b2f1365-fbfe-48d5-a86d-088f49e1725f","Staatsvissershavenbedrijf (VenW)","1975-1989"
"10648/887e19b2-21ca-4548-b5f7-6f8f211207d9","Directie Bedrijfsstructurele Aangelegenheden (LNV)","1976-1984"
"10648/3a8a9b68-62ff-4714-ac7d-aa5bf32382e3","Directie Internationale Economische Aangelegenheden (LNV)","1975-1989"
"10648/2271e5b6-c37c-41f6-9314-037dc3c9c689","Directie Natuurbeheer (LNV)","1994-2004"
"10648/39cceaca-2325-43c1-999d-6b4a61cb92ff","Directie Natuur, Bos, Landschap en Fauna (LNV)","1990-1994"
"10648/1a4982ed-6d2b-4f27-af5c-6c8e00151fe7","Directie Groene Ruimte en Recreatie (LNV)","1994-2004"
"10648/e7535ab7-484c-4be4-88b5-c82e796c5df8","Directie Regionale Zaken (LNV)","2004-2010"
"10648/d1f4856f-7d43-4253-8bb6-7912a6479f83","Regionale Beleidsdirecties (LNV)","1994-2003"
"10648/5de180f5-29b9-4448-96b8-71e79b9792aa","Provinciaal Apparaat (LNV)","1975-1994"
"10648/b749bdf0-4fd4-47ec-aa8d-ab0d1b2ac93e","Juridische en Bestuurlijke Zaken (VenW)","1988-1992"
"10648/97e62df3-dda7-461f-8850-f258c89aaadb","Directie Beheer Landbouwgronden (LNV)","1975-1995"
"10648/de891991-61aa-4b5e-a61b-0efc5d60e788","Directie Ontwikkelingssamenwerking Landbouw (LNV)","1968-1995"
"10648/4db528bc-f531-406b-b8fe-1b649ec19c0b","Infrastructuurbeleid (VenW)","1997-1998"
"10648/422b5954-5b28-48f4-837f-984078d419c3","Directie Verkeersveiligheid en Voertuig (VenW)","1997-1998"
"10648/fe137440-50ef-4591-b8b7-a3d14eb91da1","Directie Akker- en Tuinbouw (LNV)","1976-1994"
"10648/b9de47f8-01b2-4b71-b7c5-b6569fb009a7","Directie Veehouderij en Zuivel (LNV)","1976-1994"
"10648/fff528f5-5e38-4566-9f3b-f8c6631662f0","Directie Bureau (VenW)","1989-1992"
"10648/6e0d6037-0e44-4b9c-a356-0d58fd979980","Bedrijfseconomische Zaken, Planning en Informatievoorziening (VenW)","1989-1992"
"10648/d422eb20-35c5-4b51-8b81-ab551c66e598","Personeelszaken en Organisatie DGL (VenW)","1989-1992"
"10648/7519167c-bdee-4852-a461-bfec41854470","Hoofddirectie Natuurbehoud en Openluchtrecreatie (CRM, LNV)","1972-1984"
"10648/a8f90a7f-a98e-48d0-96ef-e30808016b3d","Directie Openluchtrecreatie (LNV)","1984-1994"
"10648/76e1aa2d-1401-4390-b890-890c0bedb841","Directie Algemene Zaken, Milieu en Planologie (LNV)","1971-1985"
"10648/0bccf9fe-615c-4887-9546-fba66aecf185","Stafbureau Landelijke Gebieden en Kwaliteitszorg (LNV)","1985-1993"
"10648/21f381ec-1b87-40d0-be45-ae94efb8619e","Directie Landbouwonderwijs (LNV)","1957-1995"
"10648/79f55e1d-5e14-4689-b3ea-0e20c219271c","Directie Wetenschap en Kennisoverdracht (LNV)","1995-2005"
"10648/1b763db1-ab1b-4a7a-aa82-9ca9f0ea0bdf","Directie Vervoer en Infrastructuur (VenW)","1988-2000"
"10648/b2ef552f-24b0-42a4-9435-f723175f4bcf","Directie Luchtvaart Beleid (VenW)","2000-2004"
"10648/4f42e221-3bb8-408b-a26f-0d7f68b407c7","Staatsbosbeheer (LNV, EZ)","1998"
"10648/4600d254-a5b0-4b6e-86f2-43e9ebbd2d1e","Staatsbosbeheer (LNV)","1899-1998"
"10648/695e80bb-83a8-49a0-a6e7-f860ffc38402","Plantenziektenkundige Dienst (LNV, EZ)","1899-2012"
"10648/719576b7-025d-492d-a7e9-0245a75eb433","Chief Veterinary Officer (LNV)","1994-1998"
"10648/944e3bbe-fa1f-4703-bc93-9a937d5f43cf","Agrarische Opleidingscentra (LNV, EZ)","1990"
"10648/e4a5d537-81b9-4cea-8457-3af3b1826051","Wegbouwkundige Dienst (VenW)","1927-1984"
"10648/bfd51d59-5269-40b5-80e3-7826b7c579b9","Bureau Beheer Landbouwgronden (LNV, EZ)","1946"
"10648/f936ec69-c3fc-4691-843d-1dee48345efd","Dienst Verkeerskunde (VenW)","1971-1993"
"10648/08b1b29b-5385-4289-853e-c72790c89b45","College Toelating Gewasbeschermingsmiddelen en Biociden (LNV, EZ)","1993"
"10648/32ef2fbf-d4d3-4a31-88ee-cbd2aa33e25f","Commissie Toelating Bestrijdingsmiddelen (LNV)","1985-1992"
"10648/1290e7d4-fb93-42bb-9bef-38afa91469fe","Commissie voor Fytofarmacie (LNV)","1953-1985"
"10648/b76f2352-17bf-4e20-a42e-141dc64b28e1","Dienst Getijdewateren (VenW)","1985-1992"
"10648/876c7a2c-0fa0-4766-9bac-673ba800013a","Stichting Nationaal Lucht- en Ruimtevaartlaboratorium (VenW)","1975-1993"
"10648/562c6317-7212-4289-8473-be407db42202","Commissie van advies omtrent de geschiktheid als scheepsvrachter (VenW)","1959-1993"
"10648/6fe6520f-dcd7-4777-b32c-c5b956f9eb6a","Faunafonds (LNV, EZ)","1998"
"10648/5df60043-e63e-4dcf-ac14-02104e5f977d","Technische Commissie Grondwaterbeheer (VenW)","1987-2003"
"10648/83498e04-11ac-436a-9f32-f5a27deb2466","Hogere Agrarische Onderwijsinstellingen (LNV, EZ)","1957"
"10648/c1447d7d-ecf0-43aa-98da-8321c55ea193","Commissie van Advies arbeids- en rusttijden zeescheepvaart (VenW)","1973-1997"
