"cbsId", "cbsName", "cbsComment"
"GM0457", "Weesp", "Begindatum voor 1830"
"GM0870", "Werkendam", "Gemeentelijke herindeling per 01-01-1997. <br>Begindatum voor 1830"
"GM0668", "West Maas en Waal", "Naamswijziging per 01-07-1985"
"GM1701", "Westerveld", "Ontstaan per 01-01-1998"
"GM0293", "Westervoort", "Begindatum voor 1830"
"GM1783", "Westland", "Ontstaan per 01-01-2004"
"GM0098", "Weststellingwerf", "Begindatum voor 1830"
"GM0614", "Westvoorne", "Ontstaan per 01-01-1980"
"GM0189", "Wierden", "Begindatum voor 1830"
"GM0296", "Wijchen", "Begindatum voor 1830"
"GM1696", "Wijdemeren", "Ontstaan per 01-01-2002"
"GM0352", "Wijk bij Duurstede", "Gemeentelijke herindeling per 01-01-1996. <br>Begindatum voor 1830"
"GM0053", "Winsum", "Begindatum voor 1830"
"GM0294", "Winterswijk", "Begindatum voor 1830"
"GM0873", "Woensdrecht", "Gemeentelijke herindeling per 01-01-1997. <br>Begindatum voor 1830"
"GM0632", "Woerden", "Gemeentelijke herindeling per 01-01-2001. <br>Provinciale wijziging per 01-01-1989. <br>Begindatum voor 1830"
"GM1690", "De Wolden", "Ontstaan per 01-01-1998"
"GM0880", "Wormerland", "Ontstaan per 01-01-1991"
"GM0351", "Woudenberg", "Begindatum voor 1830"
"GM0874", "Woudrichem", "Begindatum voor 1830"
"GM0479", "Zaanstad", "Ontstaan per 01-01-1974"
"GM0297", "Zaltbommel", "Gemeentelijke herindeling per 01-01-1999. <br>Begindatum voor 1830"
"GM0473", "Zandvoort", "Begindatum voor 1830"
"GM0707", "Zederik", "Ontstaan per 01-01-1986"
"GM0478", "Zeevang", "Ontstaan per 01-08-1970"
"GM0050", "Zeewolde", "Ontstaan per 01-01-1984"
"GM0355", "Zeist", "Begindatum voor 1830"
"GM0299", "Zevenaar", "Gemeentelijke herindeling per 01-01-2005. <br>Begindatum voor 1830"
"GM0476", "Zijpe", "Opgeheven per 01-01-2013. <br>Begindatum voor 1830"
"GM0637", "Zoetermeer", "Begindatum voor 1830"
"GM0638", "Zoeterwoude", "Begindatum voor 1830"
"GM0056", "Zuidhorn", "Begindatum voor 1830"
"GM1892", "Zuidplas", "Ontstaan per 01-01-2010"
"GM0879", "Zundert", "Gemeentelijke herindeling per 01-01-1997. <br>Begindatum voor 1830"
"GM0301", "Zutphen", "Gemeentelijke herindeling per 01-01-2005. <br>Begindatum voor 1830"
"GM1896", "Zwartewaterland", "Ontstaan per 01-01-2001"
"GM0642", "Zwijndrecht", "Gemeentelijke herindeling per 01-01-2003. <br>Begindatum voor 1830"
"GM0193", "Zwolle", "Begindatum voor 1830"
"GM1924", "Goeree-Overflakkee", "Ontstaan per 01-01-2013"
"GM1927", "Molenwaard", "Ontstaan per 01-01-2013"
"GM0363", "Amsterdam", "Begindatum voor 1830"
"GM1921", "De Friese Meren", "Gemeentelijke herindeling per 01-01-2014. <br>Ontstaan per 01-01-2014"
"GM0599", "Rotterdam", "Begindatum voor 1830"
"GM1931", "Krimpenerwaard", "Gemeentelijke herindeling per 01-01-2015. <br>Ontstaan per 01-01-2015"
"GM1930", "Nissewaard", "Gemeentelijke herindeling per 01-01-2015. <br>Ontstaan per 01-01-2015"
"GM0305", "Abcoude", "Opgeheven per 01-01-2011. <br>Ontstaan per 01-05-1941"
"GM0363S02", "Amsterdam - Stadsdeel Westerpark", ""
"GM0363S03", "Amsterdam - Stadsdeel Slotervaart", ""
"GM0363S05", "Amsterdam - Stadsdeel Osdorp", ""
"GM0363S08", "Amsterdam - Stadsdeel Oud-West", ""
"GM0363S11", "Amsterdam - Stadsdeel Bos en Lommer", ""
"GM0363S12", "Amsterdam - Stadsdeel de Baarsjes", ""
"GM0363S13", "Amsterdam - sd Geuzenveld-Slotermeer", "sd = stadsdeel"
"GM0363S16", "Amsterdam - Stadsdeel Zeeburg", ""
"GM0363S18", "Amsterdam - Stadsdeel Oud-Zuid", ""
"GM0363S57", "Amsterdam - Stadsdeel Zuideramstel", ""
"GM0363S62", "Amsterdam - sd Oost-Watergraafsmeer", "sd = stadsdeel"
"GM0364", "Andijk", "Opgeheven per 01-01-2011. <br>Begindatum voor 1830"
"GM0366", "Anna Paulowna", "Opgeheven per 01-01-2012. <br>Begindatum 18-07-1870"
"GM0497", "Bodegraven", "Opgeheven per 01-01-2011. <br>Begindatum voor 1830"
"GM0064", "Bolsward", "Opgeheven per 01-01-2011. <br>Begindatum voor 1830"
"GM0311", "Breukelen", "Opgeheven per 01-01-2011. <br>Ontstaan per 01-01-1949"
"GM0905", "Eijsden", "Opgeheven per 01-01-2011. <br>Begindatum 02-01-1839"
"GM0808", "Lith", "Opgeheven per 01-01-2011. <br>Begindatum voor 1830"
"GM0329", "Loenen", "Opgeheven per 01-01-2011. <br>Begindatum voor 1830"
"GM0333", "Maarssen", "Opgeheven per 01-01-2011. <br>Begindatum voor 1830"
"GM0936", "Margraten", "Opgeheven per 01-01-2011. <br>Begindatum 02-01-1839"
"GM0083", "Menaldumadeel", "Naamswijziging per 01-01-2011. <br>Begindatum voor 1830"
"GM0412", "Niedorp", "Opgeheven per 01-01-2012. <br>Ontstaan per 01-08-1970"
"GM0104", "Nijefurd", "Opgeheven per 01-01-2011. <br>Ontstaan per 01-01-1984"
"GM0595", "Reeuwijk", "Opgeheven per 01-01-2011. <br>Begindatum voor 1830"
"GM0600", "Rozenburg", "Opgeheven per 18-03-2010. <br>Begindatum voor 1830"
"GM0091", "Sneek", "Opgeheven per 01-01-2011. <br>Begindatum voor 1830"
"GM0459", "Wervershoof", "Opgeheven per 01-01-2011. <br>Begindatum voor 1830"
"GM0462", "Wieringen", "Opgeheven per 01-01-2012. <br>Begindatum voor 1830"
"GM0463", "Wieringermeer", "Opgeheven per 01-01-2012. <br>Ontstaan per 01-01-1938"
"GM0710", "Wûnseradiel", "Opgeheven per 01-01-2011. <br>Naamswijziging per 01-01-1987"
"GM0683", "Wymbritseradiel", "Opgeheven per 01-01-2011. <br>Naamswijziging per 01-01-1986"
"PV20", "Groningen (PV)", "PV = Provincie. <br>. <br>Bestuurlijke onderverdeling van het Nederlands grondgebied. Sinds het instellen van de provincie Flevoland per 1 januari 1986 telt Nederland 12 provincies."
"PV21", "Friesland (PV)", "PV = Provincie. <br>. <br>Bestuurlijke onderverdeling van het Nederlands grondgebied. Sinds het instellen van de provincie Flevoland per 1 januari 1986 telt Nederland 12 provincies."
"PV22", "Drenthe (PV)", "PV = Provincie. <br>. <br>Bestuurlijke onderverdeling van het Nederlands grondgebied. Sinds het instellen van de provincie Flevoland per 1 januari 1986 telt Nederland 12 provincies."
"PV23", "Overijssel (PV)", "PV = Provincie. <br>. <br>Bestuurlijke onderverdeling van het Nederlands grondgebied. Sinds het instellen van de provincie Flevoland per 1 januari 1986 telt Nederland 12 provincies."
"PV24", "Flevoland (PV)", "PV = Provincie. <br>. <br>Bestuurlijke onderverdeling van het Nederlands grondgebied. Sinds het instellen van de provincie Flevoland per 1 januari 1986 telt Nederland 12 provincies."
"PV25", "Gelderland (PV)", "PV = Provincie. <br>. <br>Bestuurlijke onderverdeling van het Nederlands grondgebied. Sinds het instellen van de provincie Flevoland per 1 januari 1986 telt Nederland 12 provincies."
"PV26", "Utrecht (PV)", "PV = Provincie. <br>. <br>Bestuurlijke onderverdeling van het Nederlands grondgebied. Sinds het instellen van de provincie Flevoland per 1 januari 1986 telt Nederland 12 provincies."
"PV27", "Noord-Holland (PV)", "PV = Provincie. <br>. <br>Bestuurlijke onderverdeling van het Nederlands grondgebied. Sinds het instellen van de provincie Flevoland per 1 januari 1986 telt Nederland 12 provincies."
"PV28", "Zuid-Holland (PV)", "PV = Provincie. <br>. <br>Bestuurlijke onderverdeling van het Nederlands grondgebied. Sinds het instellen van de provincie Flevoland per 1 januari 1986 telt Nederland 12 provincies."
"PV29", "Zeeland (PV)", "PV = Provincie. <br>. <br>Bestuurlijke onderverdeling van het Nederlands grondgebied. Sinds het instellen van de provincie Flevoland per 1 januari 1986 telt Nederland 12 provincies."
"PV30", "Noord-Brabant (PV)", "PV = Provincie. <br>. <br>Bestuurlijke onderverdeling van het Nederlands grondgebied. Sinds het instellen van de provincie Flevoland per 1 januari 1986 telt Nederland 12 provincies."
"PV31", "Limburg (PV)", "PV = Provincie. <br>. <br>Bestuurlijke onderverdeling van het Nederlands grondgebied. Sinds het instellen van de provincie Flevoland per 1 januari 1986 telt Nederland 12 provincies."
"WS01", "Waterschap Groot Salland", "Waterschap Groot Salland"
"WS02", "Waterschap Rijn en IJssel", "Waterschap Rijn en IJssel"
"WS03", "Waterschap Veluwe", "Waterschap Veluwe"
"WS04", "Waterschap Vallei En Eem", "Waterschap Vallei En Eem"
"WS05", "Hoogheemraadschap Amstel, Gooi en Vecht", "Hoogheemraadschap Amstel, Gooi en Vecht"
"WS06", "Waterschap Regge En Dinkel", "Waterschap Regge En Dinkel"
"WS07", "Hoogheemraadschap van Delfland", "Hoogheemraadschap van Delfland"
"WS08", "Waterschap Zeeuwsch Vlaanderen", "Waterschap Zeeuwsch Vlaanderen"
"WS09", "Waterschap Zeeuwse Eilanden", "Waterschap Zeeuwse Eilanden"
"WS10", "Waterschap De Dommel", "Waterschap De Dommel"
"WS11", "Waterschap Roer en Overmaas", "Waterschap Roer en Overmaas"
"WS12", "Hoogheemraadschap van Rijnland", "Hoogheemraadschap van Rijnland"
"WS13", "Waterschap Rivierenland", "Waterschap Rivierenland"
"WS14", "Hoogheemraadschap De Stichtse Rijnlanden", "Hoogheemraadschap De Stichtse Rijnlanden"
"WS15", "Waterschap Peel en Maasvallei", "Waterschap Peel en Maasvallei"
"WS16", "Waterschap Hunze en Aa's", "Waterschap Hunze en Aa's"
"WS17", "Waterschap Noorderzijlvest", "Waterschap Noorderzijlvest"
"WS18", "Waterschap Reest en Wieden", "Waterschap Reest en Wieden"
"WS19", "Waterschap Velt En Vecht", "Waterschap Velt En Vecht"
"WS20", "Waterschap Zuiderzeeland", "Waterschap Zuiderzeeland"
"WS21", "Hhs Hollands Noorderkwartier", "Hoogheemraadschap Hollands Noorderkwartier."
"WS22", "Waterschap Brabantse Delta", "Waterschap Brabantse Delta"
"WS23", "Wetterskip Fryslân", "Wetterskip Fryslân"
"WS24", "Waterschap Aa en Maas", "Waterschap Aa en Maas"
"WS25", "Waterschap Hollandse Delta", "Waterschap Hollandse Delta"
"WS26", "Hhs van Schieland en Krimpenerwaard", "Hoogheemraadschap van Schieland en Krimpenerwaard"
"WS27", "Waterschap Scheldestromen", "Waterschap Scheldestromen"
"WS28", "Waterschap Vallei en Veluwe", "Waterschap Vallei en Veluwe"
"WS29", "Waterschap Vechtstromen", "Waterschap Vechtstromen"
"GR0001", "Stadsregio Amsterdam", "Stadsregio Amsterdam"
"GR0005", "Regio Twente", "Regio Twente"
"GR0006", "Gewest Gooi En Vechtstreek", "Gewest Gooi En Vechtstreek"
"GR0010", "Stadsgewest Haaglanden", "Stadsgewest Haaglanden"
"GR0011", "Intergem Samenwerkingsorgaan Midden Ho..", "Intergem Samenwerkingsorgaan Midden Holland"
"GR0015", "Stadsregio Rotterdam", "Stadsregio Rotterdam"
"GR0022", "Bestuur Regio Utrecht", "Bestuur Regio Utrecht"
"GR0024", "Regio Noord Veluwe", "Regio Noord Veluwe"
"GR0026", "Regio Rivierenland", "Regio Rivierenland"
"GR0028", "Servicebureau Gemeenten", "Servicebureau Gemeenten"
"GR0030", "Regio Zuid-Holland Zuid", "Regio Zuid-Holland Zuid"
"GR0039", "Samenwerkingsverband Regio Eindhoven", "Samenwerkingsverband Regio Eindhoven"
"GR0233", "WEDEKA", "WEDEKA"
"GR0234", "Synergon", "Synergon"
"GR0240", "Alescon", "Alescon"
"GR0241", "Werkvoorzieningsschap Reestmond", "Werkvoorzieningsschap Reestmond"
"GR0245", "GR Sociaal Werkleerbedrijf Midden Twente", "GR Sociaal Werkleerbedrijf Midden Twente"
"GR0249", "Werkvoorziening Zwolle Eo", "Werkvoorziening Zwolle Eo"
"GR0250", "Hamelandgroep", "Hamelandgroep"
"GR0251", "Presikhaaf Bedrijven", "Presikhaaf Bedrijven"
"GR0252", "Lander", "Lander"
"GR0253", "Felua Groep", "Felua Groep"
"GR0254", "Permar", "Permar"
"GR0255", "Werkvoorzieningsschap De Oude IJsselst..", "Werkvoorzieningsschap De Oude IJsselst.."
"GR0256", "Werkvoorzieningsschap Nijmegen Eo (Bre..", "Werkvoorzieningsschap Nijmegen Eo (Breed)"
"GR0257", "Delta", "Delta"
"GR0258", "Rwa Bedrijven", "Rwa Bedrijven"
"GR0262", "Tomingroep", "Tomingroep"
"GR0263", "Wnk Bedrijven", "Wnk Bedrijven"
"GR0266", "WerkSaam Westfriesland", "WerkSaam Westfriesland"
"GR0267", "Werkvoorzieningsschap Zuid- Kennemerland", "Werkvoorzieningsschap Zuid- Kennemerland"
"GR0273", "Dienst Sociale Werkvoorziening Rijswij..", "Dienst Sociale Werkvoorziening Rijswijk E O"
"GR0281", "Léte", "Léte"
"GR0282", "Sociaal Werkvoorzieningsschap Dethon", "Sociaal Werkvoorzieningsschap Dethon"
"GR0283", "Werkbedrijf Midden-Langstraat", "Werkbedrijf Midden-Langstraat"
"GR0284", "Wvs groep", "Wvs groep"
"GR0287", "Werkvoorzieningsschap Noord Limburg West", "Werkvoorzieningsschap Noord Limburg West"
"GR0292", "Werkvoorzieningschap De Dommel  (WSD)", "Werkvoorzieningschap De Dommel  (WSD)"
"GR0293", "Emco-Groep", "Emco-Groep"
"GR0296", "Sociale Werkvoorziening Fryslan", "Sociale Werkvoorziening Fryslan"
"GR0298", "Drechtwerk", "Drechtwerk"
"GR0299", "Regeling WVK-groep", "Regeling WVK-groep"
"GR0316", "Afvalbeheer Regio Centraal Groningen", "Afvalbeheer Regio Centraal Groningen"
"GR0328", "Openbaar Lichaam Afvalstoffenverwijder..", "Openbaar Lichaam Afvalstoffenverwijdering"
"GR0329", "Afvalverwijdering Utrecht", "Afvalverwijdering Utrecht"
"GR0335", "DCMR Milieudienst Rijnmond", "DCMR Milieudienst Rijnmond"
"GR0400", "Stadsregio Arnhem Nijmegen", "Stadsregio Arnhem Nijmegen"
"GR0401", "GR Veiligheid & Gezondheidsregio Groni..", "GR Veiligheid & Gezondheidsregio Groningen"
"GR0412", "Reinigingsdiensten RD4", "Reinigingsdiensten RD4"
"GR0413", "Samenwerkingsverband Ypenburg", "Samenwerkingsverband Ypenburg"
"GR0421", "Baanstede", "Baanstede"
"GR0425", "Gem. Reg. Samenwerkingsverband Noord-N..", "Gem. Reg. Samenwerkingsverband Noord-Nederland"
"GR0435", "Dienst Sociale Zaken En Werkgel. Noard..", "Dienst Sociale Zaken En Werkgelegenheid Noardwest Fryslan"
"GR0442", "GGD Hart voor Brabant", "GGD Hart voor Brabant"
"GR0446", "Werkvoorzieningsschap Fryslân-West", "Werkvoorzieningsschap Fryslân-West"
"GR0448", "Atlant Groep", "Atlant Groep"
"GR0458", "Ontwikkelingsmaatschappij Midden-IJsse..", "Ontwikkelingsmaatschappij Midden-IJsselmonde"
"GR0462", "Regionale sociale dienst Alblasserwaar..", "Regionale sociale dienst Alblasserwaard-oost/Vijfheerenlanden"
"GR0466", "Sociale Werkvoorziening Alpen a/d Rijn..", "Sociale Werkvoorziening Alpen a/d Rijn.."
"GR0471", "GGD Flevoland", "GGD Flevoland"
"GR0472", "Westrom", "Westrom"
"GR0476", "Veiligheids- en Gezondheidsregio Gelde..", "Veiligheids- en Gezondheidsregio Gelderland"
"GR0485", "GROGZ West Brabant", "GROGZ West Brabant"
"GR0487", "ISD Zuidwest-Fryslân", "ISD Zuidwest-Fryslân"
"GR0494", "Veiligheidsregio Noord Holland Noord", "Veiligheidsregio Noord Holland Noord"
"GR0506", "Diamantgroep", "Diamantgroep"
"GR0508", "Zeeland Seaports", "Zeeland Seaports"
"GR0510", "Werkvoorzieningsschap Regio Eindhoven ..", "Werkvoorzieningsschap Regio Eindhoven .."
"GR0516", "RSD Kromme Rijn - Heuvelrug", "RSD Kromme Rijn - Heuvelrug"
"GR0520", "GGD Zuid Limburg", "GGD Zuid Limburg"
"GR0528", "Intergemeentelijke Sociale Dienst Midd..", "Intergemeentelijke Sociale Dienst Midden Langstraat"
"GR0533", "Werkvoorzieningsschap Centr. Overijsse..", "Werkvoorzieningsschap Centr. Overijsse.."
"GR0539", "GR Promen", "GR Promen"
"GR0542", "Werkvoorzieningsschap Oostelijk Zuid-L..", "Werkvoorzieningsschap Oostelijk Zuid-Limburg"
"GR0587", "OV-Bureau Groningen Drenthe", "OV-Bureau Groningen Drenthe"
"GR0588", "Veiligheidsregio Utrecht", "Veiligheidsregio Utrecht"
"GR0594", "ISD Noordoost", "ISD Noordoost"
"GR0604", "ISD Oldambt", "ISD Oldambt"
"GR0613", "ISD Kop van Noord Holland", "ISD Kop van Noord Holland"
"GR0615", "ISD Brunssum Onderbanken Landgraaf (IS..", "ISD Brunssum Onderbanken Landgraaf (ISD BOL)"
"GR0617", "Veiligheidsregio Rotterdam-Rijnmond", "Veiligheidsregio Rotterdam-Rijnmond"
"GR0620", "ISD Aa en Hunze Assen Tynaarlo", "ISD Aa en Hunze Assen Tynaarlo"
"GR0621", "Gemeenschappelijke Regeling De Drechts..", "Gemeenschappelijke Regeling De Drechtsteden"
"GR0622", "Sociale Dienst Walcheren", "Sociale Dienst Walcheren"
"GR0624", "Veiligheidsregio Zaanstreek-Waterland", "Veiligheidsregio Zaanstreek-Waterland"
"GR0636", "Veiligheidsregio Amsterdam Amstelland", "Veiligheidsregio Amsterdam Amstelland"
"GR0640", "Veiligheidsregio Kennemerland", "Veiligheidsregio Kennemerland"
"GR0644", "Veiligheidsregio Limburg Noord", "Veiligheidsregio Limburg Noord"
"GR0044", "Veiligheidsregio Haaglanden", "Veiligheidsregio Haaglanden"
"GR0639", "Veiligheidsregio Zuidoost-Brabant", "Veiligheidsregio Zuidoost-Brabant"
"GR0660", "Veiligheidsregio Zuid-Holland Zuid", "Veiligheidsregio Zuid-Holland Zuid"
"GR0662", "De Kompanjie", "De Kompanjie"
"GR0663", "Werkorganisatie DEAL-Gemeenten", "Werkorganisatie DEAL-Gemeenten"
"GR0669", "Omgevingsdienst Zuid-Holland Zuid", "Omgevingsdienst Zuid-Holland Zuid"
"GR0076", "Brandweer Zuid Limburg", "Brandweer Zuid Limburg"
"GR0084", "Groningen Seaports", "Groningen Seaports"
"GR0358", "GGD Brabant Zuidoost", "GGD Brabant Zuidoost"
"GR0440", "Sociale Werkvoorziening Zeist", "Sociale Werkvoorziening Zeist"
"GR0447", "Avalex Regionaal Reinigingsbedrijf", "Avalex Regionaal Reinigingsbedrijf"
"GR0460", "Veiligheidsregio Fryslân", "Veiligheidsregio Fryslân"
"GR0461", "Intergem. Sociale Dienst Bollenstreek", "Intergem. Sociale Dienst Bollenstreek"
"GR0511", "Werkvoorzieningschap Noordoost-Brabant", "Werkvoorzieningschap Noordoost-Brabant"
"GR0518", "Veiligheidsregio Gelderland Zuid", "Veiligheidsregio Gelderland Zuid"
"GR0522", "Regionale Dienst Openbare Gezondheidsz..", "Regionale Dienst Openbare Gezondheidszorg Hollands Midden (RDOG)"
"GR0526", "Grondbank RZG Zuidplas", "Grondbank RZG Zuidplas"
"GR0544", "Vixia", "Vixia"
"GR0682", "GR Samenwerking De Liemers", "GR Samenwerking De Liemers"
"GR0695", "Baanbrekers", "Baanbrekers"
"GR0698", "AQUON", "AQUON"
"GR0700", "Omgevingsdienst Haaglanden", "Omgevingsdienst Haaglanden"
"GR0701", "Bestuursdienst Ommen-Hardenberg", "Bestuursdienst Ommen-Hardenberg"
"GR0702", "Waddenfonds", "Waddenfonds"
"GR0703", "Orionis Walcheren", "Orionis Walcheren"
"GR0710", "RDWI Kromme Rijn Heuvelrug", "RDWI Kromme Rijn Heuvelrug"
"GR0066", "Veiligheidsregio Brabant-Noord", "Veiligheidsregio Brabant-Noord"
"GR0098", "Havenschap Moerdijk", "Havenschap Moerdijk"
"GR0137", "Samenwerkingsverband Welzijnzorg Ooste..", "Samenwerkingsverband Welzijnzorg Oosterschelde Regio"
"GR0244", "Sallcon GR", "Sallcon GR"
"GR0264", "IJmond Werkt!", "IJmond Werkt!"
"GR0270", "Werkvoorzieningsschap Avelingen Groep", "Werkvoorzieningsschap Avelingen Groep"
"GR0285", "Werkvoorzieningschap Aanvullende Arbei..", "Werkvoorzieningschap Aanvullende Arbeid Venlo Eo"
"GR0340", "GGD Hollands Noorden", "GGD Hollands Noorden"
"GR0444", "GGD Midden-Nederland", "GGD Midden-Nederland"
"GR0497", "Veiligheidsregio Midden en West-Brabant", "Veiligheidsregio Midden en West-Brabant"
"GR0525", "Veiligheidsregio Noord- en Oost-Gelder..", "Veiligheidsregio Noord- en Oost-Gelderland"
"GR0552", "Gezamelijke Brandweer", "Gezamelijke Brandweer"
"GR0579", "ISD Veluwerand", "ISD Veluwerand"
"GR0605", "ISD Optimisd", "ISD Optimisd"
"GR0638", "Veiligheidsregio Flevoland", "Veiligheidsregio Flevoland"
"GR0645", "Sociale Dienst Oost Achterhoek", "Sociale Dienst Oost Achterhoek"
"GR0666", "GR Het Plein", "GR Het Plein"
"GR0676", "Veiligheidsregio Hollands Midden", "Veiligheidsregio Hollands Midden"
"GR0681", "Werk-/Leerbedrijf NoardEast Fryslân (N..", "Werk-/Leerbedrijf NoardEast Fryslân (N.."
"GR0705", "Noaberkracht Dinkelland Tubbergen", "Noaberkracht Dinkelland Tubbergen"
"GR0708", "RAV Brabant Midden-West-Noord", "RAV Brabant Midden-West-Noord"
"GR0712", "Omgevingsdienst Midden en West-Brabant", "Omgevingsdienst Midden en West-Brabant"
"GR0713", "Omgevingsdienst Midden-Holland", "Omgevingsdienst Midden-Holland"
"GR0714", "Werkorganisatie Duivenvoorde", "Werkorganisatie Duivenvoorde"
"GR0828", "BAR-ORGANISATIE", "BAR-ORGANISATIE"
"GR0834", "Werkorganisatie CGM", "Werkorganisatie CGM"
"GR0829", "Gemeenschappelijke Regeling IJsselgeme..", "Gemeenschappelijke Regeling IJsselgemeenten"
"GR0830", "Metropoolregio Rotterdam Den Haag", "Metropoolregio Rotterdam Den Haag"
"GR0831", "Gemeenschappelijke Regeling Metropoolr..", "Gemeenschappelijke Regeling Metropoolregio Eindhoven"
"GR0832", "Samenwerkingsorganisatie De Wolden Hoo..", "Samenwerkingsorganisatie De Wolden Hoogeveen"
"GR0833", "SED organisatie", "SED organisatie"
"GR0835", "Gemeenschappelijke Regeling Hart van B..", "Gemeenschappelijke Regeling Hart van Brabant"
"GM1945", "Berg en Dal", "Naamswijziging per 01-01-2016"
"GM1940", "De Fryske Marren", "Naamswijziging per 01-01-2016"
"GM1942", "Gooise Meren", "Ontstaan per 01-01-2016"
"GR0861", "AVRI", "AVRI"
"GR0717", "GB Lococensus-Tricijn (GBLT)", "GB Lococensus-Tricijn (GBLT)"
"GR0857", "Gemeenschappelijke Regeling Avres", "Gemeenschappelijke Regeling Avres"
"GR0842", "Gemeenschappelijke Regeling Jeugdhulp ..", "Gemeenschappelijke Regeling Jeugdhulp Rijnmond"
"GR0845", "Gemeenschappelijke Regeling Werkmaatsc..", "Gemeenschappelijke Regeling Werkmaatschappij 8KTD"
"GR0855", "Gemeenschappelijke Regeling Werkzaak R..", "Gemeenschappelijke Regeling Werkzaak Rivierenland"
"GR0540", "GR De Betho", "GR De Betho"
"GR0684", "GR Regio West-Brabant", "GR Regio West-Brabant"
"GR0853", "GR samenwerking Boxtel-Sint Michielsge..", "GR samenwerking Boxtel-Sint Michielsgestel \'De Meierij\'"
"GR0614", "IGSD Steenwijkerland-Westerveld", "IGSD Steenwijkerland-Westerveld"
"GR0603", "ISD Noordenkwartier", "ISD Noordenkwartier"
"GR0840", "MGR Rijk van Nijmegen", "MGR Rijk van Nijmegen"
"GR0691", "Servicepunt71", "Servicepunt71"
"GR0616", "Veiligheidsregio Drenthe", "Veiligheidsregio Drenthe"
"GR0637", "Veiligheidsregio Gooi en Vechtstreek", "Veiligheidsregio Gooi en Vechtstreek"
"GR0823", "Veiligheidsregio Groningen", "Veiligheidsregio Groningen"
"GR0679", "Veiligheidsregio Twente", "Veiligheidsregio Twente"
"GR0619", "Veiligheidsregio Zeeland", "Veiligheidsregio Zeeland"
"GR0706", "Veiligheidsregio Zuid-Limburg", "Veiligheidsregio Zuid-Limburg"
"GR0719", "Werk en Inkomen Lekstroom (WIL)", "Werk en Inkomen Lekstroom (WIL)"
"GR0269", "Werkvoorzieningsschap Kust- Duin- en B..", "Werkvoorzieningsschap Kust- Duin- en Bollenstreek"
"WS30", "Waterschap Drents Overijsselse Delta", "Waterschap Drents Overijsselse Delta"
