"cbsId","cbsIdCount","cbsName","cbsComment","cbsShort","cbsShortCount","cbsLong","cbsLongCount"
"GM0518","8","'s-Gravenhage (gemeente)","Grenswijziging per 01-01-2009, overgegaan naar:. <br>- Rijswijk (GM0603),. <br>... 20 hectare met 0 woningen en 0 inwoners. <br>. <br>Grenswijziging per 01-01-2005, overgegaan naar:. <br>- Leidschendam-Voorburg (GM1916),. <br>... 2 hectare met 0 woningen en 0 inwoners. <br>. <br>Grenswijziging per 01-01-2002, ontvangen van:. <br>- Leidschendam (GM0548),. <br>... 825 hectare met 2247 woningen en 7317 inwoners. <br>- Nootdorp (GM0577),. <br>... 231 hectare met 1018 woningen en 2743 inwoners. <br>- Pijnacker (GM0594),. <br>... 93 hectare met 26 woningen en 76 inwoners. <br>- Rijswijk (ZH.) (GM0603),. <br>... 363 hectare met 2166 woningen en 5887 inwoners. <br>- Voorburg (GM0624),. <br>... 1 hectare met 0 woningen en 0 inwoners. <br>. <br>Begindatum voor 1830. <br>. <br>","","","",""
"GM0241","10","Groesbeek","","0241","7","Groesb 241","1"
"GM0014","8","Groningen (gemeente)","Grenswijziging per 01-01-2009, ontvangen van:. <br>- Noordenveld (GM1699),. <br>... 3 hectare met 0 woningen en 0 inwoners. <br>. <br>Grenswijziging per 01-01-1998, ontvangen van:. <br>- Eelde (GM0113),. <br>... 81 hectare met 17 woningen en 86 inwoners. <br>. <br>Wijziging per 01-01-1990, overgegaan naar:. <br>- Leek (GM0022),. <br>... 2 hectare met 0 woningen en 0 inwoners. <br>. <br>Wijziging per 01-01-1989, ontvangen van:. <br>- Eelde (GM0113),. <br>... 5 hectare met 0 woningen en 0 inwoners. <br>- Peize (GM0124),. <br>... 1 hectare met 0 woningen en 0 inwoners. <br>- Roden (GM0125),. <br>... 46 hectare met 4 woningen en 12 inwoners. <br>Wijziging per 01-01-1989, overgegaan naar:. <br>- Eelde (GM0113),. <br>... 23 hectare met 1 woning en 3 inwoners. <br>. <br>Wijziging per 01-01-1969, ontvangen van:. <br>- Adorp (GM0001),. <br>... 339 hectare met 42 inwoners. <br>- Bedum (GM0005),. <br>... 528 hectare met 443 inwoners. <br>- Haren (GM0017),. <br>... 300 hectare met 291 inwoners. <br>- Hoogkerk (GM1084),. <br>... 1872 hectare met 7130 inwoners. <br>- Noorddijk (GM1127),. <br>... 2318 hectare met 3248 inwoners. <br>. <br>Wijziging per 01-10-1951, ontvangen van:. <br>- Noorddijk (GM1127),. <br>... 11 hectare met 0 inwoners. <br>. <br>Begindatum voor 1830. <br>. <br>","","","",""
"GM0015","11","Grootegast","","0015","7","Groote 15","1"
"GM1729","11","Gulpen-Wittem","","1729","4","Gulpen 1729","1"
"GM0158","11","Haaksbergen","","0158","7","Haaksb 158","1"
"GM0788","11","Haaren","","0788","7","",""
"GM0392","13","Haarlem","","0392","7","Haarle 392","1"
"GM0393","7","Haarlemmerliede en Spaarnwoude","Begindatum 13-06-1857","","","",""
"GM0394","13","Haarlemmermeer","","0394","7","Haarle 394","1"
"GM1655","11","Halderberge","","1655","6","Halder 1655","1"
"GM0160","11","Hardenberg","","0160","7","Harden 160","1"
"GM0243","11","Harderwijk","","0243","7","Harder 243","1"
"GM0523","11","Hardinxveld-Giessendam","","0523","7","Hardin 523","1"
"GM0017","11","Haren","","0017","7","Haren 17","1"
"GM0395","7","Harenkarspel","","0395","7","",""
"GM0072","11","Harlingen","","0072","7","Harlin 72","1"
"GM0244","11","Hattem","","0244","7","Hattem 244","1"
"GM0396","11","Heemskerk","","0396","7","Heemsk 396","1"
"GM0397","11","Heemstede","","0397","7","Heemst 397","1"
"GM0246","11","Heerde","","0246","7","Heerde 246","1"
"GM0074","11","Heerenveen","","0074","7","Heeren 74","1"
"GM0398","11","Heerhugowaard","","0398","7","Heerhu 398","1"
"GM0917","11","Heerlen","","0917","7","Heerle 917","1"
"GM1658","11","Heeze-Leende","","1658","6","",""
"GM0399","11","Heiloo","","0399","7","Heiloo 399","1"
"GM0400","11","Den Helder","","0400","7","Den He 400","1"
"GM0163","11","Hellendoorn","","0163","7","Hellen 163","1"
"GM0530","11","Hellevoetsluis","","0530","7","Hellev 530","1"
"GM0794","11","Helmond","","0794","7","Helmon 794","1"
"GM0531","11","Hendrik-Ido-Ambacht","","0531","7","Hendri 531","1"
"GM0164","11","Hengelo (O.)","","0164","2","Hengel 164","1"
"GM0796","12","'s-Hertogenbosch","","0796","7","",""
"GM0252","11","Heumen","","0252","7","",""
"GM0797","11","Heusden","","0797","7","Heusde 797","1"
"GM0534","11","Hillegom","","0534","7","Hilleg 534","1"
"GM0798","11","Hilvarenbeek","","0798","7","",""
"GM0402","11","Hilversum","","0402","7","Hilver 402","1"
"GM1735","11","Hof van Twente","","1735","2","Hof va 1735","1"
"GM1911","5","Hollands Kroon","Ontstaan per 01-01-2012","","","",""
"GM0118","11","Hoogeveen","","0118","7","Hoogev 118","1"
"GM0018","11","Hoogezand-Sappemeer","","0018","7","Hoogez 18","1"
"GM0405","11","Hoorn","","0405","7","Hoorn 405","1"
"GM1507","11","Horst aan de Maas","","1507","2","Horst  1507","1"
"GM0321","11","Houten","","0321","7","Houten 321","1"
"GM0406","11","Huizen","","0406","7","Huizen 406","1"
"GM0677","11","Hulst","","0677","7","Hulst 677","1"
"GM0353","11","IJsselstein","","0353","7","IJssel 353","1"
"GM1884","7","Kaag en Braassem","Ontstaan per 01-01-2009","","","",""
"GM0166","11","Kampen","","0166","7","Kampen 166","1"
"GM0678","11","Kapelle","","0678","7","",""
"GM0537","11","Katwijk","","0537","7","Katwij 537","1"
"GM0928","11","Kerkrade","","0928","7","Kerkra 928","1"
"GM1598","7","Koggenland","Ontstaan per 01-01-2007","","","",""
"GM0079","7","Kollumerland en Nieuwkruisland","","","","Kollum 79","1"
"GM0588","11","Korendijk","","0588","7","",""
"GM0542","11","Krimpen aan den IJssel","","0542","7","Krimpe 542","1"
"GM1659","11","Laarbeek","","1659","6","Laarbe 1659","1"
"GM1685","11","Landerd","","1685","7","",""
"GM0882","11","Landgraaf","","0882","7","Landgr 882","1"
"GM0415","11","Landsmeer","","0415","7","",""
"GM0416","11","Langedijk","","0416","7","Langed 416","1"
"GM1621","7","Lansingerland","Ontstaan per 01-01-2007","","","",""
"GM0417","7","Laren (NH.)","Begindatum voor 1830","","","",""
"GM0022","11","Leek","","0022","7","Leek 22","1"
"GM0545","11","Leerdam","","0545","7","Leerda 545","1"
"GM0080","12","Leeuwarden","","0080","7","Leeuwa 80","1"
"GM0081","11","Leeuwarderadeel","","0081","7","",""
"GM0546","13","Leiden","","0546","7","Leiden 546","1"
"GM0547","11","Leiderdorp","","0547","7","Leider 547","1"
"GM1916","11","Leidschendam-Voorburg","","1916","1","Leidsc 1916","1"
"GM0995","11","Lelystad","","0995","7","Lelyst 995","1"
"GM0082","8","Lemsterland","","0082","7","Lemste 82","1"
"GM1640","7","Leudal","Ontstaan per 01-01-2007","","","",""
"GM0327","11","Leusden","","0327","7","",""
"GM0694","7","Liesveld","","0694","7","",""
"GM0733","11","Lingewaal","","0733","7","",""
"GM1705","11","Lingewaard","Naamswijziging per 01-01-2003 oude naam: Bemmel.","","","Lingew 1705","1"
"GM0553","11","Lisse","","0553","7","Lisse 553","1"
"GM0140","11","Littenseradiel","","0140","7","Litten 140","1"
"GM0262","11","Lochem","","0262","7","Lochem 262","1"
"GM0809","11","Loon op Zand","","0809","7","Loon o 809","1"
"GM0331","11","Lopik","","0331","7","",""
"GM0024","11","Loppersum","","0024","7","",""
"GM0168","11","Losser","","0168","7","Losser 168","1"
"GM1671","9","Maasdonk","","1671","7","",""
"GM0263","11","Maasdriel","","0263","7","Maasdr 263","1"
"GM1641","7","Maasgouw","Ontstaan per 01-01-2007","","","",""
"GM0556","11","Maassluis","","0556","7","Maassl 556","1"
"GM0935","13","Maastricht","","0935","7","Maastr 935","1"
"GM1663","11","De Marne","","1663","7","De Mar 1663","1"
"GM0025","11","Marum","","0025","7","",""
"GM0420","11","Medemblik","","0420","7","Medemb 420","1"
"GM0938","11","Meerssen","","0938","7","Meerss 938","1"
"GM1908","6","Menameradiel","Naamswijziging per 01-01-2011","","","",""
"GM1987","11","Menterwolde","","1987","7","",""
"GM0119","11","Meppel","","0119","7","Meppel 119","1"
"GM0687","7","Middelburg (Z.)","Gemeentelijke herindeling per 01-01-1997. <br>Begindatum voor 1830","","","",""
"GM0559","7","Middelharnis","","0559","7","Middel 559","1"
"GM1842","11","Midden-Delfland","Nieuw gevormd per 01-01-2004 uit: Maasland, Schipluiden.","","","",""
"GM1731","11","Midden-Drenthe","","1731","3","Midden 1731","1"
"GM0815","11","Mill en Sint Hubert","","0815","7","Mill e 815","1"
"GM0265","9","Millingen aan de Rijn","","0265","7","",""
"GM1709","11","Moerdijk","","1709","4","Moerdi 1709","1"
"GM1955","7","Montferland","Ontstaan per 01-01-2005","","","",""
"GM0335","11","Montfoort","","0335","7","",""
"GM0944","11","Mook en Middelaar","","0944","7","",""
"GM0424","10","Muiden","","0424","7","",""
"GM0425","10","Naarden","","0425","7","Naarde 425","1"
"GM1740","11","Neder-Betuwe","Nieuw gevormd per 1-1-2004 oude naam: Kesteren.","","","",""
"GM0643","9","Nederlek","","0643","7","Nederl 643","1"
"GM0946","11","Nederweert","","0946","7","Nederw 946","1"
"GM0304","11","Neerijnen","","0304","7","",""
"GM0356","11","Nieuwegein","","0356","7","Nieuwe 356","1"
"GM0569","11","Nieuwkoop","","0569","7","Nieuwk 569","1"
"GM0571","7","Nieuw-Lekkerland","","0571","7","",""
"GM0267","11","Nijkerk","","0267","7","Nijker 267","1"
"GM0268","13","Nijmegen","","0268","7","Nijmeg 268","1"
"GM1695","11","Noord-Beveland","","1695","7","",""
"GM1699","11","Noordenveld","","1699","5","Noorde 1699","1"
"GM0171","11","Noordoostpolder","","0171","7","Noordo 171","1"
"GM0575","11","Noordwijk","","0575","7","Noordw 575","1"
"GM0576","11","Noordwijkerhout","","0576","7","Noordw 576","1"
"GM0820","7","Nuenen, Gerwen en Nederwetten","","","","Nuenen 820","1"
"GM0302","11","Nunspeet","","0302","7","Nunspe 302","1"
"GM0951","11","Nuth","","0951","7","",""
"GM0579","11","Oegstgeest","","0579","7","Oegstg 579","1"
"GM0823","11","Oirschot","","0823","7","Oirsch 823","1"
"GM0824","11","Oisterwijk","","0824","7","Oister 824","1"
"GM1895","7","Oldambt","Ontstaan per 01-01-2010","","","",""
"GM0269","11","Oldebroek","","0269","7","Oldebr 269","1"
"GM0173","11","Oldenzaal","","0173","7","Oldenz 173","1"
"GM1773","11","Olst-Wijhe","Naamswijziging per 01-01-2003 oude naam: Olst.","","","Olst-W 1773","1"
"GM0175","11","Ommen","","0175","7","Ommen 175","1"
"GM0881","11","Onderbanken","","0881","7","",""
"GM1586","7","Oost Gelre","Naamswijziging per 19-05-2006","","","",""
"GM0826","11","Oosterhout","","0826","7","Ooster 826","1"
"GM0580","7","Oostflakkee","","0580","7","",""
"GM0085","11","Ooststellingwerf","","0085","7","Oostst 85","1"
"GM0431","11","Oostzaan","","0431","7","",""
"GM0432","11","Opmeer","","0432","7","",""
"GM0086","11","Opsterland","","0086","7","Opster 86","1"
"GM0828","11","Oss","","0828","7","Oss 828","1"
"GM0584","11","Oud-Beijerland","","0584","7","Oud-Be 584","1"
"GM1509","7","Oude IJsselstreek","Ontstaan per 01-01-2005","","","",""
"GM0437","11","Ouder-Amstel","","0437","7","",""
"GM0644","9","Ouderkerk","","0644","7","",""
"GM0589","11","Oudewater","","0589","7","",""
"GM1734","11","Overbetuwe","","1734","2","Overbe 1734","1"
"GM0590","11","Papendrecht","","0590","7","Papend 590","1"
"GM1894","7","Peel en Maas","Ontstaan per 01-01-2010","","","",""
"GM0765","11","Pekela","","0765","7","Pekela 765","1"
"GM1926","11","Pijnacker-Nootdorp","","1926","1","Pijnac 1926","1"
"GM0439","11","Purmerend","","0439","7","Purmer 439","1"
"GM0273","11","Putten","","0273","7","Putten 273","1"
"GM0177","11","Raalte","","0177","7","Raalte 177","1"
"GM0703","11","Reimerswaal","","0703","7","Reimer 703","1"
"GM0274","11","Renkum","","0274","7","Renkum 274","1"
"GM0339","11","Renswoude","","0339","7","",""
"GM1667","11","Reusel-De Mierden","","1667","5","",""
"GM0275","11","Rheden","","0275","7","Rheden 275","1"
"GM0340","11","Rhenen","","0340","7","Rhenen 340","1"
"GM0597","11","Ridderkerk","","0597","7","Ridder 597","1"
"GM0196","11","Rijnwaarden","","0196","7","",""
"GM1672","8","Rijnwoude","","1672","7","Rijnwo 1672","1"
"GM1742","11","Rijssen-Holten","Naamswijziging per 01-01-2004 oude naam: Rijssen.","","","",""
"GM0603","7","Rijswijk (ZH.)","Begindatum voor 1830","","","",""
"GM1669","11","Roerdalen","","1669","7","",""
"GM0957","11","Roermond","","0957","7","Roermo 957","1"
"GM0736","11","De Ronde Venen","","0736","7","De Ron 736","1"
"GM1674","11","Roosendaal","","1674","6","Roosen 1674","1"
"GM0599D01","5","Rotterdam - Concern","dg = deelgemeente","","","",""
"GM0599D63","5","Rotterdam - dg Centrum","dg = deelgemeente","","","",""
"GM0599D06","5","Rotterdam - dg Charlois","dg = deelgemeente","","","",""
"GM0599D12","5","Rotterdam - dg Delfshaven","dg = deelgemeente","","","",""
"GM0599D11","5","Rotterdam - dg Feijenoord","dg = deelgemeente","","","",""
"GM0599D05","5","Rotterdam - dg Hillegersberg Schiebroek","dg = deelgemeente","","","",""
"GM0599D07","5","Rotterdam - dg Hoek v. Holland","dg = deelgemeente","","","",""
"GM0599D08","5","Rotterdam - dg Hoogvliet","dg = deelgemeente","","","",""
"GM0599D02","5","Rotterdam - dg IJsselmonde","dg = deelgemeente","","","",""
"GM0599D04","5","Rotterdam - dg Kralingen-Crooswijk","dg = deelgemeente","","","",""
"GM0599D10","5","Rotterdam - dg Noord","dg = deelgemeente","","","",""
"GM0599D03","5","Rotterdam - dg Overschie","dg = deelgemeente","","","",""
"GM0599D64","5","Rotterdam - dg Pernis","dg = deelgemeente","","","",""
"GM0599D09","5","Rotterdam - dg Prins Alexander","dg = deelgemeente","","","",""
"GM0599D13","5","Rotterdam - dg Rozenburg","dg = deelgemeente","","","",""
"GM0277","11","Rozendaal","","0277","7","Rozend 277","1"
"GM0840","11","Rucphen","","0840","7","Rucphe 840","1"
"GM0441","11","Schagen","","0441","7","Schage 441","1"
"GM0458","9","Schermer","","0458","7","",""
"GM0279","11","Scherpenzeel","","0279","7","",""
"GM0606","11","Schiedam","","0606","7","Schied 606","1"
"GM0088","11","Schiermonnikoog","","0088","7","Schier 88","1"
"GM0844","11","Schijndel","","0844","7","Schijn 844","1"
"GM0962","11","Schinnen","","0962","7","",""
"GM0608","9","Schoonhoven","","0608","7","Schoon 608","1"
"GM1676","11","Schouwen-Duiveland","","1676","6","Schouw 1676","1"
"GM0965","11","Simpelveld","","0965","7","",""
"GM1702","11","Sint Anthonis","","1702","7","Sint A 1702","1"
"GM0845","11","Sint-Michielsgestel","","0845","7","Sint-M 845","1"
"GM0846","11","Sint-Oedenrode","","0846","7","Sint-O 846","1"
"GM1883","11","Sittard-Geleen","","1883","2","Sittar 1883","1"
"GM0051","8","Skarsterlân","","0051","7","Skarst 51","1"
"GM0610","11","Sliedrecht","","0610","7","Sliedr 610","1"
"GM0040","11","Slochteren","","0040","7","Slocht 40","1"
"GM1714","11","Sluis","Nieuw gevormd per 01-01-2003 uit: Sluis-Aardenburg, Oostburg.","","","Sluis 1714","1"
"GM0090","11","Smallingerland","","0090","7","Smalli 90","1"
"GM0342","11","Soest","","0342","7","Soest 342","1"
"GM0847","11","Someren","","0847","7","Somere 847","1"
"GM0848","11","Son en Breugel","","0848","7","",""
"GM0612","9","Spijkenisse","","0612","7","Spijke 612","1"
"GM0037","11","Stadskanaal","","0037","7","Stadsk 37","1"
"GM0180","11","Staphorst","","0180","7","",""
"GM0532","11","Stede Broec","","0532","7","Stede  532","1"
"GM0851","11","Steenbergen","","0851","7","Steenb 851","1"
"GM1708","11","Steenwijkerland","Naamswijziging per 01-01-2003 oude naam: Steenwijk.","","","Steenw 1708","1"
"GM0971","7","Stein (L.)","Begindatum 02-01-1839","","","",""
"GM1904","6","Stichtse Vecht","Ontstaan per 01-01-2011","","","",""
"GM0617","11","Strijen","","0617","7","",""
"GM1900","6","Súdwest-Fryslân","Ontstaan per 01-01-2011","","","",""
"GM0715","11","Terneuzen","","0715","7","Terneu 715","1"
"GM0093","11","Terschelling","","0093","7","Tersch 93","1"
"GM0448","11","Texel","","0448","7","Texel 448","1"
"GM1525","7","Teylingen","Ontstaan per 01-01-2006","","","",""
"GM0716","11","Tholen","","0716","7","Tholen 716","1"
"GM0281","11","Tiel","","0281","7","Tiel 281","1"
"GM0855","13","Tilburg","","0855","7","Tilbur 855","1"
"GM0183","11","Tubbergen","","0183","7","Tubber 183","1"
"GM1700","11","Twenterand","Naamswijziging per 01-01-2003 oude naam: Vriezenveen.","","","Twente 1700","1"
"GM1730","11","Tynaarlo","","1730","3","",""
"GM0737","11","Tytsjerksteradiel","","0737","7","Tytsje 737","1"
"GM0282","9","Ubbergen","","0282","7","Ubberg 282","1"
"GM0856","11","Uden","","0856","7","Uden 856","1"
"GM0450","11","Uitgeest","","0450","7","",""
"GM0451","11","Uithoorn","","0451","7","Uithoo 451","1"
"GM0184","11","Urk","","0184","7","Urk 184","1"
"GM0344","8","Utrecht (gemeente)","Grenswijziging per 01-01-2010, ontvangen van:. <br>- Maarssen (GM0333),. <br>... 2 hectare met 0 woningen en 0 inwoners. <br>Grenswijziging per 01-01-2010, overgegaan naar:. <br>- Maarssen (GM0333),. <br>... 12 hectare met 0 woningen en 0 inwoners. <br>. <br>Gemeentelijke herindeling per 01-01-2001, ontvangen van:. <br>- Utrecht (GM0344),. <br>... 6142 hectare met 103010 woningen en 233994 inwoners. <br>- Vleuten-De Meern (GM0347),. <br>... 2757 hectare met 8160 woningen en 22110 inwoners. <br>Grenswijziging per 01-01-2001, ontvangen van:. <br>- Maarssen (GM0333),. <br>... 96 hectare met 45 woningen en 97 inwoners. <br>- Nieuwegein (GM0356),. <br>... 631 hectare met 68 woningen en 219 inwoners. <br>. <br>Grenswijziging per 01-01-1995, ontvangen van:. <br>- Vleuten-De Meern (GM0347),. <br>... 681 hectare met 438 woningen en 1027 inwoners. <br>. <br>Grenswijziging per 01-01-1994, overgegaan naar:. <br>- Houten (GM0321),. <br>... 3 hectare met 1 woning en 3 inwoners. <br>. <br>Grenswijziging per 01-01-1993, ontvangen van:. <br>- Maartensdijk (GM0334),. <br>... 49 hectare met 13 woningen en 37 inwoners. <br>. <br>Wijziging per 01-01-1975, ontvangen van:. <br>- De Bilt (GM0310),. <br>... 161 hectare met 16 inwoners. <br>- Zeist (GM0355),. <br>... 113 hectare met 28 inwoners. <br>Wijziging per 01-01-1975, overgegaan naar:. <br>- Bunnik (GM0312),. <br>... 11 hectare met 2 inwoners. <br>. <br>Wijziging per 01-01-1973, ontvangen van:. <br>- Bunnik (GM0312),. <br>... 1 hectare met 0 inwoners. <br>- Houten (GM0321),. <br>... 27 hectare met 7 inwoners. <br>- Nieuwegein (GM0356),. <br>... 69 hectare met 45 inwoners. <br>. <br>Wijziging per 01-07-1968, ontvangen van:. <br>- Jutphaas (GM0322),. <br>... 10 hectare met 0 inwoners. <br>- Vleuten-De Meern (GM0347),. <br>... 15 hectare met 0 inwoners. <br>. <br>Wijziging per 01-04-1964, ontvangen van:. <br>- Vleuten-De Meern (GM0347),. <br>... 24 hectare met 7 inwoners. <br>Wijziging per 01-04-1964, overgegaan naar:. <br>- Vleuten-De Meern (GM0347),. <br>... 10 hectare met 50 inwoners. <br>. <br>Wijziging per 01-01-1954, ontvangen van:. <br>- Achttienhoven (U.) (GM1005),. <br>... 361 hectare met 546 inwoners. <br>- De Bilt (GM0310),. <br>... 189 hectare met 130 inwoners. <br>- Bunnik (GM0312),. <br>... 143 hectare met 167 inwoners. <br>- Houten (GM0321),. <br>... 209 hectare met 117 inwoners. <br>- Jutphaas (GM0322),. <br>... 339 hectare met 8642 inwoners. <br>- Maartensdijk (GM0334),. <br>... 579 hectare met 7317 inwoners. <br>- Oudenrijn (GM1144),. <br>... 484 hectare met 738 inwoners. <br>- Westbroek (GM1224),. <br>... 176 hectare met 28 inwoners. <br>- Zuilen (GM1242),. <br>... 418 hectare met 25622 inwoners. <br>. <br>Begindatum voor 1830. <br>","","","",""
"GM1581","7","Utrechtse Heuvelrug","Ontstaan per 01-01-2006","","","",""
"GM0981","11","Vaals","","0981","7","",""
"GM0994","11","Valkenburg aan de Geul","","0994","7","Valken 994","1"
"GM0858","11","Valkenswaard","","0858","7","Valken 858","1"
"GM0047","11","Veendam","","0047","7","Veenda 47","1"
"GM0345","11","Veenendaal","","0345","7","Veenen 345","1"
"GM0717","11","Veere","","0717","7","",""
"GM0860","11","Veghel","","0860","7","Veghel 860","1"
"GM0861","11","Veldhoven","","0861","7","Veldho 861","1"
"GM0453","11","Velsen","","0453","7","Velsen 453","1"
"GM0983","12","Venlo","","0983","7","Venlo 983","1"
"GM0984","11","Venray","","0984","7","Venray 984","1"
"GM0620","11","Vianen","","0620","7","Vianen 620","1"
"GM0622","11","Vlaardingen","","0622","7","Vlaard 622","1"
"GM0048","11","Vlagtwedde","","0048","7","Vlagtw 48","1"
"GM0096","11","Vlieland","","0096","7","Vliela 96","1"
"GM0718","11","Vlissingen","","0718","7","Vlissi 718","1"
"GM0623","9","Vlist","","0623","7","",""
"GM0986","11","Voerendaal","","0986","7","",""
"GM0626","11","Voorschoten","","0626","7","",""
"GM0285","11","Voorst","","0285","7","Voorst 285","1"
"GM0865","11","Vught","","0865","7","Vught 865","1"
"GM0866","11","Waalre","","0866","7","",""
"GM0867","11","Waalwijk","","0867","7","Waalwi 867","1"
"GM0627","11","Waddinxveen","","0627","7","Waddin 627","1"
"GM0289","11","Wageningen","","0289","7","Wageni 289","1"
"GM0629","11","Wassenaar","","0629","7","Wassen 629","1"
"GM0852","11","Waterland","","0852","7","Waterl 852","1"
"GM0988","11","Weert","","0988","7","Weert 988","1"
"GM0457","11","Weesp","","0457","7","Weesp 457","1"
"GM0870","11","Werkendam","","0870","7","Werken 870","1"
"GM0668","11","West Maas en Waal","","0668","7","",""
"GM1701","11","Westerveld","","1701","5","Wester 1701","1"
"GM0293","11","Westervoort","","0293","7","",""
"GM1783","12","Westland","Nieuw gevormd per 01-01-2004 uit: 's-Gravenzande, De Lier, Monster,. <br>Naaldwijk en Wateringen.","","","",""
"GM0098","11","Weststellingwerf","","0098","7","Westst 98","1"
"GM0614","11","Westvoorne","","0614","7","",""
"GM0189","11","Wierden","","0189","7","",""
"GM0296","11","Wijchen","","0296","7","Wijche 296","1"
"GM1696","11","Wijdemeren","","1696","1","",""
"GM0352","11","Wijk bij Duurstede","","0352","7","Wijk b 352","1"
"GM0053","11","Winsum","","0053","7","Winsum 53","1"
"GM0294","11","Winterswijk","","0294","7","Winter 294","1"
"GM0873","11","Woensdrecht","","0873","7","Woensd 873","1"
"GM0632","11","Woerden","","0632","7","Woerde 632","1"
"GM1690","11","De Wolden","","1690","5","",""
"GM0880","11","Wormerland","","0880","7","",""
"GM0351","11","Woudenberg","","0351","7","",""
"GM0874","11","Woudrichem","","0874","7","Woudri 874","1"
"GM0479","13","Zaanstad","","0479","7","Zaanst 479","1"
"GM0297","11","Zaltbommel","","0297","7","Zaltbo 297","1"
"GM0473","11","Zandvoort","","0473","7","Zandvo 473","1"
"GM0707","11","Zederik","","0707","7","",""
"GM0478","10","Zeevang","","0478","7","",""
"GM0050","11","Zeewolde","","0050","7","Zeewol 50","1"
"GM0355","11","Zeist","","0355","7","Zeist 355","1"
"GM0299","11","Zevenaar","","0299","7","Zevena 299","1"
"GM0476","7","Zijpe","","0476","7","",""
"GM0637","13","Zoetermeer","","0637","7","Zoeter 637","1"
"GM0638","11","Zoeterwoude","","0638","7","",""
"GM0056","11","Zuidhorn","","0056","7","Zuidho 56","1"
"GM1892","7","Zuidplas","Ontstaan per 01-01-2010","","","",""
"GM0879","11","Zundert","","0879","7","Zunder 879","1"
"GM0301","11","Zutphen","","0301","7","Zutphe 301","1"
"GM1896","11","Zwartewaterland","","1896","2","Zwarte 1896","1"
"GM0642","11","Zwijndrecht","","0642","7","Zwijnd 642","1"
"GM0193","13","Zwolle","","0193","7","Zwolle 193","1"
"GM1924","4","Goeree-Overflakkee","Ontstaan per 01-01-2013","","","",""
"GM1927","4","Molenwaard","Ontstaan per 01-01-2013","","","",""
"GM0363","9","Amsterdam","","0363","7","Amster 363","1"
"GM1921","2","De Friese Meren","Gemeentelijke herindeling per 01-01-2014. <br>Ontstaan per 01-01-2014","","","",""
"GM0599","9","Rotterdam","","0599","7","Rotter 599","1"
"GM1931","2","Krimpenerwaard","Gemeentelijke herindeling per 01-01-2015. <br>Ontstaan per 01-01-2015","","","",""
"GM1930","2","Nissewaard","Gemeentelijke herindeling per 01-01-2015. <br>Ontstaan per 01-01-2015","","","",""
"GM0305","5","Abcoude","","0305","7","",""
"GM0363S02","1","Amsterdam - Stadsdeel Westerpark","","","","",""
"GM0363S03","1","Amsterdam - Stadsdeel Slotervaart","","","","",""
"GM0363S05","1","Amsterdam - Stadsdeel Osdorp","","","","",""
"GM0363S08","1","Amsterdam - Stadsdeel Oud-West","","","","",""
"GM0363S10","1","Amsterdam - Stadsdeel Noord","","","","",""
"GM0363S11","1","Amsterdam - Stadsdeel Bos en Lommer","","","","",""
"GM0363S12","1","Amsterdam - Stadsdeel de Baarsjes","","","","",""
"GM0363S13","1","Amsterdam - sd Geuzenveld-Slotermeer","sd = stadsdeel","","","",""
"GM0363S16","1","Amsterdam - Stadsdeel Zeeburg","","","","",""
"GM0363S17","1","Amsterdam - Stadsdeel Zuidoost","","","","",""
"GM0363S18","1","Amsterdam - Stadsdeel Oud-Zuid","","","","",""
"GM0363S56","1","Amsterdam - Stadsdeel Centrum","","","","",""
"GM0363S57","1","Amsterdam - Stadsdeel Zuideramstel","","","","",""
"GM0363S62","1","Amsterdam - sd Oost-Watergraafsmeer","sd = stadsdeel","","","",""
"GM0363S88","1","Amsterdam - Stadsdeel Oost","","","","",""
"GM0363S89","1","Amsterdam - Stadsdeel Zuid","","","","",""
"GM0363S90","1","Amsterdam - Stadsdeel Nieuw-West","","","","",""
"GM0363S91","1","Amsterdam - Stadsdeel West","","","","",""
"GM0364","5","Andijk","","0364","7","",""
"GM0366","6","Anna Paulowna","","0366","7","",""
"GM0497","5","Bodegraven","","0497","7","Bodegr 497","1"
"GM0064","5","Bolsward","","0064","7","Bolswa 64","1"
"GM0311","5","Breukelen","","0311","7","Breuke 311","1"
"GM0905","5","Eijsden","","0905","7","Eijsde 905","1"
"GM0808","5","Lith","","0808","7","",""
"GM0329","5","Loenen","","0329","7","",""
"GM0333","5","Maarssen","","0333","7","Maarss 333","1"
"GM0936","5","Margraten","","0936","7","Margra 936","1"
"GM0083","5","Menaldumadeel","","0083","7","",""
"GM0412","6","Niedorp","","0412","7","",""
"GM0104","5","Nijefurd","","0104","7","Nijefu 104","1"
"GM0595","5","Reeuwijk","","0595","7","",""
"GM0600","5","Rozenburg","","0600","7","Rozenb 600","1"
"GM0091","5","Sneek","","0091","7","Sneek 91","1"
"GM0459","5","Wervershoof","","0459","7","",""
"GM0462","6","Wieringen","","0462","7","",""
"GM0463","6","Wieringermeer","","0463","7","Wierin 463","1"
"GM0710","1","Wûnseradiel","","0710","7","",""
"GM0683","5","Wymbritseradiel","","0683","7","",""
"PV20","7","Groningen (PV)","PV = Provincie. <br>. <br>Bestuurlijke onderverdeling van het Nederlands grondgebied. Sinds het instellen van de provincie Flevoland per 1 januari 1986 telt Nederland 12 provincies.","","","",""
