collection_time,source_url,organisatienaam,oin,afgifte_datum
06/09/2016 23:07:01,https://register.digikoppeling.nl/overview/index?searchText=&offset=150&max=30&sort=sortName&order=asc,Gemeente De Ronde Venen,00000001823178195000,22-08-2012
06/09/2016 23:07:01,https://register.digikoppeling.nl/overview/index?searchText=&offset=150&max=30&sort=sortName&order=asc,Gemeente De Wolden,00000001806292222000,22-03-2013
06/09/2016 23:07:01,https://register.digikoppeling.nl/overview/index?searchText=&offset=150&max=30&sort=sortName&order=asc,Gemeente Delft,00000001001569417000,07-03-2011
06/09/2016 23:07:01,https://register.digikoppeling.nl/overview/index?searchText=&offset=150&max=30&sort=sortName&order=asc,Gemeente Delfzijl,00000001009301914000,30-05-2012
06/09/2016 23:07:01,https://register.digikoppeling.nl/overview/index?searchText=&offset=150&max=30&sort=sortName&order=asc,Gemeente Den Haag,00000001002308836000,27-03-2009
06/09/2016 23:07:01,https://register.digikoppeling.nl/overview/index?searchText=&offset=150&max=30&sort=sortName&order=asc,Gemeente Den Helder,00000001001945907000,23-09-2009
06/09/2016 23:07:01,https://register.digikoppeling.nl/overview/index?searchText=&offset=150&max=30&sort=sortName&order=asc,Gemeente Deurne,00000001001600278000,10-06-2009
06/09/2016 23:07:01,https://register.digikoppeling.nl/overview/index?searchText=&offset=150&max=30&sort=sortName&order=asc,Gemeente Deventer,00000001001932469000,25-05-2010
06/09/2016 23:07:01,https://register.digikoppeling.nl/overview/index?searchText=&offset=150&max=30&sort=sortName&order=asc,Gemeente Diemen,00000001001997233000,16-12-2013
06/09/2016 23:07:01,https://register.digikoppeling.nl/overview/index?searchText=&offset=150&max=30&sort=sortName&order=asc,Gemeente Dinkelland,00000001809245206000,23-04-2010
06/09/2016 23:07:01,https://register.digikoppeling.nl/overview/index?searchText=&offset=150&max=30&sort=sortName&order=asc,Gemeente Doesburg,00000001001202728000,31-03-2010
06/09/2016 23:07:04,https://register.digikoppeling.nl/overview/index?searchText=&offset=180&max=30&sort=sortName&order=asc,Gemeente Doetinchem,00000001001202789000,14-06-2010
06/09/2016 23:07:04,https://register.digikoppeling.nl/overview/index?searchText=&offset=180&max=30&sort=sortName&order=asc,Gemeente Dongen,00000001001325978000,11-11-2010
06/09/2016 23:07:04,https://register.digikoppeling.nl/overview/index?searchText=&offset=180&max=30&sort=sortName&order=asc,Gemeente Dongeradeel,00000001006155315000,27-09-2010
06/09/2016 23:07:04,https://register.digikoppeling.nl/overview/index?searchText=&offset=180&max=30&sort=sortName&order=asc,Gemeente Dordrecht,00000001001915794000,08-10-2009
06/09/2016 23:07:04,https://register.digikoppeling.nl/overview/index?searchText=&offset=180&max=30&sort=sortName&order=asc,Gemeente Drechterland,00000001815096288000,07-02-2011
06/09/2016 23:07:04,https://register.digikoppeling.nl/overview/index?searchText=&offset=180&max=30&sort=sortName&order=asc,Gemeente Drimmelen,00000001805319141000,23-07-2014
06/09/2016 23:07:04,https://register.digikoppeling.nl/overview/index?searchText=&offset=180&max=30&sort=sortName&order=asc,Gemeente Dronten,00000001001935823000,09-09-2010
06/09/2016 23:07:04,https://register.digikoppeling.nl/overview/index?searchText=&offset=180&max=30&sort=sortName&order=asc,Gemeente Druten,00000001001100415000,07-02-2014
