collection_time,source_url,organisatienaam,oin,afgifte_datum
06/09/2016 23:07:04,https://register.digikoppeling.nl/overview/index?searchText=&offset=180&max=30&sort=sortName&order=asc,Gemeente Duiven,00000001001202546000,15-07-2011
06/09/2016 23:07:04,https://register.digikoppeling.nl/overview/index?searchText=&offset=180&max=30&sort=sortName&order=asc,Gemeente Echt-Susteren,00000001001906483000,11-06-2013
06/09/2016 23:07:04,https://register.digikoppeling.nl/overview/index?searchText=&offset=180&max=30&sort=sortName&order=asc,Gemeente Edam-Volendam,00000001001801338000,21-06-2012
06/09/2016 23:07:04,https://register.digikoppeling.nl/overview/index?searchText=&offset=180&max=30&sort=sortName&order=asc,Gemeente Ede,00000001001104524000,13-07-2011
06/09/2016 23:07:04,https://register.digikoppeling.nl/overview/index?searchText=&offset=180&max=30&sort=sortName&order=asc,Gemeente Eemnes,00000001001739712000,04-01-2011
06/09/2016 23:07:04,https://register.digikoppeling.nl/overview/index?searchText=&offset=180&max=30&sort=sortName&order=asc,Gemeente Eemsmond,00000001009787471000,15-10-2013
06/09/2016 23:07:04,https://register.digikoppeling.nl/overview/index?searchText=&offset=180&max=30&sort=sortName&order=asc,Gemeente Eersel,00000001001902684000,08-11-2011
06/09/2016 23:07:04,https://register.digikoppeling.nl/overview/index?searchText=&offset=180&max=30&sort=sortName&order=asc,Gemeente Eijsden-Margraten,00000001823143910000,16-11-2011
06/09/2016 23:07:04,https://register.digikoppeling.nl/overview/index?searchText=&offset=180&max=30&sort=sortName&order=asc,Gemeente Eindhoven,00000001001902763000,26-05-2010
06/09/2016 23:07:04,https://register.digikoppeling.nl/overview/index?searchText=&offset=180&max=30&sort=sortName&order=asc,Gemeente Elburg,00000001001831124000,09-06-2010
06/09/2016 23:07:04,https://register.digikoppeling.nl/overview/index?searchText=&offset=180&max=30&sort=sortName&order=asc,Gemeente Emmen,00000001001969316000,24-02-2010
06/09/2016 23:07:04,https://register.digikoppeling.nl/overview/index?searchText=&offset=180&max=30&sort=sortName&order=asc,Gemeente Enkhuizen,00000001001516619000,07-10-2014
06/09/2016 23:07:04,https://register.digikoppeling.nl/overview/index?searchText=&offset=180&max=30&sort=sortName&order=asc,Gemeente Enschede,00000001001589623000,29-12-2008
06/09/2016 23:07:04,https://register.digikoppeling.nl/overview/index?searchText=&offset=180&max=30&sort=sortName&order=asc,Gemeente Epe,00000001001299992000,25-01-2013
06/09/2016 23:07:04,https://register.digikoppeling.nl/overview/index?searchText=&offset=180&max=30&sort=sortName&order=asc,Gemeente Ermelo,00000001001831136000,13-06-2012
06/09/2016 23:07:04,https://register.digikoppeling.nl/overview/index?searchText=&offset=180&max=30&sort=sortName&order=asc,Gemeente Etten Leur,00000001001326004000,14-01-2010
06/09/2016 23:07:04,https://register.digikoppeling.nl/overview/index?searchText=&offset=180&max=30&sort=sortName&order=asc,Gemeente Ferwerderadiel,00000001002017398000,09-03-2010
06/09/2016 23:07:04,https://register.digikoppeling.nl/overview/index?searchText=&offset=180&max=30&sort=sortName&order=asc,Gemeente Franekeradeel,00000001001608782000,17-07-2014
06/09/2016 23:07:04,https://register.digikoppeling.nl/overview/index?searchText=&offset=180&max=30&sort=sortName&order=asc,Gemeente Geertruidenberg,00000001805319074000,28-06-2013
06/09/2016 23:07:04,https://register.digikoppeling.nl/overview/index?searchText=&offset=180&max=30&sort=sortName&order=asc,Gemeente Geldermalsen,00000001001486846000,20-12-2013
06/09/2016 23:07:04,https://register.digikoppeling.nl/overview/index?searchText=&offset=180&max=30&sort=sortName&order=asc,Gemeente Geldrop-Mierlo,00000001812613466000,16-07-2009
06/09/2016 23:07:04,https://register.digikoppeling.nl/overview/index?searchText=&offset=180&max=30&sort=sortName&order=asc,Gemeente Gemert-Bakel,00000001805516712000,16-10-2009
06/09/2016 23:07:07,https://register.digikoppeling.nl/overview/index?searchText=&offset=210&max=30&sort=sortName&order=asc,Gemeente Gennep,00000001001683032000,07-08-2013
06/09/2016 23:07:07,https://register.digikoppeling.nl/overview/index?searchText=&offset=210&max=30&sort=sortName&order=asc,Gemeente Giessenlanden,00000001007587107000,18-07-2013
06/09/2016 23:07:07,https://register.digikoppeling.nl/overview/index?searchText=&offset=210&max=30&sort=sortName&order=asc,Gemeente Gilze en Rijen,00000001001326065000,11-03-2011
06/09/2016 23:07:07,https://register.digikoppeling.nl/overview/index?searchText=&offset=210&max=30&sort=sortName&order=asc,Gemeente Goeree-Overflakkee,00000001823658727000,30-07-2014
06/09/2016 23:07:07,https://register.digikoppeling.nl/overview/index?searchText=&offset=210&max=30&sort=sortName&order=asc,Gemeente Goes,00000001001598776000,05-08-2013
06/09/2016 23:07:07,https://register.digikoppeling.nl/overview/index?searchText=&offset=210&max=30&sort=sortName&order=asc,Gemeente Goirle,00000001001172682000,31-01-2012
06/09/2016 23:07:07,https://register.digikoppeling.nl/overview/index?searchText=&offset=210&max=30&sort=sortName&order=asc,Gemeente Gooise Meren,00000001824143826000,13-10-2015
06/09/2016 23:07:07,https://register.digikoppeling.nl/overview/index?searchText=&offset=210&max=30&sort=sortName&order=asc,Gemeente Gorinchem,00000001001962577000,22-07-2009
06/09/2016 23:07:07,https://register.digikoppeling.nl/overview/index?searchText=&offset=210&max=30&sort=sortName&order=asc,Gemeente Gouda,00000001001997956000,17-08-2010
06/09/2016 23:07:07,https://register.digikoppeling.nl/overview/index?searchText=&offset=210&max=30&sort=sortName&order=asc,Gemeente Grave,00000001001522589000,24-08-2010
06/09/2016 23:07:07,https://register.digikoppeling.nl/overview/index?searchText=&offset=210&max=30&sort=sortName&order=asc,Gemeente Groningen ACG,00000001001932809000,17-08-2011
06/09/2016 23:07:07,https://register.digikoppeling.nl/overview/index?searchText=&offset=210&max=30&sort=sortName&order=asc,Gemeente Grootegast,00000001009911339000,12-09-2011
06/09/2016 23:07:07,https://register.digikoppeling.nl/overview/index?searchText=&offset=210&max=30&sort=sortName&order=asc,Gemeente Gulpen-Wittem,00000001807385177000,06-01-2011
06/09/2016 23:07:07,https://register.digikoppeling.nl/overview/index?searchText=&offset=210&max=30&sort=sortName&order=asc,Gemeente Haaksbergen,00000001001255824000,29-09-2010
06/09/2016 23:07:07,https://register.digikoppeling.nl/overview/index?searchText=&offset=210&max=30&sort=sortName&order=asc,Gemeente Haaren,00000001804259458000,18-12-2013
06/09/2016 23:07:07,https://register.digikoppeling.nl/overview/index?searchText=&offset=210&max=30&sort=sortName&order=asc,Gemeente Haarlem,00000001001005650000,19-03-2013
06/09/2016 23:07:07,https://register.digikoppeling.nl/overview/index?searchText=&offset=210&max=30&sort=sortName&order=asc,Gemeente Haarlemmerliede en Spaarnwoude,00000001001509913000,12-09-2011
06/09/2016 23:07:07,https://register.digikoppeling.nl/overview/index?searchText=&offset=210&max=30&sort=sortName&order=asc,Gemeente Haarlemmermeer,00000001001708879000,01-09-2009
06/09/2016 23:07:07,https://register.digikoppeling.nl/overview/index?searchText=&offset=210&max=30&sort=sortName&order=asc,Gemeente Halderberge,00000001805329535000,23-12-2013
06/09/2016 23:07:07,https://register.digikoppeling.nl/overview/index?searchText=&offset=210&max=30&sort=sortName&order=asc,Gemeente Hardenberg,00000001001584157000,17-11-2009
06/09/2016 23:07:07,https://register.digikoppeling.nl/overview/index?searchText=&offset=210&max=30&sort=sortName&order=asc,Gemeente Harderwijk,00000001001831148000,29-03-2011
06/09/2016 23:07:07,https://register.digikoppeling.nl/overview/index?searchText=&offset=210&max=30&sort=sortName&order=asc,Gemeente Hardinxveld-Giessendam,00000001002008221000,27-07-2011
06/09/2016 23:07:07,https://register.digikoppeling.nl/overview/index?searchText=&offset=210&max=30&sort=sortName&order=asc,Gemeente Haren,00000001001932962000,15-11-2011
06/09/2016 23:07:07,https://register.digikoppeling.nl/overview/index?searchText=&offset=210&max=30&sort=sortName&order=asc,Gemeente Harlingen,00000001001608836000,27-10-2010
06/09/2016 23:07:07,https://register.digikoppeling.nl/overview/index?searchText=&offset=210&max=30&sort=sortName&order=asc,Gemeente Hattem,00000001001300015000,28-12-2010
06/09/2016 23:07:07,https://register.digikoppeling.nl/overview/index?searchText=&offset=210&max=30&sort=sortName&order=asc,Gemeente Heemskerk,00000001001999291000,29-05-2013
06/09/2016 23:07:07,https://register.digikoppeling.nl/overview/index?searchText=&offset=210&max=30&sort=sortName&order=asc,Gemeente Heemstede,00000001001509937000,11-05-2011
06/09/2016 23:07:07,https://register.digikoppeling.nl/overview/index?searchText=&offset=210&max=30&sort=sortName&order=asc,Gemeente Heerde,00000001001300027000,28-12-2010
06/09/2016 23:07:07,https://register.digikoppeling.nl/overview/index?searchText=&offset=210&max=30&sort=sortName&order=asc,Gemeente Heerenveen,00000001001966108000,23-09-2010
06/09/2016 23:07:07,https://register.digikoppeling.nl/overview/index?searchText=&offset=210&max=30&sort=sortName&order=asc,Gemeente Heerhugowaard,00000001001722219000,16-11-2010
06/09/2016 23:07:10,https://register.digikoppeling.nl/overview/index?searchText=&offset=240&max=30&sort=sortName&order=asc,Gemeente Heerlen,00000001001736206000,09-07-2010
06/09/2016 23:07:10,https://register.digikoppeling.nl/overview/index?searchText=&offset=240&max=30&sort=sortName&order=asc,Gemeente Heeze-Leende,00000001001902805000,17-07-2014
06/09/2016 23:07:10,https://register.digikoppeling.nl/overview/index?searchText=&offset=240&max=30&sort=sortName&order=asc,Gemeente Heiloo,00000001001722244000,04-12-2013
06/09/2016 23:07:10,https://register.digikoppeling.nl/overview/index?searchText=&offset=240&max=30&sort=sortName&order=asc,Gemeente Hellendoorn,00000001001894729000,11-12-2009
06/09/2016 23:07:10,https://register.digikoppeling.nl/overview/index?searchText=&offset=240&max=30&sort=sortName&order=asc,Gemeente Hellevoetsluis,00000001001911259000,05-06-2014
06/09/2016 23:07:10,https://register.digikoppeling.nl/overview/index?searchText=&offset=240&max=30&sort=sortName&order=asc,Gemeente Helmond,00000001001600291000,08-03-2010
06/09/2016 23:07:10,https://register.digikoppeling.nl/overview/index?searchText=&offset=240&max=30&sort=sortName&order=asc,Gemeente Hendrik-Ido-Ambacht,00000001002118907000,08-10-2009
06/09/2016 23:07:10,https://register.digikoppeling.nl/overview/index?searchText=&offset=240&max=30&sort=sortName&order=asc,Gemeente Hengelo,00000001001888730000,08-08-2013
06/09/2016 23:07:10,https://register.digikoppeling.nl/overview/index?searchText=&offset=240&max=30&sort=sortName&order=asc,Gemeente Heumen,00000001001096163000,23-02-2010
06/09/2016 23:07:10,https://register.digikoppeling.nl/overview/index?searchText=&offset=240&max=30&sort=sortName&order=asc,Gemeente Heusden,00000001003150677000,06-09-2010
06/09/2016 23:07:10,https://register.digikoppeling.nl/overview/index?searchText=&offset=240&max=30&sort=sortName&order=asc,Gemeente Hillegom,00000001002528265000,17-08-2010
06/09/2016 23:07:10,https://register.digikoppeling.nl/overview/index?searchText=&offset=240&max=30&sort=sortName&order=asc,Gemeente Hilvarenbeek,00000001001172694000,06-12-2012
06/09/2016 23:07:10,https://register.digikoppeling.nl/overview/index?searchText=&offset=240&max=30&sort=sortName&order=asc,Gemeente Hilversum,00000001001941914000,11-03-2011
06/09/2016 23:07:10,https://register.digikoppeling.nl/overview/index?searchText=&offset=240&max=30&sort=sortName&order=asc,Gemeente Hof van Twente,00000001809250901000,14-03-2014
06/09/2016 23:07:10,https://register.digikoppeling.nl/overview/index?searchText=&offset=240&max=30&sort=sortName&order=asc,Gemeente Hollands Kroon,00000001823495255000,25-03-2014
06/09/2016 23:07:10,https://register.digikoppeling.nl/overview/index?searchText=&offset=240&max=30&sort=sortName&order=asc,Gemeente Hoogeveen,00000001001268193000,10-12-2013
06/09/2016 23:07:10,https://register.digikoppeling.nl/overview/index?searchText=&offset=240&max=30&sort=sortName&order=asc,Gemeente Hoogezand-Sappemeer,00000001001903433000,16-10-2013
06/09/2016 23:07:10,https://register.digikoppeling.nl/overview/index?searchText=&offset=240&max=30&sort=sortName&order=asc,Gemeente Hoorn,00000001001516814000,12-12-2011
06/09/2016 23:07:10,https://register.digikoppeling.nl/overview/index?searchText=&offset=240&max=30&sort=sortName&order=asc,Gemeente Horst aan de Maas,00000001809266660000,23-12-2013
06/09/2016 23:07:10,https://register.digikoppeling.nl/overview/index?searchText=&offset=240&max=30&sort=sortName&order=asc,Gemeente Houten,00000001002313388000,23-10-2009
06/09/2016 23:07:10,https://register.digikoppeling.nl/overview/index?searchText=&offset=240&max=30&sort=sortName&order=asc,Gemeente Huizen,00000001002310612000,30-09-2013
06/09/2016 23:07:10,https://register.digikoppeling.nl/overview/index?searchText=&offset=240&max=30&sort=sortName&order=asc,Gemeente Hulst,00000001810988707000,15-10-2013
06/09/2016 23:07:10,https://register.digikoppeling.nl/overview/index?searchText=&offset=240&max=30&sort=sortName&order=asc,Gemeente IJsselstein,00000001002313832000,16-10-2013
06/09/2016 23:07:10,https://register.digikoppeling.nl/overview/index?searchText=&offset=240&max=30&sort=sortName&order=asc,Gemeente Kaag en Braassem,00000001820077811000,12-03-2012
06/09/2016 23:07:10,https://register.digikoppeling.nl/overview/index?searchText=&offset=240&max=30&sort=sortName&order=asc,Gemeente Kampen,00000001809249091000,31-07-2014
06/09/2016 23:07:10,https://register.digikoppeling.nl/overview/index?searchText=&offset=240&max=30&sort=sortName&order=asc,Gemeente Kapelle,00000001001598788000,24-09-2010
06/09/2016 23:07:10,https://register.digikoppeling.nl/overview/index?searchText=&offset=240&max=30&sort=sortName&order=asc,Gemeente Katwijk,00000001002528423000,18-02-2011
06/09/2016 23:07:10,https://register.digikoppeling.nl/overview/index?searchText=&offset=240&max=30&sort=sortName&order=asc,Gemeente Kerkrade,00000001001737223000,29-04-2011
06/09/2016 23:07:10,https://register.digikoppeling.nl/overview/index?searchText=&offset=240&max=30&sort=sortName&order=asc,Gemeente Koggenland,00000001004620768000,25-06-2013
06/09/2016 23:07:10,https://register.digikoppeling.nl/overview/index?searchText=&offset=240&max=30&sort=sortName&order=asc,Gemeente Kollumerland en Nieuwkruisland,00000001001964124000,24-02-2010
06/09/2016 23:07:13,https://register.digikoppeling.nl/overview/index?searchText=&offset=270&max=30&sort=sortName&order=asc,Gemeente Korendijk,00000001006817841000,02-05-2011
06/09/2016 23:07:13,https://register.digikoppeling.nl/overview/index?searchText=&offset=270&max=30&sort=sortName&order=asc,Gemeente Krimpen aan den Ijssel,00000001001877185000,01-11-2013
06/09/2016 23:07:13,https://register.digikoppeling.nl/overview/index?searchText=&offset=270&max=30&sort=sortName&order=asc,Gemeente Krimpenerwaard,00000001823953026000,09-12-2014
06/09/2016 23:07:13,https://register.digikoppeling.nl/overview/index?searchText=&offset=270&max=30&sort=sortName&order=asc,Gemeente Laarbeek,00000001805598960000,02-06-2014
06/09/2016 23:07:13,https://register.digikoppeling.nl/overview/index?searchText=&offset=270&max=30&sort=sortName&order=asc,Gemeente Landerd,00000001802409180000,14-07-2011
06/09/2016 23:07:13,https://register.digikoppeling.nl/overview/index?searchText=&offset=270&max=30&sort=sortName&order=asc,Gemeente Landgraaf,00000001005560500000,15-10-2013
06/09/2016 23:07:13,https://register.digikoppeling.nl/overview/index?searchText=&offset=270&max=30&sort=sortName&order=asc,Gemeente Landsmeer,00000001001801491000,06-01-2011
06/09/2016 23:07:13,https://register.digikoppeling.nl/overview/index?searchText=&offset=270&max=30&sort=sortName&order=asc,Gemeente Langedijk,00000001001722311000,26-11-2010
06/09/2016 23:07:13,https://register.digikoppeling.nl/overview/index?searchText=&offset=270&max=30&sort=sortName&order=asc,Gemeente Lansingerland,00000001817291295000,31-08-2009
06/09/2016 23:07:13,https://register.digikoppeling.nl/overview/index?searchText=&offset=270&max=30&sort=sortName&order=asc,Gemeente Laren,00000001002310594000,06-01-2011
06/09/2016 23:07:13,https://register.digikoppeling.nl/overview/index?searchText=&offset=270&max=30&sort=sortName&order=asc,Gemeente Leek,00000001001608320000,10-11-2009
06/09/2016 23:07:13,https://register.digikoppeling.nl/overview/index?searchText=&offset=270&max=30&sort=sortName&order=asc,Gemeente Leerdam,00000001002008269000,19-07-2013
06/09/2016 23:07:13,https://register.digikoppeling.nl/overview/index?searchText=&offset=270&max=30&sort=sortName&order=asc,Gemeente Leeuwarden,00000001001903664000,25-05-2009
06/09/2016 23:07:13,https://register.digikoppeling.nl/overview/index?searchText=&offset=270&max=30&sort=sortName&order=asc,Gemeente Leeuwarderadeel,00000001001612359000,11-12-2009
06/09/2016 23:07:13,https://register.digikoppeling.nl/overview/index?searchText=&offset=270&max=30&sort=sortName&order=asc,Gemeente Leiden,00000001002311112000,22-02-2013
06/09/2016 23:07:13,https://register.digikoppeling.nl/overview/index?searchText=&offset=270&max=30&sort=sortName&order=asc,Gemeente Leiderdorp,00000001001797724000,11-10-2013
06/09/2016 23:07:13,https://register.digikoppeling.nl/overview/index?searchText=&offset=270&max=30&sort=sortName&order=asc,Gemeente Leidschendam Voorburg,00000001810208891000,12-02-2013
06/09/2016 23:07:13,https://register.digikoppeling.nl/overview/index?searchText=&offset=270&max=30&sort=sortName&order=asc,Gemeente Lelystad,00000001005024249000,20-12-2013
06/09/2016 23:07:13,https://register.digikoppeling.nl/overview/index?searchText=&offset=270&max=30&sort=sortName&order=asc,Gemeente Leudal,00000001816963228000,30-05-2013
06/09/2016 23:07:13,https://register.digikoppeling.nl/overview/index?searchText=&offset=270&max=30&sort=sortName&order=asc,Gemeente Leusden,00000001002508667000,17-03-2014
06/09/2016 23:07:13,https://register.digikoppeling.nl/overview/index?searchText=&offset=270&max=30&sort=sortName&order=asc,Gemeente Lingewaal,00000001001486998000,22-10-2013
06/09/2016 23:07:13,https://register.digikoppeling.nl/overview/index?searchText=&offset=270&max=30&sort=sortName&order=asc,Gemeente Lingewaard,00000001809255832000,19-10-2009
06/09/2016 23:07:13,https://register.digikoppeling.nl/overview/index?searchText=&offset=270&max=30&sort=sortName&order=asc,Gemeente Lisse,00000001002528198000,22-12-2011
06/09/2016 23:07:13,https://register.digikoppeling.nl/overview/index?searchText=&offset=270&max=30&sort=sortName&order=asc,Gemeente Littenseradiel,00000001006613755000,28-09-2010
06/09/2016 23:07:13,https://register.digikoppeling.nl/overview/index?searchText=&offset=270&max=30&sort=sortName&order=asc,Gemeente Lochem,00000001813647320000,15-07-2010
06/09/2016 23:07:13,https://register.digikoppeling.nl/overview/index?searchText=&offset=270&max=30&sort=sortName&order=asc,Gemeente Loon op Zand,00000001003067841000,12-03-2010
06/09/2016 23:07:13,https://register.digikoppeling.nl/overview/index?searchText=&offset=270&max=30&sort=sortName&order=asc,Gemeente Lopik,00000001002313455000,25-09-2014
06/09/2016 23:07:13,https://register.digikoppeling.nl/overview/index?searchText=&offset=270&max=30&sort=sortName&order=asc,Gemeente Loppersum,00000001009962475000,13-06-2012
06/09/2016 23:07:13,https://register.digikoppeling.nl/overview/index?searchText=&offset=270&max=30&sort=sortName&order=asc,Gemeente Losser,00000001001255836000,25-07-2011
06/09/2016 23:07:13,https://register.digikoppeling.nl/overview/index?searchText=&offset=270&max=30&sort=sortName&order=asc,Gemeente Maasdonk,00000001001160746000,18-10-2012
06/09/2016 23:07:16,https://register.digikoppeling.nl/overview/index?searchText=&offset=300&max=30&sort=sortName&order=asc,Gemeente Maasdriel,00000001807286953000,21-09-2010
06/09/2016 23:07:16,https://register.digikoppeling.nl/overview/index?searchText=&offset=300&max=30&sort=sortName&order=asc,Gemeente Maasgouw,00000001816963253000,21-06-2010
06/09/2016 23:07:16,https://register.digikoppeling.nl/overview/index?searchText=&offset=300&max=30&sort=sortName&order=asc,Gemeente Maassluis,00000001001320257000,29-08-2011
06/09/2016 23:07:16,https://register.digikoppeling.nl/overview/index?searchText=&offset=300&max=30&sort=sortName&order=asc,Gemeente Maastricht,00000001001737442000,16-06-2010
06/09/2016 23:07:16,https://register.digikoppeling.nl/overview/index?searchText=&offset=300&max=30&sort=sortName&order=asc,Gemeente Marum,00000001001608290000,24-10-2011
06/09/2016 23:07:16,https://register.digikoppeling.nl/overview/index?searchText=&offset=300&max=30&sort=sortName&order=asc,Gemeente Medemblik,00000001001516826000,18-11-2010
06/09/2016 23:07:16,https://register.digikoppeling.nl/overview/index?searchText=&offset=300&max=30&sort=sortName&order=asc,Gemeente Meerssen,00000001001910693000,31-10-2013
06/09/2016 23:07:16,https://register.digikoppeling.nl/overview/index?searchText=&offset=300&max=30&sort=sortName&order=asc,Gemeente Menameradiel,00000001001612943000,10-12-2009
06/09/2016 23:07:16,https://register.digikoppeling.nl/overview/index?searchText=&offset=300&max=30&sort=sortName&order=asc,Gemeente Menterwolde,00000001009695898000,26-08-2010
06/09/2016 23:07:16,https://register.digikoppeling.nl/overview/index?searchText=&offset=300&max=30&sort=sortName&order=asc,Gemeente Meppel,00000001806299046000,24-09-2010
06/09/2016 23:07:16,https://register.digikoppeling.nl/overview/index?searchText=&offset=300&max=30&sort=sortName&order=asc,Gemeente Middelburg,00000001002128032000,31-07-2013
06/09/2016 23:07:16,https://register.digikoppeling.nl/overview/index?searchText=&offset=300&max=30&sort=sortName&order=asc,Gemeente Midden-Delfland,00000001812579410000,21-12-2011
06/09/2016 23:07:16,https://register.digikoppeling.nl/overview/index?searchText=&offset=300&max=30&sort=sortName&order=asc,Gemeente Midden-Drenthe,00000001806300449000,20-06-2013
06/09/2016 23:07:16,https://register.digikoppeling.nl/overview/index?searchText=&offset=300&max=30&sort=sortName&order=asc,Gemeente Mill en Sint Hubert,00000001001160813000,17-06-2014
06/09/2016 23:07:16,https://register.digikoppeling.nl/overview/index?searchText=&offset=300&max=30&sort=sortName&order=asc,Gemeente Moerdijk,00000001805329316000,21-03-2013
06/09/2016 23:07:16,https://register.digikoppeling.nl/overview/index?searchText=&offset=300&max=30&sort=sortName&order=asc,Gemeente Molenwaard,00000001823648552000,13-11-2012
06/09/2016 23:07:16,https://register.digikoppeling.nl/overview/index?searchText=&offset=300&max=30&sort=sortName&order=asc,Gemeente Montferland,00000001813585879000,28-12-2010
06/09/2016 23:07:16,https://register.digikoppeling.nl/overview/index?searchText=&offset=300&max=30&sort=sortName&order=asc,Gemeente Montfoort,00000001001721628000,02-12-2013
06/09/2016 23:07:16,https://register.digikoppeling.nl/overview/index?searchText=&offset=300&max=30&sort=sortName&order=asc,Gemeente Mook en Middelaar,00000001001683731000,10-07-2013
06/09/2016 23:07:16,https://register.digikoppeling.nl/overview/index?searchText=&offset=300&max=30&sort=sortName&order=asc,Gemeente Neder-Betuwe,00000001810162593000,02-04-2014
06/09/2016 23:07:16,https://register.digikoppeling.nl/overview/index?searchText=&offset=300&max=30&sort=sortName&order=asc,Gemeente Nederweert,00000001001113896000,13-03-2014
06/09/2016 23:07:16,https://register.digikoppeling.nl/overview/index?searchText=&offset=300&max=30&sort=sortName&order=asc,Gemeente Neerijnen,00000001004190105000,01-07-2013
06/09/2016 23:07:16,https://register.digikoppeling.nl/overview/index?searchText=&offset=300&max=30&sort=sortName&order=asc,Gemeente Nieuwegein,00000001002313546000,14-05-2014
06/09/2016 23:07:16,https://register.digikoppeling.nl/overview/index?searchText=&offset=300&max=30&sort=sortName&order=asc,Gemeente Nieuwkoop,00000001816172638000,04-11-2011
06/09/2016 23:07:16,https://register.digikoppeling.nl/overview/index?searchText=&offset=300&max=30&sort=sortName&order=asc,Gemeente Nijkerk,00000001001831197000,23-07-2014
06/09/2016 23:07:16,https://register.digikoppeling.nl/overview/index?searchText=&offset=300&max=30&sort=sortName&order=asc,Gemeente Nijmegen,00000001001479179000,25-11-2009
06/09/2016 23:07:16,https://register.digikoppeling.nl/overview/index?searchText=&offset=300&max=30&sort=sortName&order=asc,Gemeente Nissewaard,00000001823890478000,26-11-2014
06/09/2016 23:07:16,https://register.digikoppeling.nl/overview/index?searchText=&offset=300&max=30&sort=sortName&order=asc,Gemeente Noord-Beveland,00000001803093007000,27-02-2013
06/09/2016 23:07:16,https://register.digikoppeling.nl/overview/index?searchText=&offset=300&max=30&sort=sortName&order=asc,Gemeente Noordenveld,00000001806300619000,11-06-2012
06/09/2016 23:07:16,https://register.digikoppeling.nl/overview/index?searchText=&offset=300&max=30&sort=sortName&order=asc,Gemeente Noordoostpolder,00000001001891984000,02-10-2009
06/09/2016 23:07:19,https://register.digikoppeling.nl/overview/index?searchText=&offset=330&max=30&sort=sortName&order=asc,Gemeente Noordwijk,00000001002528381000,30-09-2013
06/09/2016 23:07:19,https://register.digikoppeling.nl/overview/index?searchText=&offset=330&max=30&sort=sortName&order=asc,Gemeente Noordwijkerhout,00000001002528319000,22-10-2013
06/09/2016 23:07:19,https://register.digikoppeling.nl/overview/index?searchText=&offset=330&max=30&sort=sortName&order=asc,Gemeente Nuenen,00000001001902854000,20-12-2013
06/09/2016 23:07:19,https://register.digikoppeling.nl/overview/index?searchText=&offset=330&max=30&sort=sortName&order=asc,Gemeente Nunspeet,00000001001831185000,22-02-2011
06/09/2016 23:07:19,https://register.digikoppeling.nl/overview/index?searchText=&offset=330&max=30&sort=sortName&order=asc,Gemeente Nuth,00000001001729469000,02-02-2012
06/09/2016 23:07:19,https://register.digikoppeling.nl/overview/index?searchText=&offset=330&max=30&sort=sortName&order=asc,Gemeente Oegstgeest,00000001001797840000,03-07-2013
06/09/2016 23:07:19,https://register.digikoppeling.nl/overview/index?searchText=&offset=330&max=30&sort=sortName&order=asc,Gemeente Oirschot,00000001001172724000,28-10-2011
06/09/2016 23:07:19,https://register.digikoppeling.nl/overview/index?searchText=&offset=330&max=30&sort=sortName&order=asc,Gemeente Oisterwijk,00000001001172736000,25-11-2013
06/09/2016 23:07:19,https://register.digikoppeling.nl/overview/index?searchText=&offset=330&max=30&sort=sortName&order=asc,Gemeente Oldambt,00000001821479490000,20-09-2010
06/09/2016 23:07:19,https://register.digikoppeling.nl/overview/index?searchText=&offset=330&max=30&sort=sortName&order=asc,Gemeente Oldebroek,00000001001831203000,28-10-2010
06/09/2016 23:07:19,https://register.digikoppeling.nl/overview/index?searchText=&offset=330&max=30&sort=sortName&order=asc,Gemeente Oldenzaal,00000001001255861000,20-08-2009
06/09/2016 23:07:19,https://register.digikoppeling.nl/overview/index?searchText=&offset=330&max=30&sort=sortName&order=asc,Gemeente Olst-Wijhe,00000001001932603000,03-06-2014
06/09/2016 23:07:19,https://register.digikoppeling.nl/overview/index?searchText=&offset=330&max=30&sort=sortName&order=asc,Gemeente Ommen,00000001001892022000,08-11-2013
06/09/2016 23:07:19,https://register.digikoppeling.nl/overview/index?searchText=&offset=330&max=30&sort=sortName&order=asc,Gemeente Onderbanken,00000001001730812000,19-06-2014
06/09/2016 23:07:19,https://register.digikoppeling.nl/overview/index?searchText=&offset=330&max=30&sort=sortName&order=asc,Gemeente Oost Gelre,00000001813586008000,25-10-2010
06/09/2016 23:07:19,https://register.digikoppeling.nl/overview/index?searchText=&offset=330&max=30&sort=sortName&order=asc,Gemeente Oosterhout,00000001001326132000,05-06-2012
06/09/2016 23:07:19,https://register.digikoppeling.nl/overview/index?searchText=&offset=330&max=30&sort=sortName&order=asc,Gemeente Ooststellingwerf,00000001002017891000,18-11-2011
06/09/2016 23:07:19,https://register.digikoppeling.nl/overview/index?searchText=&offset=330&max=30&sort=sortName&order=asc,Gemeente Oostzaan,00000001002014294000,24-08-2012
06/09/2016 23:07:19,https://register.digikoppeling.nl/overview/index?searchText=&offset=330&max=30&sort=sortName&order=asc,Gemeente Opmeer,00000001001516905000,22-03-2013
06/09/2016 23:07:19,https://register.digikoppeling.nl/overview/index?searchText=&offset=330&max=30&sort=sortName&order=asc,Gemeente Opsterland,00000001001950149000,21-01-2011
06/09/2016 23:07:19,https://register.digikoppeling.nl/overview/index?searchText=&offset=330&max=30&sort=sortName&order=asc,Gemeente Oss,00000001001160849000,15-11-2012
