collection_date,owms_label,owms_uri,don_uri,don_label,afkorting,endDate,parent,type,opvolger_label
24/08/2016,Gennep,http://standaarden.overheid.nl/owms/terms/Gennep_(gemeente),https://data.overheid.nl/overheidsorganisatie/gennep,Gennep,,,,Gemeente,
24/08/2016,Gerechtsdeurwaarders (Cluster),http://standaarden.overheid.nl/owms/terms/Gerechtsdeurwaarders_(Cluster),,,,,,Zelfstandig bestuursorgaan,
24/08/2016,Gerechtshof 's-Gravenhage,http://standaarden.overheid.nl/owms/terms/Gerechtshof_'s-Gravenhage,https://data.overheid.nl/overheidsorganisatie/gerechtshof-s-gravenhage,Gerechtshof 's-Gravenhage,,31/12/12,,Rechterlijke macht,Gerechtshof Den Haag
24/08/2016,Gerechtshof 's-Hertogenbosch,http://standaarden.overheid.nl/owms/terms/Gerechtshof_'s-Hertogenbosch,https://data.overheid.nl/overheidsorganisatie/gerechtshof-s-hertogenbosch,Gerechtshof 's-Hertogenbosch,,,,Rechterlijke macht,
24/08/2016,Gerechtshof Amsterdam,http://standaarden.overheid.nl/owms/terms/Gerechtshof_Amsterdam,https://data.overheid.nl/overheidsorganisatie/gerechtshof-amsterdam,Gerechtshof Amsterdam,,,,Rechterlijke macht,
24/08/2016,Gerechtshof Arnhem,http://standaarden.overheid.nl/owms/terms/Gerechtshof_Arnhem,,,,31/12/12,,Rechterlijke macht,Gerechtshof Arnhem-Leeuwarden
24/08/2016,Gerechtshof Arnhem-Leeuwarden,http://standaarden.overheid.nl/owms/terms/Gerechtshof_Arnhem-Leeuwarden,,,,,,Rechterlijke macht,
24/08/2016,Gerechtshof Den Haag,http://standaarden.overheid.nl/owms/terms/Gerechtshof_Den_Haag,,,,,,Rechterlijke macht,
24/08/2016,Gerechtshof Leeuwarden,http://standaarden.overheid.nl/owms/terms/Gerechtshof_Leeuwarden,,,,31/12/12,,Rechterlijke macht,Gerechtshof Arnhem-Leeuwarden
24/08/2016,Gewest Gooi en Vechtstreek,http://standaarden.overheid.nl/owms/terms/Gewest_Gooi_en_Vechtstreek,,,,30/06/13,,Regionaal samenwerkingsorgaan,
24/08/2016,Gezondheidsraad,http://standaarden.overheid.nl/owms/terms/Gezondheidsraad,,,,,,Adviescollege,
24/08/2016,GGD Amsterdam,http://standaarden.overheid.nl/owms/terms/GGD_Amsterdam,,,,,,Regionaal samenwerkingsorgaan,
24/08/2016,GGD Brabant-Zuidoost,http://standaarden.overheid.nl/owms/terms/GGD_Brabant-Zuidoost,,,,,,Regionaal samenwerkingsorgaan,
24/08/2016,GGD Den Haag,http://standaarden.overheid.nl/owms/terms/GGD_Den_Haag,,,,31/12/13,,Regionaal samenwerkingsorgaan,Gemeentelijke Gezondheidsdienst Haaglanden
24/08/2016,GGD Drenthe,http://standaarden.overheid.nl/owms/terms/GGD_Drenthe,,,,,,Regionaal samenwerkingsorgaan,
24/08/2016,GGD Flevoland,http://standaarden.overheid.nl/owms/terms/GGD_Flevoland,,,,31/12/07,,Regionaal samenwerkingsorgaan,
24/08/2016,GGD Fryslân,http://standaarden.overheid.nl/owms/terms/GGD_Fryslan,,,,,,Regionaal samenwerkingsorgaan,
24/08/2016,GGD Gelderland Midden,http://standaarden.overheid.nl/owms/terms/GGD_Gelderland_Midden,,,,31/12/10,,Regionaal samenwerkingsorgaan,
24/08/2016,GGD Gelre-IJssel,http://standaarden.overheid.nl/owms/terms/GGD_Gelre-IJssel,,,,,,Regionaal samenwerkingsorgaan,
24/08/2016,GGD Groningen,http://standaarden.overheid.nl/owms/terms/GGD_Groningen,,,,31/12/10,,Regionaal samenwerkingsorgaan,
24/08/2016,GGD Hart voor Brabant,http://standaarden.overheid.nl/owms/terms/GGD_Hart_voor_Brabant,,,,,,Regionaal samenwerkingsorgaan,
24/08/2016,GGD Hollands Midden,http://standaarden.overheid.nl/owms/terms/GGD_Hollands_Midden,,,,,,Regionaal samenwerkingsorgaan,
24/08/2016,GGD Hollands Noorden,http://standaarden.overheid.nl/owms/terms/GGD_Hollands_Noorden,,,,,,Regionaal samenwerkingsorgaan,
24/08/2016,GGD IJsselland,http://standaarden.overheid.nl/owms/terms/GGD_IJsselland,,,,,,Regionaal samenwerkingsorgaan,
24/08/2016,GGD Kennemerland,http://standaarden.overheid.nl/owms/terms/GGD_Kennemerland,,,,,,Regionaal samenwerkingsorgaan,
24/08/2016,GGD Limburg-Noord,http://standaarden.overheid.nl/owms/terms/GGD_Limburg-Noord,,,,,,Regionaal samenwerkingsorgaan,
24/08/2016,GGD Midden-Nederland,http://standaarden.overheid.nl/owms/terms/GGD_Midden-Nederland,,,,31/12/13,,Regionaal samenwerkingsorgaan,Gemeentelijke Gezondheidsdienst Regio Utrecht
24/08/2016,GGD Regio Nijmegen,http://standaarden.overheid.nl/owms/terms/GGD_Regio_Nijmegen,,,,31/12/12,,Regionaal samenwerkingsorgaan,Gemeentelijke Gezondheidsdienst Gelderland-Zuid
24/08/2016,GGD Regio Twente,http://standaarden.overheid.nl/owms/terms/GGD_Regio_Twente,,,,,,Regionaal samenwerkingsorgaan,
24/08/2016,GGD Rivierenland,http://standaarden.overheid.nl/owms/terms/GGD_Rivierenland,,,,31/12/12,,Regionaal samenwerkingsorgaan,Gemeentelijke Gezondheidsdienst Gelderland-Zuid
24/08/2016,GGD Rotterdam-Rijnmond,http://standaarden.overheid.nl/owms/terms/GGD_Rotterdam-Rijnmond,,,,,,Regionaal samenwerkingsorgaan,
24/08/2016,GGD West-Brabant,http://standaarden.overheid.nl/owms/terms/GGD_West-Brabant,,,,,,Regionaal samenwerkingsorgaan,
24/08/2016,GGD Zaanstreek-Waterland,http://standaarden.overheid.nl/owms/terms/GGD_Zaanstreek-Waterland,,,,31/12/98,,Regionaal samenwerkingsorgaan,
24/08/2016,GGD Zeeland,http://standaarden.overheid.nl/owms/terms/GGD_Zeeland,,,,15/06/12,,Regionaal samenwerkingsorgaan,
24/08/2016,GGD Zuid Limburg,http://standaarden.overheid.nl/owms/terms/GGD_Zuid_Limburg,,,,31/03/10,,Regionaal samenwerkingsorgaan,
24/08/2016,GGD Zuid-Holland West,http://standaarden.overheid.nl/owms/terms/GGD_Zuid-Holland_West,,,,31/12/13,,Regionaal samenwerkingsorgaan,Gemeentelijke Gezondheidsdienst Haaglanden
24/08/2016,GGD Zuid-Holland Zuid,http://standaarden.overheid.nl/owms/terms/GGD_Zuid-Holland_Zuid,,,,31/12/08,,Regionaal samenwerkingsorgaan,Dienst Gezondheid & Jeugd Zuid-Holland Zuid
24/08/2016,Gemeenschappelijke Gezondheidsdienst Flevoland 2008,http://standaarden.overheid.nl/owms/terms/ggdfld,,,GGD Fl,,,Regionaal samenwerkingsorgaan,
24/08/2016,Gemeentelijke Gezondheidsdienst Gelderland-Zuid,http://standaarden.overheid.nl/owms/terms/ggdglz,,,,,,Regionaal samenwerkingsorgaan,
24/08/2016,Gemeentelijke Gezondheidsdienst Haaglanden,http://standaarden.overheid.nl/owms/terms/ggdhl,,,,,,Regionaal samenwerkingsorgaan,
24/08/2016,Gemeenschappelijke Gezondheidsdienst Hollands Noorden,http://standaarden.overheid.nl/owms/terms/ggdholn,,,,,,Regionaal samenwerkingsorgaan,
24/08/2016,Gemeenschappelijke Gezondheidsdienst Noord- en Oost-Gelderland,http://standaarden.overheid.nl/owms/terms/ggdnog,,,,,,Regionaal samenwerkingsorgaan,
24/08/2016,Gemeentelijke Gezondheidsdienst Rotterdam-Rijnmond,http://standaarden.overheid.nl/owms/terms/ggdrorm,,,,,,Regionaal samenwerkingsorgaan,
24/08/2016,Gemeentelijke Gezondheidsdienst Regio Utrecht,http://standaarden.overheid.nl/owms/terms/ggdru,,,,,,Regionaal samenwerkingsorgaan,
24/08/2016,Gemeenschappelijke Gezondheidsdienst Zeeland,http://standaarden.overheid.nl/owms/terms/ggdzld,,,,,,Regionaal samenwerkingsorgaan,
24/08/2016,Geneeskundige Gezondheidsdienst Zuid-Limburg,http://standaarden.overheid.nl/owms/terms/ggdzlim,,,,,,Regionaal samenwerkingsorgaan,
24/08/2016,Gemeenschappelijke Gezondheidsdienst Zaanstreek-Waterland,http://standaarden.overheid.nl/owms/terms/ggdzswl,,,,,,Regionaal samenwerkingsorgaan,
24/08/2016,Giessenlanden,http://standaarden.overheid.nl/owms/terms/Giessenlanden,,,,,,Gemeente,
24/08/2016,Gilze en Rijen,http://standaarden.overheid.nl/owms/terms/Gilze_en_Rijen_(gemeente),https://data.overheid.nl/overheidsorganisatie/gilze-en-rijen,Gilze en Rijen,,,,Gemeente,
24/08/2016,Goedereede,http://standaarden.overheid.nl/owms/terms/Goedereede_(gemeente),https://data.overheid.nl/overheidsorganisatie/goedereede,Goedereede,,31/12/12,,Gemeente,Goeree-Overflakkee
24/08/2016,Goeree-Overflakkee,http://standaarden.overheid.nl/owms/terms/Goeree-Overflakkee,,,,,,Gemeente,
24/08/2016,Goes,http://standaarden.overheid.nl/owms/terms/Goes_(gemeente),https://data.overheid.nl/overheidsorganisatie/goes,Goes,,,,Gemeente,
24/08/2016,Goirle,http://standaarden.overheid.nl/owms/terms/Goirle_(gemeente),https://data.overheid.nl/overheidsorganisatie/goirle,Goirle,,,,Gemeente,
24/08/2016,Gooise Meren,http://standaarden.overheid.nl/owms/terms/Gooise_Meren,,,,,,Gemeente,
24/08/2016,Goor,http://standaarden.overheid.nl/owms/terms/Goor_(gemeente),https://data.overheid.nl/overheidsorganisatie/goor,Goor,,31/12/00,,Gemeente,Hof van Twente
24/08/2016,Gorinchem,http://standaarden.overheid.nl/owms/terms/Gorinchem_(gemeente),https://data.overheid.nl/overheidsorganisatie/gorinchem,Gorinchem,,,,Gemeente,
24/08/2016,Gorssel,http://standaarden.overheid.nl/owms/terms/Gorssel_(gemeente),https://data.overheid.nl/overheidsorganisatie/gorssel,Gorssel,,31/12/04,,Gemeente,Lochem
24/08/2016,Gouda,http://standaarden.overheid.nl/owms/terms/Gouda_(gemeente),https://data.overheid.nl/overheidsorganisatie/gouda,Gouda,,,,Gemeente,
24/08/2016,Graafstroom,http://standaarden.overheid.nl/owms/terms/Graafstroom,,,,31/12/12,,Gemeente,Molenwaard
24/08/2016,Graft-De Rijp,http://standaarden.overheid.nl/owms/terms/Graft-De_Rijp_(gemeente),https://data.overheid.nl/overheidsorganisatie/graft-de-rijp,Graft-De Rijp,,31/12/14,,Gemeente,Alkmaar
24/08/2016,Gramsbergen,http://standaarden.overheid.nl/owms/terms/Gramsbergen_(gemeente),https://data.overheid.nl/overheidsorganisatie/gramsbergen,Gramsbergen,,31/12/00,,Gemeente,Hardenberg
24/08/2016,Grave,http://standaarden.overheid.nl/owms/terms/Grave_(gemeente),https://data.overheid.nl/overheidsorganisatie/grave,Grave,,,,Gemeente,
24/08/2016,Groengebied Amstelland,http://standaarden.overheid.nl/owms/terms/Groengebied_Amstelland,,,,,,Regionaal samenwerkingsorgaan,
24/08/2016,Groenlo,http://standaarden.overheid.nl/owms/terms/Groenlo_(gemeente),https://data.overheid.nl/overheidsorganisatie/groenlo,Groenlo,,19/05/06,,Gemeente,Oost Gelre
24/08/2016,Groenservice Zuid-Holland,http://standaarden.overheid.nl/owms/terms/Groenservice_Zuid-Holland,,,,,,Regionaal samenwerkingsorgaan,
24/08/2016,Groesbeek,http://standaarden.overheid.nl/owms/terms/Groesbeek_(gemeente),https://data.overheid.nl/overheidsorganisatie/groesbeek,Groesbeek,,31/12/15,,Gemeente,Berg en Dal
24/08/2016,Grondkamers (Cluster),http://standaarden.overheid.nl/owms/terms/Grondkamers_(Cluster),,,,,,Zelfstandig bestuursorgaan,
24/08/2016,Groningen,http://standaarden.overheid.nl/owms/terms/Groningen_(gemeente),https://data.overheid.nl/overheidsorganisatie/groningen-gr,Groningen (Gr),,,,Gemeente,
24/08/2016,Groningen,http://standaarden.overheid.nl/owms/terms/Groningen_(provincie),https://data.overheid.nl/overheidsorganisatie/groningen,Groningen,,,,Provincie,
24/08/2016,Groningen (Gr),http://standaarden.overheid.nl/owms/terms/Groningen_oud,,,,,,Gemeente,
24/08/2016,Grootegast,http://standaarden.overheid.nl/owms/terms/Grootegast_(gemeente),https://data.overheid.nl/overheidsorganisatie/grootegast,Grootegast,,,,Gemeente,
24/08/2016,Grubbenvorst,http://standaarden.overheid.nl/owms/terms/Grubbenvorst_(gemeente),https://data.overheid.nl/overheidsorganisatie/grubbenvorst,Grubbenvorst,,31/12/00,,Gemeente,Horst aan de Maas
24/08/2016,Gemeenschappelijke Regeling Werk & Inkomen Lekstroom,http://standaarden.overheid.nl/owms/terms/GRWIL,,,,,,Regionaal samenwerkingsorgaan,
24/08/2016,Gulpen-Wittem,http://standaarden.overheid.nl/owms/terms/Gulpen-Wittem,,,,,,Gemeente,
24/08/2016,Haaksbergen,http://standaarden.overheid.nl/owms/terms/Haaksbergen_(gemeente),https://data.overheid.nl/overheidsorganisatie/haaksbergen,Haaksbergen,,,,Gemeente,
24/08/2016,Haaren,http://standaarden.overheid.nl/owms/terms/Haaren_(gemeente),https://data.overheid.nl/overheidsorganisatie/haaren,Haaren,,,,Gemeente,
24/08/2016,Haarlem,http://standaarden.overheid.nl/owms/terms/Haarlem,https://data.overheid.nl/overheidsorganisatie/haarlem,Haarlem,,,,Gemeente,
24/08/2016,Haarlemmerliede en Spaarnwoude,http://standaarden.overheid.nl/owms/terms/Haarlemmerliede_en_Spaarnwoude,,,,,,Gemeente,
24/08/2016,Haarlemmermeer,http://standaarden.overheid.nl/owms/terms/Haarlemmermeer_(gemeente),https://data.overheid.nl/overheidsorganisatie/haarlemmermeer,Haarlemmermeer,,,,Gemeente,
24/08/2016,Haelen,http://standaarden.overheid.nl/owms/terms/Haelen_(gemeente),https://data.overheid.nl/overheidsorganisatie/haelen,Haelen,,31/12/06,,Gemeente,Leudal
24/08/2016,Halderberge,http://standaarden.overheid.nl/owms/terms/Halderberge,,,,,,Gemeente,
24/08/2016,Hardenberg,http://standaarden.overheid.nl/owms/terms/Hardenberg,,,,,,Gemeente,
24/08/2016,Harderwijk,http://standaarden.overheid.nl/owms/terms/Harderwijk_(gemeente),https://data.overheid.nl/overheidsorganisatie/harderwijk,Harderwijk,,,,Gemeente,
24/08/2016,Hardinxveld-Giessendam,http://standaarden.overheid.nl/owms/terms/Hardinxveld-Giessendam_(gemeente),https://data.overheid.nl/overheidsorganisatie/hardinxveld-giessendam,Hardinxveld-Giessendam,,,,Gemeente,
24/08/2016,Haren,http://standaarden.overheid.nl/owms/terms/Haren_(gemeente),https://data.overheid.nl/overheidsorganisatie/haren,Haren,,,,Gemeente,
24/08/2016,Harenkarspel,http://standaarden.overheid.nl/owms/terms/Harenkarspel_(gemeente),https://data.overheid.nl/overheidsorganisatie/harenkarspel,Harenkarspel,,31/12/12,,Gemeente,Schagen
24/08/2016,Harlingen,http://standaarden.overheid.nl/owms/terms/Harlingen_(gemeente),https://data.overheid.nl/overheidsorganisatie/harlingen,Harlingen,,,,Gemeente,
24/08/2016,Harmelen,http://standaarden.overheid.nl/owms/terms/Harmelen_(gemeente),https://data.overheid.nl/overheidsorganisatie/harmelen,Harmelen,,31/12/00,,Gemeente,Woerden
24/08/2016,Hasselt,http://standaarden.overheid.nl/owms/terms/Hasselt_(gemeente),https://data.overheid.nl/overheidsorganisatie/hasselt,Hasselt,,31/12/00,,Gemeente,Zwartewaterland
24/08/2016,Hattem,http://standaarden.overheid.nl/owms/terms/Hattem_(gemeente),https://data.overheid.nl/overheidsorganisatie/hattem,Hattem,,,,Gemeente,
24/08/2016,Havenschap Moerdijk,http://standaarden.overheid.nl/owms/terms/Havenschap_Moerdijk,,,,,,Overheidsorganisatie,
24/08/2016,Havenbedrijf Rotterdam,http://standaarden.overheid.nl/owms/terms/hbrdam,,,,,http://standaarden.overheid.nl/owms/terms/Rotterdam,Dienst,
24/08/2016,Heel,http://standaarden.overheid.nl/owms/terms/Heel,,,,31/12/06,,Gemeente,Maasgouw
24/08/2016,Heemskerk,http://standaarden.overheid.nl/owms/terms/Heemskerk_(gemeente),https://data.overheid.nl/overheidsorganisatie/heemskerk,Heemskerk,,,,Gemeente,
24/08/2016,Heemstede,http://standaarden.overheid.nl/owms/terms/Heemstede_(gemeente),https://data.overheid.nl/overheidsorganisatie/heemstede,Heemstede,,,,Gemeente,
24/08/2016,Heerde,http://standaarden.overheid.nl/owms/terms/Heerde_(gemeente),https://data.overheid.nl/overheidsorganisatie/heerde,Heerde,,,,Gemeente,
24/08/2016,Heerenveen,http://standaarden.overheid.nl/owms/terms/Heerenveen_(gemeente),https://data.overheid.nl/overheidsorganisatie/heerenveen,Heerenveen,,,,Gemeente,
24/08/2016,Heerhugowaard,http://standaarden.overheid.nl/owms/terms/Heerhugowaard_(gemeente),https://data.overheid.nl/overheidsorganisatie/heerhugowaard,Heerhugowaard,,,,Gemeente,
24/08/2016,Heerjansdam,http://standaarden.overheid.nl/owms/terms/Heerjansdam_(gemeente),https://data.overheid.nl/overheidsorganisatie/heerjansdam,Heerjansdam,,31/12/02,,Gemeente,Zwijndrecht
24/08/2016,Heerlen,http://standaarden.overheid.nl/owms/terms/Heerlen_(gemeente),https://data.overheid.nl/overheidsorganisatie/heerlen,Heerlen,,,,Gemeente,
24/08/2016,Heeze-Leende,http://standaarden.overheid.nl/owms/terms/Heeze-Leende,,,,,,Gemeente,
24/08/2016,Heiloo,http://standaarden.overheid.nl/owms/terms/Heiloo_(gemeente),https://data.overheid.nl/overheidsorganisatie/heiloo,Heiloo,,,,Gemeente,
24/08/2016,Heino,http://standaarden.overheid.nl/owms/terms/Heino_(gemeente),https://data.overheid.nl/overheidsorganisatie/heino,Heino,,31/12/00,,Gemeente,Raalte
24/08/2016,Helden,http://standaarden.overheid.nl/owms/terms/Helden_(gemeente),https://data.overheid.nl/overheidsorganisatie/helden,Helden,,31/12/09,,Gemeente,Peel en Maas
24/08/2016,Hellendoorn,http://standaarden.overheid.nl/owms/terms/Hellendoorn_(gemeente),https://data.overheid.nl/overheidsorganisatie/hellendoorn,Hellendoorn,,,,Gemeente,
24/08/2016,Hellevoetsluis,http://standaarden.overheid.nl/owms/terms/Hellevoetsluis_(gemeente),https://data.overheid.nl/overheidsorganisatie/hellevoetsluis,Hellevoetsluis,,,,Gemeente,
24/08/2016,Helmond,http://standaarden.overheid.nl/owms/terms/Helmond_(gemeente),https://data.overheid.nl/overheidsorganisatie/helmond,Helmond,,,,Gemeente,
24/08/2016,Hendrik-Ido-Ambacht,http://standaarden.overheid.nl/owms/terms/Hendrik-Ido-Ambacht_(gemeente),https://data.overheid.nl/overheidsorganisatie/hendrik-ido-ambacht,Hendrik-Ido-Ambacht,,,,Gemeente,
24/08/2016,Hengelo,http://standaarden.overheid.nl/owms/terms/Hengelo,,,,,,Gemeente,
24/08/2016,Herinrichtingcommissie Oost-Groningen en de Gronings-Drentse Veenkoloniën,http://standaarden.overheid.nl/owms/terms/Herinrichtingcommissie_Oost-Groningen_en_de_Gronings-Drentse_Veenkolonien,,,,01/01/11,,Zelfstandig bestuursorgaan,
24/08/2016,het Bildt,http://standaarden.overheid.nl/owms/terms/Het_Bildt,,,,,,Gemeente,
24/08/2016,Het Bildt,http://standaarden.overheid.nl/owms/terms/Het_Bildt_oud,,,,,,Gemeente,
24/08/2016,Het Plein,http://standaarden.overheid.nl/owms/terms/Het_Plein,,,,,,Regionaal samenwerkingsorgaan,
24/08/2016,Heteren,http://standaarden.overheid.nl/owms/terms/Heteren_(gemeente),https://data.overheid.nl/overheidsorganisatie/heteren,Heteren,,31/12/00,,Gemeente,Overbetuwe
24/08/2016,Hét Service Centrum,http://standaarden.overheid.nl/owms/terms/hetsc,,,,,,Regionaal samenwerkingsorgaan,
24/08/2016,Heumen,http://standaarden.overheid.nl/owms/terms/Heumen_(gemeente),https://data.overheid.nl/overheidsorganisatie/heumen,Heumen,,,,Gemeente,
24/08/2016,Heusden,http://standaarden.overheid.nl/owms/terms/Heusden_(gemeente),https://data.overheid.nl/overheidsorganisatie/heusden,Heusden,,,,Gemeente,
24/08/2016,Heythuysen,http://standaarden.overheid.nl/owms/terms/Heythuysen_(gemeente),https://data.overheid.nl/overheidsorganisatie/heythuysen,Heythuysen,,31/12/06,,Gemeente,Leudal
24/08/2016,Hefpunt,http://standaarden.overheid.nl/owms/terms/hfpnt,,,,,,Regionaal samenwerkingsorgaan,
24/08/2016,Hillegom,http://standaarden.overheid.nl/owms/terms/Hillegom_(gemeente),https://data.overheid.nl/overheidsorganisatie/hillegom,Hillegom,,,,Gemeente,
24/08/2016,Hilvarenbeek,http://standaarden.overheid.nl/owms/terms/Hilvarenbeek_(gemeente),https://data.overheid.nl/overheidsorganisatie/hilvarenbeek,Hilvarenbeek,,,,Gemeente,
24/08/2016,Hilversum,http://standaarden.overheid.nl/owms/terms/Hilversum_(gemeente),https://data.overheid.nl/overheidsorganisatie/hilversum,Hilversum,,,,Gemeente,
24/08/2016,HISWA Vereniging,http://standaarden.overheid.nl/owms/terms/HISWA_Vereniging,,,,,,Zelfstandig bestuursorgaan,
24/08/2016,Hoevelaken,http://standaarden.overheid.nl/owms/terms/Hoevelaken_(gemeente),https://data.overheid.nl/overheidsorganisatie/hoevelaken,Hoevelaken,,31/12/99,,Gemeente,Nijkerk
24/08/2016,Hof van Twente,http://standaarden.overheid.nl/owms/terms/Hof_van_Twente,,,,,,Gemeente,
24/08/2016,Hoge Raad der Nederlanden,http://standaarden.overheid.nl/owms/terms/Hoge_Raad_der_Nederlanden,,,,,,Rechterlijke macht,
24/08/2016,Hoge Raad van Adel,http://standaarden.overheid.nl/owms/terms/Hoge_Raad_van_Adel,,,,,,Hoog College van Staat,
24/08/2016,Holland Rijnland,http://standaarden.overheid.nl/owms/terms/Holland_Rijnland,,,,,,Regionaal samenwerkingsorgaan,
24/08/2016,Hollands Kroon,http://standaarden.overheid.nl/owms/terms/Hollands_Kroon,,,,,,Gemeente,
24/08/2016,Holten,http://standaarden.overheid.nl/owms/terms/Holten_(gemeente),https://data.overheid.nl/overheidsorganisatie/holten,Holten,,31/12/00,,Gemeente,Rijssen
24/08/2016,Hontenisse,http://standaarden.overheid.nl/owms/terms/Hontenisse_(gemeente),https://data.overheid.nl/overheidsorganisatie/hontenisse,Hontenisse,,31/12/02,,Gemeente,Hulst
24/08/2016,Hoofdbedrijfschap Afbouw en Onderhoud,http://standaarden.overheid.nl/owms/terms/Hoofdbedrijfschap_Afbouw_en_Onderhoud,,,,,,Openbaar Lichaam,
24/08/2016,Hoofdbedrijfschap Agrarische Groothandel,http://standaarden.overheid.nl/owms/terms/Hoofdbedrijfschap_Agrarische_Groothandel,,,,,,Openbaar Lichaam,
24/08/2016,Hoofdbedrijfschap Ambachten,http://standaarden.overheid.nl/owms/terms/Hoofdbedrijfschap_Ambachten,,,,,,Openbaar Lichaam,
24/08/2016,Hoofdbedrijfschap Detailhandel,http://standaarden.overheid.nl/owms/terms/Hoofdbedrijfschap_Detailhandel,,,,,,Openbaar Lichaam,
24/08/2016,Hoofdproductschap Akkerbouw,http://standaarden.overheid.nl/owms/terms/Hoofdproductschap_Akkerbouw,,,,,,Openbaar Lichaam,
24/08/2016,Hoogeveen,http://standaarden.overheid.nl/owms/terms/Hoogeveen_(gemeente),https://data.overheid.nl/overheidsorganisatie/hoogeveen,Hoogeveen,,,,Gemeente,
24/08/2016,Hoogezand-Sappemeer,http://standaarden.overheid.nl/owms/terms/Hoogezand-Sappemeer,,,,,,Gemeente,
24/08/2016,"Hoogheemraadschap Amstel, Gooi en Vecht","http://standaarden.overheid.nl/owms/terms/Hoogheemraadschap_Amstel,_Gooi_en_Vecht",,,,,,Waterschap,
24/08/2016,Hoogheemraadschap De Stichtse Rijnlanden,http://standaarden.overheid.nl/owms/terms/Hoogheemraadschap_De_Stichtse_Rijnlanden,,,,,,Waterschap,
24/08/2016,Hoogheemraadschap Hollands Noorderkwartier,http://standaarden.overheid.nl/owms/terms/Hoogheemraadschap_Hollands_Noorderkwartier,,,,,,Waterschap,
24/08/2016,Hoogheemraadschap van Delfland,http://standaarden.overheid.nl/owms/terms/Hoogheemraadschap_van_Delfland,,,,,,Waterschap,
24/08/2016,Hoogheemraadschap van Rijnland,http://standaarden.overheid.nl/owms/terms/Hoogheemraadschap_van_Rijnland,,,,,,Waterschap,
24/08/2016,Hoogheemraadschap van Schieland en de Krimpenerwaard,http://standaarden.overheid.nl/owms/terms/Hoogheemraadschap_van_Schieland_en_de_Krimpenerwaard,,,,,,Waterschap,
24/08/2016,Hoorn,http://standaarden.overheid.nl/owms/terms/Hoorn_(gemeente),https://data.overheid.nl/overheidsorganisatie/hoorn,Hoorn,,,,Gemeente,
24/08/2016,Horst,http://standaarden.overheid.nl/owms/terms/Horst_(gemeente),https://data.overheid.nl/overheidsorganisatie/horst,Horst,,31/12/00,,Gemeente,Horst aan de Maas
24/08/2016,Horst aan de Maas,http://standaarden.overheid.nl/owms/terms/Horst_aan_de_Maas,,,,,,Gemeente,
24/08/2016,Houten,http://standaarden.overheid.nl/owms/terms/Houten_(gemeente),https://data.overheid.nl/overheidsorganisatie/houten,Houten,,,,Gemeente,
24/08/2016,Huissen,http://standaarden.overheid.nl/owms/terms/Huissen_(gemeente),https://data.overheid.nl/overheidsorganisatie/huissen,Huissen,,31/12/00,,Gemeente,Bemmel
24/08/2016,Huizen,http://standaarden.overheid.nl/owms/terms/Huizen_(gemeente),https://data.overheid.nl/overheidsorganisatie/huizen,Huizen,,,,Gemeente,
24/08/2016,Hulpverlening Gelderland-Midden,http://standaarden.overheid.nl/owms/terms/Hulpverlening_Gelderland-Midden,,,,31/12/10,,Regionaal samenwerkingsorgaan,Veiligheids- en Gezondheidsregio Gelderland-Midden
24/08/2016,Hulst,http://standaarden.overheid.nl/owms/terms/Hulst_(gemeente),https://data.overheid.nl/overheidsorganisatie/hulst,Hulst,,,,Gemeente,
24/08/2016,Hummelo en Keppel,http://standaarden.overheid.nl/owms/terms/Hummelo_en_Keppel,,,,31/12/04,,Gemeente,Bronckhorst
24/08/2016,Hummelo,http://standaarden.overheid.nl/owms/terms/Hummelo_en_Keppel_oud,,,,31/12/04,,Gemeente,Bronckhorst
24/08/2016,Hunsel,http://standaarden.overheid.nl/owms/terms/Hunsel_(gemeente),https://data.overheid.nl/overheidsorganisatie/hunsel,Hunsel,,31/12/06,,Gemeente,Leudal
24/08/2016,"hûs en hiem, welstandsadvisering en monumentenzorg",http://standaarden.overheid.nl/owms/terms/huseh,,,,,,Regionaal samenwerkingsorgaan,
24/08/2016,Huurcommissies (Cluster),http://standaarden.overheid.nl/owms/terms/Huurcommissies_(Cluster),,,,,,Zelfstandig bestuursorgaan,
24/08/2016,ICT samenwerking West-Brabant-West,http://standaarden.overheid.nl/owms/terms/ictswbw,,,,,,Regionaal samenwerkingsorgaan,
24/08/2016,Informatiehuis Water,http://standaarden.overheid.nl/owms/terms/ihw,https://data.overheid.nl/overheidsorganisatie/informatiehuis-water,Informatiehuis Water,,,,Regionaal samenwerkingsorgaan,
24/08/2016,IJkbevoegden (Cluster),http://standaarden.overheid.nl/owms/terms/IJkbevoegden_(Cluster),,,,,,Zelfstandig bestuursorgaan,
24/08/2016,IJssel-Vecht,http://standaarden.overheid.nl/owms/terms/IJssel-Vecht,,,,31/12/08,,Regionaal samenwerkingsorgaan,
24/08/2016,IJsselham,http://standaarden.overheid.nl/owms/terms/IJsselham_(gemeente),https://data.overheid.nl/overheidsorganisatie/ijsselham,IJsselham,,31/12/00,,Gemeente,Steenwijk
24/08/2016,IJsselmuiden,http://standaarden.overheid.nl/owms/terms/IJsselmuiden_(gemeente),https://data.overheid.nl/overheidsorganisatie/ijsselmuiden,IJsselmuiden,,31/12/00,,Gemeente,Kampen
