Datum aanvraag,Consent nummer,Aantal,Goederen omschrijving,land van herkomst,land van bestemming (**),Ad-hoc J/N (***),VP/AN (****),Vervoermiddel,Plaats van uitgang
08/06/2012,29113807,41,1 kogelgeweer kal. 7 mm en 40 patronen,VS,VK v.v.,,,Vliegtuig,Schiphol
08/06/2012,29113912,41,1 kogelgeweer kal. 7 mm en 40 patronen,VS,VK v.v.,,,Vliegtuig,Schiphol
08/06/2012,29118159,102,"1 kogelgeweer kal. .300 en 50 patronen, 1 kogelgeweer kal. 7 mm en 50 patronen",VS,Zuid-Afrika v.v.,,,Vliegtuig,Schiphol
08/08/2012,29110379,1,Kogelgeweer kal. 6 mm,Spanje,Finland v.v.,,,Vliegtuig,Schiphol
08/08/2012,29110441,1,Kogelgeweer kal. 6 mm,Spanje,Finland v.v.,,,Vliegtuig,Schiphol
08/08/2012,29110557,1,Kogelgeweer kal. 6 mm,Spanje,Finland v.v.,,,Vliegtuig,Schiphol
08/08/2012,29110689,201,1 kogelgeweer kal. 6 mm en 200 patronen,Spanje,Finland v.v.,,,Vliegtuig,Schiphol
08/08/2012,29110697,401,1 kogelgeweer kal. 6 mm en 400 patronen,Spanje,Finland v.v.,,,Vliegtuig,Schiphol
08/08/2012,29119562,1,Kogelgeweer kal. 6 mm,Spanje,Finland v.v.,,,Vliegtuig,Schiphol
08/09/2012,29108536,2,1 kogelgeweer kal. .375 en 1 kogelgeweer kal. .300,VS,Tanzania v.v.,,,Vliegtuig,Schiphol
08/09/2012,29108633,2,1 kogelgeweer kal. .375 en 1 kogelgeweer kal. .340,VS,Tanzania v.v.,,,Vliegtuig,Schiphol
08/09/2012,29108854,2,1 kogelgeweer kal. .375 en 1 kogelgeweer kal. .300,VS,Tanzania v.v.,,,Vliegtuig,Schiphol
08/09/2012,29120080,1,Kogelgeweer kal. .300,Denemarken,Zuid-Afrika v.v.,,,Vliegtuig,Schiphol
08/09/2012,29120102,1,"Kogelgeweer kal. 6,5x55 mm",Denemarken,Zuid-Afrika v.v.,,,Vliegtuig,Schiphol
08/13/2012,29120978,1,Kogelgeweer kal. .308,Denemarken,Zuid-Afrika v.v.,,,Vliegtuig,Schiphol
08/13/2012,29121702,1,"Kogelgeweer kal. 9,3x62mm",Denemarken,Zuid-Afrika v.v.,,,Vliegtuig,Schiphol
08/14/2012,29113742,2,1 kogelgeweer kal. .458 en 1 kogelgeweer kal. .30-06,VS,Zuid-Afrika v.v.,,,Vliegtuig,Schiphol
08/14/2012,29113858,51,1 kogelgeweer kal. .30-06 en 50 patronen,Denemarken,Botswana v.v.,,,Vliegtuig,Schiphol
08/14/2012,29113866,51,1 Kogelgeweer kal.  7 mm en 50 patronen,Denemarken,Botswana v.v.,,,Vliegtuig,Schiphol
08/14/2012,29113874,51,"1 kogelgeweer kal. 6,5x55 mm en 50 patronen",Denemarken,Botswana v.v.,,,Vliegtuig,Schiphol
08/14/2012,29114528,162,"1 kogelgeweer kal. .300 en 80 patronen, 1 kogelgeweer kal. .470 en 80 patronen",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
08/14/2012,29116318,918000,"Patronen kal. 5,56x45 mm",Denemarken,VS,,,Schip,Rotterdam
08/14/2012,29118108,275800,80800 patronen kal. .17-.458 en 195000 patronen kal. .17-.22,VS,Spanje,,,Schip,Rotterdam
08/15/2012,29118795,154000,"20000 patronen kal. .223, 30000 patronen kal. .308, 1000 patronen kal. .30-06, 1000 patronen kal. 7,62x54, 1000 patronen kal. 9 mm, 1000 patronen kal. .45 en 100000 slaghoedjes",Duitsland,VK,,,Schip,Rotterdam
08/15/2012,29119929,47807750,"20876500 patronen diverse kalibers, 15681250 patronen kal. .22, 132000 kogels diverse kalibers, 10200000 slaghoedjes klein kaliber en 918000 patronen kal. .17",VS,VK,,,Schip,Rotterdam
08/15/2012,29123306,6000,"Patroonmagazijnen kal. 5,56x45 mm",VS,Noorwegen,,,Schip,Rotterdam
08/16/2012,29108544,61,1 kogelgeweer kal. .30-06 en 60 patronen,Noorwegen,Namibië v.v.,,,Vliegtuig,Schiphol
08/16/2012,29108862,42,"1 kogelgeweer kal. .300, 1 loop kal. .300 en 40 patronen",Noorwegen,Namibië v.v.,,,Vliegtuig,Schiphol
08/16/2012,29110395,67,"1 kogelgeweer kal. .475, 1 kogelgeweer kal. .416 en 65 patronen kal. .416 en .475",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
08/16/2012,29114633,312,112 granaten en 200 raketkoppen,Bulgarije,VK,,,Schip,Rotterdam
08/16/2012,29115613,30,Patronen voor wapens met inert projectiel,Zuid-Afrika,Frankrijk,,,Schip,Rotterdam
08/16/2012,29120331,57,"1 kogelgeweer kal. .416, 1 kogelgeweer kal. .500 en 55 patronen kal. .416 en .500",Italië,Tanzania v.v.,,,Vliegtuig,Schiphol
08/16/2012,29121079,2,1 kogelgeweer kal. .416 en 1 kogelgeweer kal. .375,VS,Tanzania v.v.,,,Vliegtuig,Schiphol
08/17/2012,29108005,1,Kogelgeweer kal. .375,Zuid-Afrika,VS,,,Vliegtuig,Schiphol
08/17/2012,29108013,1,Kogelgeweer kal. .404,Zuid-Afrika,VS,,,Vliegtuig,Schiphol
08/17/2012,29103089,2,1 kogelgeweer kal. .460 en 1 kogelgeweer kal. .300,Spanje,Zambia v.v.,,,Vliegtuig,Schiphol
08/17/2012,29125708,1 en 5 kg,1 kogelgeweer kal. .300 en 5 kg. patronen,VS,Groenland v.v.,,,Vliegtuig,Schiphol
08/17/2012,29125716,1 en 5 kg,1 kogelgeweer kal. .257 en 5 kg. Patronen,VS,Groenland v.v.,,,Vliegtuig,Schiphol
08/17/2012,29125724,1,Kogelgeweer kal. .300,Zuid-Afrika,VS,,,Vliegtuig,Schiphol
08/17/2012,29125732,1,Kogelgeweer kal. .30-06,Zuid-Afrika,VS,,,Vliegtuig,Schiphol
08/17/2012,29125880,162,"1 kogelgeweer kal. .375, 1 kogelgeweer kal. .30-06 en 160 patronen kal. .375 en .30-06",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
08/17/2012,29125988,1,Kogelgeweer kal. .416,Italië,Namibië v.v.,,,Vliegtuig,Schiphol
08/17/2012,29125996,162,"1 kogelgeweer kal. .375, 1 kogelgeweer kal. 7 mm en 160 patronen kal. .375 en 7 mm",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
08/17/2012,29126682,1,Kogelgeweer kal. .404,Zuid-Afrika,VS,,,Vliegtuig,Schiphol
08/20/2012,29116156,31,1 kogelgeweer kal. .308 en 30 patronen,Noorwegen,VS v.v.,,,Vliegtuig,Schiphol
08/20/2012,29116164,31,1 kogelgeweer kal. .340 en 30 patronen,Noorwegen,VS v.v.,,,Vliegtuig,Schiphol
08/20/2012,29116172,31,1 kogelgeweer kal. .30-06 en 30 patronen,Noorwegen,VS v.v.,,,Vliegtuig,Schiphol
08/20/2012,29118175,2000,Patronen diverse kalibers <.50,VK,Zwitserland,,,Schip,Rotterdam
08/20/2012,29121087,61,1 kogelgeweer kal. .300 en 60 patronen,Canada,Rusland v.v.,,,Vliegtuig,Schiphol
08/20/2012,29123055,2916,Rookgranaten kal. 40 mm,Zuid-Afrika,VK,,,Schip,Rotterdam
08/20/2012,29123683,1500,Patronen kal. 90 mm,Duitsland,VK,,,Schip,Rotterdam
08/20/2012,29125767,51,1 kogelgeweer kal. .458 en 50 patronen,VS,Zambia v.v.,,,Vliegtuig,Schiphol
08/21/2012,29001464,83,"1 kogelgeweer kal. .470, 1 kogelgeweer kal. .375, 1 kogelgeweer kal. .300 en 80 patronen kal. .470, .375 en .300",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
08/21/2012,29001472,83,"2 kogelgeweren kal. .375, 1 kogelgeweer kal. .300 en 80 patronen kal. .375 en .300",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
08/21/2012,29076588,2,1 kogelgeweer kal. .300 en 1 kogelgeweer kal. .338,VS,Zambia v.v.,,,Vliegtuig,Schiphol
08/21/2012,29097437,2 en 5 kg,"1 kogelgeweer kal. .416, 1 kogelgeweer kal..300 en 5 kg. patronen kal. .416 en .300",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
08/21/2012,29120358,113,"1 kogelgeweer kal. 7 mm, 1 kogelgeweer kal. .470, 1 kogelgeweer kal. .375, 40 patronen kal. 7 mm, 30 patronen kal. .470 en 40 patronen kal. .375",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
08/21/2012,29125740,51,1 kogelgeweer kal. .30-06  en 50 patronen,Botswana,VK v.v.,,,Vliegtuig,Schiphol
08/21/2012,29127352,102,"1 kogelgeweer kal. .460, 1 kogelgeweer kal. .300, 20 patronen kal. .460 en 80 patronen kal..300",Spanje,Zambia v.v.,,,Vliegtuig,Schiphol
08/22/2012,29123799,90000,"30000 magazijnen kal. 7,62x39 mm, 30000 bayonetten en 30000 toebehoren AK-47 kogelgeweren",Servië,VS,,,Schip,Rotterdam
08/22/2012,29124752,100000,Hulzen kal. 9 mm,Brazilië,VK,,,Schip,Rotterdam
08/22/2012,29126844,103600,"102000 patronen kal. 7,62x39 mm, 500 patronen kal. .223, 200 patronen kal. .308 en 900 patronen kal. 9 mm",Duitsland,VK,,,Schip,Rotterdam
08/23/2012,29098557,51,1 kogelgeweer kal. 7 mm en 50 patronen kal. 7 mm,VS,Duitsland v.v.,,,Vliegtuig,Schiphol
08/23/2012,29110360,82,"1 kogelgeweer kal. .375 en 60 patronen, 1 kogelgeweer kal. .470 en 20 patronen",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
08/23/2012,29110506,62,"1 kogelgeweer kal. .450-400, 1 kogelgeweer kal. .375, 20 patronen kal. .450-400 en 40 patronen kal. .375",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
08/23/2012,29120099,2,1 kogelgeweer kal. .300 en 1 kogelgeweer kal. .375,VS,Tanzania v.v.,,,Vliegtuig,Schiphol
08/23/2012,29120188,102,"1 Kogelgeweer kal. .375 en 50 patronen kal. .375, 1 kogelgeweer kal. 7 mm en 50 patronen",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
08/23/2012,29120366,2,1 kogelgeweer kal. .325 en 1 kogelgeweer kal. .458  ,VS,Tanzania v.v.,,,Vliegtuig,Schiphol
08/23/2012,29120374,2,1 kogelgeweer kal. .300 en 1 kogelgeweer kal. .375  ,VS,Tanzania v.v.,,,Vliegtuig,Schiphol
08/23/2012,29125759,102,"1 kogelgeweer kal. .300 en 60 patronen, 1 kogelgeweer kal. .416 en 40 patronen",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
08/23/2012,29127069,82,"1 kogelgeweer kal. .375, 1 kogelgeweer kal. .300 en 80 patronen kal. .300 en .375",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
08/23/2012,29127298,1,Kogelgeweer kal. .300,VS,Zuid-Afrika v.v.,,,Vliegtuig,Schiphol
08/27/2012,29098514,1 en 5 kg,1 kogelgeweer kal. .375 en 5 kg patronen,VS,Tanzania v.v.,,,Vliegtuig,Schiphol
08/27/2012,29118116,102,"1 kogelgeweer kal. .30-06, 1 kogelgeweer kal. .375, 60 patronen kal. .30-06 en 40 patronen kal. .375",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
08/27/2012,29118825,2,1 kogelgeweer kal. .30-06 en 1 kogelgeweer kal. .17,VK,Zuid-Afrika v.v.,,,Vliegtuig,Schiphol
08/27/2012,29127093,1,Kogelgeweer kal. onbekend,Roemenië,Frankrijk,,,Vliegtuig,Schiphol
08/27/2012,29127328,1 en 5 kg,1 kogelgeweer kal. .223 en 5 kg. Patronen,Noorwegen,Tanzania v.v.,,,Vliegtuig,Schiphol
08/27/2012,29127425,2,1 kogelgeweer kal. .300 en 1 kogelgeweer kal. .375  ,VS,Tanzania v.v.,,,Vliegtuig,Schiphol
08/27/2012,29128480,41,"1 kogelgeweer kal. 9,3x62 mm en 40 patronen",Denemarken,Zuid-Afrika v.v.,,,Vliegtuig,Schiphol
08/27/2012,29128596,42,"1 kogelgeweer  kal. 9,3x62 mm, 1 loop kal. 9,3x62 mm en 40 patronen 9,3x62",Denemarken,Zuid-Afrika v.v.,,,Vliegtuig,Schiphol
08/27/2012,29128618,32,"1 kogelgeweer kal. 6,5x55, 1 loop kal. 9,3x62 en 30 patronen kal. 9,3x62",Denemarken,Zuid-Afrika v.v.,,,Vliegtuig,Schiphol
08/27/2012,29128626,51,"1 kogelgeweer kal. 6,5 mm en 50 patronen kal. 6,5 mm",Denemarken,Zuid-Afrika v.v.,,,Vliegtuig,Schiphol
08/27/2012,29128634,82,"1 kogelgeweer kal. 8x68S, 40 patronen 8x68S, 1 kogelgeweer kal. .270 en 40 patronen kal. .270",Denemarken,Zuid-Afrika v.v.,,,Vliegtuig,Schiphol
08/27/2012,29128669,42,"1 kogelgeweer kal. .300, 1 loop kal. .300 en 40 patronen kal. .300",Denemarken,Zuid-Afrika v.v.,,,Vliegtuig,Schiphol
08/27/2012,29132194,1,Kogelgeweer kal. onbekend,Roemenië,Frankrijk,,,Vliegtuig,Schiphol
08/27/2012,29132291,1,Kogelgeweer kal. onbekend,Roemenië,Frankrijk,,,Vliegtuig,Schiphol
08/28/2012,29132429,123,"1 kogelgeweer kal. .470, 40 patronen kal. .470, 1 kogelgeweer kal. .375, 40 patronen kal. .375, 1 kogelgeweer kal. 6,5x55 mm en 40 patronen kal. 6,5x55 mm",Noorwegen,Tanzania v.v.,,,Vliegtuig,Schiphol
08/28/2012,29132445,2,Kogelgeweren kal. onbekend,Roemenië,Frankrijk,,,Vliegtuig,Schiphol
08/28/2012,29132569,2,1 kogelgeweer kal. .30-06 en 1 kogelgeweer kal. .223,VS,Zuid-Afrika v.v.,,,Vliegtuig,Schiphol
08/30/2012,29125775,162,"1 kogelgeweer kal. .300 en 80 patronen, 1 kogelgeweer kal. .416 en 80 patronen",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
08/30/2012,29125791,41,1 kogelgeweer kal. .460 en 40 patronen,Duitsland,Oeganda v.v.,,,Vliegtuig,Schiphol
08/30/2012,29132348,21,1 kogelgeweer kal. .375 en 20 patronen kal. .375,Zweden,Zambia v.v.,,,Vliegtuig,Schiphol
08/31/2012,29132349,22,2 kogelgeweren kal. .375 en 20 patronen kal. .375,Zweden,Zambia v.v.,,,Vliegtuig,Schiphol
08/31/2012,29118809,42,"1 kogelgeweer kal. .375 en 20 patronen, 1 kogelgeweer kal. .500 en 20 patronen",Zweden,Zambia v.v.,,,Vliegtuig,Schiphol
09/04/2012,29118124,1,Kogelgeweer kal. .375,Canada,Zambia v.v.,,,Vliegtuig,Schiphol
09/04/2012,29120072,62,2 kogelgeweren kal. .375 en 60 patronen,VS,Tanzania v.v.,,,Vliegtuig,Schiphol
09/04/2012,29125805,92,"1 kogelgeweer kal. .300 en 50 patronen, 1 kogelgeweer kal. .416 en 40 patronen",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
09/04/2012,29127077,2 en 5 kg,"1 kogelgeweer kal. .300, 1 kogelgeweer kal. .458 en 5 kg. patronen diverse kalibers",Rusland,Tanzania v.v.,,,Vliegtuig,Schiphol
09/04/2012,29127085,21,1 kogelgeweer kal. .270 en 20 patronen,Slovenië,Canada v.v.,,,Vliegtuig,Schiphol
09/04/2012,29127115,1,"Kogelgeweer kal. .9,3x62",Duitsland,VK v.v.,,,Vliegtuig,Schiphol
09/04/2012,29127220,1,Kogelgeweer kal. 8x57IS,Duitsland,VK v.v.,,,Vliegtuig,Schiphol
09/04/2012,29127379,102,"1 kogelgeweer kal. .416, 1 kogelgeweer kal. .375 en 100 patronen diverse kalibers",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
09/04/2012,29127417,1,Kogelgeweer kal. .416,Zambia,VS,,,Vliegtuig,Schiphol
09/04/2012,29133581,3 en 5 kg,"1 pistool kal. .45, 1 kogelgeweer kal. .375, 1 kogelgeweer kal. .22 en 5 kg. patronen div. kal.",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
09/05/2012,29107424,1,Kogelgeweer kal. 8x68S,Oostenrijk,Zuid-Afrika v.v.,,,Vliegtuig,Schiphol
09/05/2012,29125813,82,"1 kogelgeweer kal. .375 en 40 patronen kal. .375, 1 kogelgeweer kal. .416 en 40 patronen kal. .416",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
09/05/2012,29127042,1,Kogelgeweer kal.  7 mm,Denemarken,Canada v.v.,,,Vliegtuig,Schiphol
09/05/2012,29127050,1,Kogelgeweer kal. .308 ,Denemarken,Canada v.v.,,,Vliegtuig,Schiphol
09/05/2012,29136971,41,1 kogelgeweer kal. .450 en 40 patronen kal. .450,VS,Tanzania v.v.,,,Vliegtuig,Schiphol
09/06/2012,29105022,1,Kogelgeweer kal. .300,VS,Roemenië v.v.,,,Vliegtuig,Schiphol
09/06/2012,29121095,1,Kogelgeweer kal. .270,Zuid-Afrika,Canada,,,Vliegtuig,Schiphol
09/10/2012,29031282,2 en 5 kg,"1 kogelgeweer kal. .300, 1 kogelgeweer kal. .458 en 5 kg. patronen diverse kalibers",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
09/10/2012,29055157,2 en 5 kg,"1 kogelgeweer kal. .300, 1 kogelgeweer kal. .375 en 5 kg. patronen diverse kalibers",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
09/10/2012,29080836,1,Kogelgeweer kal. 7 mm,Denemarken,Zambia v.v.,,,Vliegtuig,Schiphol
09/10/2012,29110344,1,Kogelgeweer kal. .300,Frankrijk,Tanzania v.v.,,,Vliegtuig,Schiphol
09/10/2012,29110352,2,1 kogelgeweer kal. .465 en 1 kogelgeweer kal. .375,VK,Tanzania v.v.,,,Vliegtuig,Schiphol
09/10/2012,29110611,102,"1 kogelgeweer kal. .458 en 40 patronen kal. .458, 1 kogelgeweer kal. .416 en 60 patronen kal. .416",Duitsland,Tanzania v.v.,,,Vliegtuig,Schiphol
09/10/2012,29113920,42,"1 kogelgeweer kal. .450 en 20 patronen kal. .450, 1 kogelgeweer kal. .375 en 20 patronen kal. .375",VS,Zambia v.v.,,,Vliegtuig,Schiphol
09/10/2012,29118132,2,1 kogelgeweer kal. .300 en 1 kogelgeweer kal. .470,Canada,Zambia v.v.,,,Vliegtuig,Schiphol
09/10/2012,29125864,61,1 kogelgeweer kal. 7 mm en 60 patronen,VS,Zuid-Afrika v.v.,,,Vliegtuig,Schiphol
09/10/2012,29126062,2 en 5 kg,"1 kogelgeweer kal. .500, 1 kogelgeweer kal. .375 en 5 kg. patronen diverse kalibers",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
09/10/2012,29127018,202,"1 kogelgeweer kal. .375, 1 kogelgeweer kal. .30-06 en 200 patronen diverse kalibers",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
09/10/2012,29132240,5 en 5 kg,"2 kogelgeweren geen kaliber aanduiding, 1 loop kal. .375, 1 loop kal. .300, 1 loop kal. .470  en 5 kg. patronen diverse kal.",Denemarken,Zambia v.v.,,,Vliegtuig,Schiphol
09/10/2012,29132267,42,1 loop kal. .308 en 1 kogelgeweer  geen kal. aanduiding en 40 patronen  diverse kal.,Denemarken,Ierland v.v.,,,Vliegtuig,Schiphol
09/10/2012,29132275,21,1 kogelgeweer kal. .30-06 en 20 patronen kal. .30-06,Denemarken,Ierland v.v.,,,Vliegtuig,Schiphol
09/10/2012,29132356,1,Kogelgeweer kal. .270,VK,Noorwegen v.v.,,,Vliegtuig,Schiphol
09/10/2012,29132399,1,Kogelgeweer kal. .270,Canada,Roemenië,,,Vliegtuig,Schiphol
09/10/2012,29132461,1 en 5 kg,1 kogelgeweer kal. 7 en 5 kg. patronen kal. 7,Denemarken,Zambia v.v. ,,,Vliegtuig,Schiphol
09/10/2012,29132585,2 en 5 kg,"1 kogelgeweer, 1 loop kal. .300 en 5 kg. patronen kal. .300",Denemarken,Zambia v.v.,,,Vliegtuig,Schiphol
09/10/2012,29136998,21,1 kogelgeweer kal..308 en 20 patronen kal..308,Denemarken,Ierland v.v.,,,Vliegtuig,Schiphol
09/10/2012,29137005,21,1 kogelgeweer kal..308 en 20 patronen kal..308,Denemarken,Ierland v.v.,,,Vliegtuig,Schiphol
09/10/2012,29138486,300,Patronen kal. .50,VK,Oeganda,,,Vliegtuig,Schiphol
09/10/2012,29138613,41,1 kogelgeweer kal. .375 en 40 patronen kal..375,Denemarken,Zuid-Afrika v.v.,,,Vliegtuig,Schiphol
09/10/2012,29138621,41,1 kogelgeweer kal. .308 en 40 patronen kal..308,Denemarken,Zuid-Afrika v.v.,,,Vliegtuig,Schiphol
09/10/2012,29139830,1,Kogelgeweer kal. .300,Italië,VK v.v.,,,Vliegtuig,Schiphol
09/11/2012,29079862,61,1 kogelgeweer kal. 7 en 60 patronen kal. 7,Canada,Zuid-Afrika v.v.,,,Vliegtuig,Schiphol
09/11/2012,29079870,61,1 kogelgeweer kal..270 en 60 patronen kal..270,Canada,Zuid-Afrika v.v.,,,Vliegtuig,Schiphol
09/11/2012,29079889,41,1 kogelgeweer kal..308 en 40 patronen kal..308,VS,VK v.v.,,,Vliegtuig,Schiphol
09/11/2012,29132313,3,"1 kogelgeweer kal. .500-465, 1 kogelgeweer kal. .300 en 1 kogelgeweer kal. .416",Italië,Tanzania v.v.,,,Vliegtuig,Schiphol
09/11/2012,29132496,1,Pistool kal. .45,VS,Tanzania,,,Vliegtuig,Schiphol
09/11/2012,29140987,60,Patronen kal. .270,VS,Tanzania v.v.,,,Vliegtuig,Schiphol
09/12/2012,29127026,1,Kogelgeweer kal. .30-06,Noorwegen,Canada v.v.,,,Vliegtuig,Schiphol
09/12/2012,29127247,1,Combinatiegeweer kal. 12/.222 ,Noorwegen,Canada v.v.,,,Vliegtuig,Schiphol
09/12/2012,29141479,2000,Munitie < .50,VK,Zwitserland v.v.,,,Ferry,Rotterdam
09/13/2012,29113882,1,Kogelgeweer kal. .375,VK,Tanzania v.v.,,,Vliegtuig,Schiphol
09/13/2012,29126070,102,"1 kogelgeweer kal. .458, 1 kogelgeweer kal. 9,3x62 mm en 100 patronen diverse kalibers",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
09/13/2012,29127395,1 en 5 kg,1 kogelgeweer kal. .300 en 5 kg. patronen kal. .300,VS,Tanzania v.v.,,,Vliegtuig,Schiphol
09/13/2012,29127271,1 en 5 kg,1 kogelgeweer kal. .300 en 5 kg. patronen kal. .300,VS,Tanzania v.v.,,,Vliegtuig,Schiphol
09/13/2012,29138737,612,"1 kogelgeweer kal. .22, 1 kogelgeweer kal. .177 en 610 patronen diverse kalibers",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
09/13/2012,29141932,2 en 5 kg,"1 kogelgeweer kal. .300, 1 kogelgeweer kal. 6,5 mm en 5 kg. patronen diverse kalibers",VS,Zuid-Afrika v.v.,,,Vliegtuig,Schiphol
09/13/2012,29141983,402,"1 revolver kal. .357, 1 pistool kal.  9 mm en 400 patronen diverse kalibers",Zweden,Duitsland v.v.,,,Vliegtuig,Schiphol
09/13/2012,29141991,402,"1 revolver kal. .357, 1 pistool kal. 9 mm en 400 patronen kal. .38",Zweden,Duitsland v.v.,,,Vliegtuig,Schiphol
09/14/2012,29125953,81,1 kogelgeweer kal. .30-06 en 80 patronen kal. .30-06,VS,Namibië v.v.,,,Vliegtuig,Schiphol
09/14/2012,29126100,81,1 kogelgeweer kal. .30-06 en 80 patronen kal. .30-06,VS,Namibië v.v.,,,Vliegtuig,Schiphol
09/14/2012,29127123,122,"1 kogelgeweer kal. .340 en 60 patronen kal. .340, 1 kogelgeweer kal. .416 en 60 patronen kal. .416",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
09/14/2012,29127239,122,"1 kogelgeweer kal. .340 en 80 patronen kal. .340, 1 kogelgeweer kal. .416 en 60 patronen kal. .416",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
09/14/2012,29143307,1 en 5 kg,1 kogelgeweer kal. .300 en 5 kg. patronen kal. .300,Noorwegen,Canada v.v.,,,Vliegtuig,Schiphol
09/17/2012,29106940,1,Kogelgeweer kal. 8x57 mm,Zweden,Wit-Rusland v.v.,,,Vliegtuig,Schiphol
09/17/2012,29107033,1,Kogelgeweer kal. .30-06,Zweden,Wit-Rusland v.v.,,,Vliegtuig,Schiphol
09/17/2012,29107041,1,Kogelgeweer kal. 8x72 mm,Zweden,Wit-Rusland v.v.,,,Vliegtuig,Schiphol
09/17/2012,29107149,1,Kogelgeweer kal. .308,Zweden,Wit-Rusland v.v.,,,Vliegtuig,Schiphol
09/17/2012,29107157,1,Kogelgeweer kal. 7 mm,Zweden,Wit-Rusland v.v.,,,Vliegtuig,Schiphol
09/17/2012,29118817,1,Kogelgeweer kal. .30-06,Zweden,Wit-Rusland v.v.,,,Vliegtuig,Schiphol
09/17/2012,29120323,2 en 5 kg,"1 kogelgeweer kal. 9,3x62, 1 kogelgeweer kal. .470 en 5 kg. patronen diverse kalibers",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
09/17/2012,29127174,2 en 5 kg,"1 kogelgeweer kal. .500, 1 kogelgeweer kal. .375 en 5 kg. patronen diverse kaliber",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
09/17/2012,29132259,1 en 5 kg,1 kogelgeweer kal. .416 en 5 kg. patronen kal. .416,VS,Tanzania v.v.,,,Vliegtuig,Schiphol
09/17/2012,29132283,202,"1 kogelgeweer kal. .300, 1 kogelgeweer kal. .416 en 200 patronen diverse kalibers",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
09/17/2012,29132364,2 en 5 kg,1 kogelgeweer kal. .375 en 1 kogelgeweer kal. .300 en 5 kg. patronen diverse kalibers,VS,Tanzania v.v.,,,Vliegtuig,Schiphol
09/17/2012,29141266,27463,"150 machinegeweren kal. 7,62 mm, 1009 machinegeweren kal. 7,92x57 mm, 4375 machinegeweren kal. 7,62x39 mm, 20 granaatwerpers kal. 82 mm en 1403 accessoires",Kroatië,VS,,,Schip,Rotterdam
09/17/2012,29141614,61,1 kogelgeweer kal. .375 en 60 patronen kal. .375,VS,Tanzania v.v.,,,Vliegtuig,Schiphol
09/17/2012,29142424,21,1 kogelgeweer kal. 7x64 en 20 patronen ,Frankrijk,Noorwegen v.v.,,,Vliegtuig,Schiphol
09/17/2012,29142572,918000,"Patronen kal. 5,56x45",Denemarken,VS,,,Schip,Rotterdam
09/17/2012,29144966,1 en 5 kg,1 kogelgeweer kal..375 en 5 kg. patronen kal. .375,VS,Tanzania v.v.,,,Vliegtuig,Schiphol
09/17/2012,29145067,42,"1 kogelgeweer kal. .375, 1 kogelgeweer kal. .300 en 40 patronen diverse kalibers",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
09/17/2012,29145288,202,"1 kogelgeweer kal. .30-06, 1 kogelgeweer kal. .416 en 200 patronen diverse kalibers",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
09/18/2012,29147043,1 en 3 kg,1 kogelgeweer kal. .30-378 en 3 kg patronen kal. .30-378,VS,Oeganda,,,Vliegtuig,Schiphol
09/20/2012,29126089,2,1 kogelgeweer kal. .375 en 1 kogelgeweer kal. 7 mm,VS,Zambia v.v.,,,Vliegtuig,Schiphol
09/20/2012,29127166,1,Kogelgeweer kal. 7 mm,Denemarken,Canada v.v.,,,Vliegtuig,Schiphol
09/20/2012,29127263,1,Kogelgeweer kal. 8x68S,Denemarken,Canada v.v.,,,Vliegtuig,Schiphol
09/20/2012,29127387,2,1 kogelgeweer kal. .270 en 1 loop,Denemarken,Canada v.v.,,,Vliegtuig,Schiphol
09/20/2012,29149879,64,Patronen kal. .416,VS,Tanzania v.v.,,,Vliegtuig,Schiphol
