afgifte datum,nummer,SGP,CAT,goederen omschrijving,D/T,Verl.,V/N,U/D,T.v.v.,land van bestemming,land van eindbestemming,oorsprong /herkomst,land van oorsprong,waarde (€),verval datum
02/06/2004,23873427,ML5b,B10,Deel van radarsysteem,T,N,N,2,01/30/2004,QATAR,QATAR,NEDERLAND,,34146,02/28/2005
02/06/2004,23881241,ML1a,A08,Enkelloops kogelgeweer kaliber .308 ,D,N,N,2,02/03/2004,DUITSLAND,DUITSLAND,OOSTENRIJK,,1400,02/28/2005
02/09/2004,23880199,ML3,A10,Schakels kal.50M9 t.b.v. patroonbanden,D,N,N,2,02/05/2004,BELGIË,FRANKRIJK,NEDERLAND,,48750,02/28/2005
02/09/2004,23880202,ML3,A10,Schakels kal. 30mm  t.b.v. patroonbanden,D,N,N,2,01/30/2004,FRANKRIJK,SPANJE,NEDERLAND,,81600,02/28/2005
02/09/2004,23883031,ML8b6,A09,Rookzwak buskruit,D,N,N,2,02/05/2004,VK,VK,NEDERLAND,,4000,02/28/2005
02/09/2004,23883066,ML3,A10,Geweerlopen (diverse kalibers),D,N,N,2,02/05/2004,ZWITSERLAND,ZWITSERLAND,NEDERLAND,,2502,02/28/2005
02/09/2004,23885751,ML9e,A10,Periscooponderdelen voor onderzeeboten,D,N,N,2,02/06/2004,DUITSLAND,DUITSLAND,NEDERLAND,,4990,02/28/2005
02/10/2004,23674203,ML1d,A10,Vizierkijkers en toebehoren,D,N,N,3,12/29/2003,SLOVENIË,SLOVENIË,ONBEKEND,,64000,02/28/2005
02/10/2004,23756900,ML11,B04,Audio headset t.b.v. communicatiesysteem    ,T,N,N,2,01/12/2004,SLOVENIË,SLOVENIË,VK,,11000,02/28/2005
02/10/2004,23775484,ML5b,B04,Radar- en C3-systemen met toebehoren ,D,N,V,2,01/15/2004,GRIEKENLAND,GRIEKENLAND,NEDERLAND,,6865908,02/28/2005
02/10/2004,23808293,ML5b,B10,Testnode inclusief software voor marine,D,N,N,2,01/21/2004,PORTUGAL,GRIEKENLAND,NEDERLAND,,50000,02/28/2005
02/10/2004,23851504,ML10c,A10,Motoronderdelen t.b.v. B-58 vliegtuigen,D,N,N,2,01/30/2004,DUITSLAND,DUITSLAND,NEDERLAND,,2661,02/28/2005
02/10/2004,23859017,ML10c,A10,Motoronderdelen t.b.v. B-58 vliegtuigen,D,N,N,2,01/30/2004,DUITSLAND,DUITSLAND,NEDERLAND,,2639,02/28/2005
02/10/2004,23883058,ML10a,A10,Onderdelen t.b.v. F-16 gevechtsvliegtuigen,D,N,N,2,02/04/2004,VS,VS,NEDERLAND,,2378,02/28/2005
02/10/2004,23887169,ML6,A10,Onderdeel van Leopard II tank,T,N,N,2,02/05/2004,DUITSLAND,DUITSLAND,DUITSLAND,,4600,02/28/2005
02/10/2004,23887193,ML5b,B10,Deel van radarsysteem,T,N,N,2,,BAHREIN,BAHREIN,NEDERLAND,,2550,02/28/2005
02/10/2004,23887207,ML5b,B10,Delen van radar- en C3 systemen,T,N,N,2,02/03/2004,TURKIJE,TURKIJE,NEDERLAND,,32000,02/28/2005
02/10/2004,23887223,ML5b,B10,Delen van radar- en C3 systemen,T,N,V,2,02/04/2004,TURKIJE,TURKIJE,NEDERLAND,,781500,02/28/2005
02/10/2004,23896567,ML1a,A08,"Pistolen, kaliber 9x19mm",T,N,N,2,02/10/2004,DUITSLAND,DUITSLAND,DUITSLAND,,1,02/28/2005
02/10/2004,23897016,ML4a,A10,Koelsysteemdelen t.b.v. Europese Stinger,D,N,M,2,02/10/2004,TURKIJE,TURKIJE,NEDERLAND,,9330,06/30/2004
02/11/2004,23883015,ML3,A08,Gebruikte munitie en delen daarvan,T,N,N,2,02/05/2004,VS,VS,ONBEKEND,,80,02/28/2005
02/11/2004,23887177,ML5b,B10,Onderdeel van radarsysteem,D,N,N,2,02/04/2004,TURKIJE,TURKIJE,NEDERLAND,,16278,02/28/2005
02/11/2004,23887185,ML6,A10,Onderdeel voor Leopard II tank,T,N,N,2,02/05/2004,DUITSLAND,DUITSLAND,DUITSLAND,,4600,02/28/2005
02/11/2004,23893258,ML15d,B10,Delen van warmtebeeldcamera's,D,N,N,2,02/09/2004,ZWEDEN,ZWEDEN,NEDERLAND,,144115,02/28/2005
02/11/2004,23893266,ML15d,B10,Delen van warmtebeeldcamera's,D,N,N,2,02/09/2004,ZWEDEN,ZWEDEN,NEDERLAND,,111901,02/28/2005
02/11/2004,23894378,ML1a,A08,"Kogelgeweer, kaliber 7x64",D,N,N,2,02/06/2004,AUSTRALIË,AUSTRALIË,TSJECHIË,,1500,02/28/2005
02/11/2004,23895048,ML6,A10,"Onderdelen, t.w. verbindingstukken tanks",D,N,N,2,02/09/2004,DUITSLAND,DUITSLAND,NEDERLAND,,261788,02/28/2005
02/11/2004,23895315,ML14,B10,Delen militaire simulatiesystemen,D,N,N,2,02/02/2004,CANADA,CANADA,NEDERLAND,,384220,02/28/2005
02/11/2004,23905256,ML3,A10,Schakels .50M9 t.b.v. patroonbanden,D,N,V,2,02/05/2004,FRANKRIJK,BELGIË,NEDERLAND,,48750,02/28/2005
02/12/2004,23905205,ML5b,B10,Radar- en C3-systemen,D,N,N,2,02/09/2004,GRIEKENLAND,GRIEKENLAND,NEDERLAND,,11310,02/28/2005
02/12/2004,23905213,ML5b,B10,Onderdelen voor radarsystemen,D,N,N,2,02/09/2004,SINGAPORE,SINGAPORE,NEDERLAND,,1010,02/28/2005
02/13/2004,23756919,ML5b,B04,Radarsysteem en toebehoren daarvoor,T,N,N,2,01/12/2004,MALEISIË,MALEISIË,NEDERLAND,,250000,02/28/2005
02/13/2004,23808323,ML5b,B10,Delen van radarsystemen,D,N,N,2,01/19/2004,INDIA,INDIA,ONBEKEND,,123738,02/28/2005
02/13/2004,23808331,ML5b,B10,Delen van radarsystemen,T,N,N,2,01/19/2004,INDIA,INDIA,ONBEKEND,,150000,02/28/2005
02/13/2004,23808366,ML5b,B10,Delen van radarsystemen,D,N,N,2,01/20/2004,INDIA,INDIA,ONBEKEND,,2820,02/28/2005
02/13/2004,23850664,ML9a,A06,Fregat en toebehoren ,D,N,N,2,01/30/2004,GRIEKENLAND,GRIEKENLAND,NEDERLAND,,29352500,02/28/2005
02/13/2004,23909995,ML10a,A10,Onderdeel (Data Recording Unit) t.b.v. F-16 ,T,N,N,2,02/10/2004,VS,VS,ISRAËL,,7090,02/28/2005
02/13/2004,23910934,ML6,A10,Delen (Blende) van Leopard II tanks,D,N,N,2,02/10/2004,DUITSLAND,DUITSLAND,NEDERLAND,,823340,02/28/2005
02/16/2004,23774046,ML1a,A08,"Enkelloops kogelgeweren, diverse kalibers",D,N,N,2,01/20/2004,TSJECHIË,TSJECHIË,ONBEKEND,,600,02/28/2005
02/16/2004,23775468,ML5b,B10,Radar(vuurleiding)systemen ,D,N,V,2,01/14/2004,DUITSLAND,TURKIJE,NEDERLAND,,688654,01/31/2005
02/17/2004,23925001,ML10a,A10,Tail Landing Shock Strut t.b.v. Apache helicopter,T,N,N,2,02/11/2004,VK,VK,VK,,4610,02/28/2005
02/17/2004,23928914,ML10b,B10,Cockpitpaneel t.b.v. NH-90 helicopter,D,N,N,2,02/13/2004,ZWEDEN,ZWEDEN,NEDERLAND,,24800,04/28/2005
02/17/2004,23928922,ML10a,A10,Onderdelen t.b.v. afweergeschut van gevechtsvliegtuig,D,N,N,2,02/13/2004,ZWEDEN,ZWEDEN,NEDERLAND,,7843,02/28/2005
02/17/2004,23928949,ML10a,A10,Onderdelen t.b.v. afweergeschut van gevechtsvliegtuig,D,N,N,2,02/13/2004,ZWEDEN,ZWEDEN,NEDERLAND,,7290,02/28/2005
02/18/2004,23644053,ML11,B04,Communicatiesystemen schip versus helicopter,D,N,V,2,12/18/2003,VK,OMAN,NEDERLAND,,165000,02/28/2005
02/18/2004,23930943,ML5b,B10,Deel van radar- en C3 systeem,T,N,N,2,02/12/2004,GRIEKENLAND,GRIEKENLAND,NEDERLAND,,3735,02/28/2005
02/18/2004,23931443,ML4a,A07,RMP Stingers ,D,N,N,2,02/16/2004,DUITSLAND,DUITSLAND,VS,,204294,02/28/2005
02/19/2004,23775549,ML5b,B10,Naval Software Development systeem,D,N,V,2,01/14/2004,TURKIJE,TURKIJE,NEDERLAND,,252292,02/28/2005
02/19/2004,23939614,ML10b,A10,Delen van torque boxes en air deflectors voor C-17 ,D,N,V,2,02/17/2004,VS,VS,NEDERLAND,,5400200,02/28/2005
02/19/2004,23946319,ML18a,B08,Productie- en meetmiddelen t.b.v. schakels,D,N,N,2,02/18/2004,FRANKRIJK,FRANKRIJK,NEDERLAND,,219045,02/28/2005
02/19/2004,23946327,ML18a,B08,Productie- en meetmiddelen t.b.v. schakels,D,N,N,2,02/18/2004,FRANKRIJK,FRANKRIJK,NEDERLAND,,73045,02/28/2005
02/19/2004,23946335,ML3,A10,Schakels 30mm t.b.v. patroonbanden,D,N,N,2,02/18/2004,FRANKRIJK,SPANJE,NEDERLAND,,8160,02/28/2005
02/20/2004,23945266,ML1a,A08,"Kogelgeweer, kaliber 9,3x74R ",T,N,N,2,02/17/2003,DUITSLAND,DUITSLAND,OOSTENRIJK,,500,02/28/2005
02/20/2004,23953196,ML5b,B10,Toetsenbord voor radarsysteem,T,N,N,2,02/19/2004,THAILAND,THAILAND,FRANKRIJK,,200,02/28/2005
02/23/2004,23947110,ML3,A10,Hulzen met en zonder projectiel en containers,D,N,N,2,02/17/2004,VK,VK,ONBEKEND,,1,02/28/2005
02/24/2004,23948877,ML6,A10,Tankwielen voor M113 tanks,T,N,N,2,02/19/2004,DUITSLAND,DUITSLAND,DUITSLAND,,100000,02/28/2005
02/24/2004,23948885,ML6,A10,Tankwielen t.b.v. tanks,T,N,N,2,02/19/2004,ZWEDEN,ZWEDEN,ZWEDEN,,16614,02/28/2005
02/24/2004,23954133,ML6,A10,Tankwielen t.b.v. pantservoertuigen,D,N,N,2,02/19/2004,ZWEDEN,ZWEDEN,NEDERLAND,,292539,02/28/2005
02/24/2004,23967936,ML6,A10,Delen van Leopard II tanks,D,N,N,2,02/20/2004,DUITSLAND,DUITSLAND,NEDERLAND,,17330,02/28/2005
02/24/2004,23967960,ML6,A10,Delen van Fennek verkenningsvoertuigen,D,N,N,2,02/20/2004,DUITSLAND,DUITSLAND,NEDERLAND,,37606,02/28/2005
02/24/2004,23967987,ML6,A10,Delen van Leopard II tanks,D,N,N,2,02/20/2004,DUITSLAND,DUITSLAND,NEDERLAND,,1271,02/28/2005
02/24/2004,23967995,ML6,A10,Delen van Fennek verkenningsvoertuigen,D,N,N,2,02/20/2004,DUITSLAND,DUITSLAND,NEDERLAND,,2730,02/28/2005
02/24/2004,23968002,ML6,A10,Delen van PZH 2000 houwitsers,D,N,N,2,02/20/2004,DUITSLAND,DUITSLAND,NEDERLAND,,36982,02/28/2005
02/25/2004,23967863,ML6,A10,Delen van Leopard tanks,D,N,N,2,02/20/2004,DUITSLAND,DUITSLAND,NEDERLAND,,73500,02/28/2005
02/25/2004,23967898,ML6,A10,Delen van Leopard tanks,D,N,N,2,02/20/2004,DUITSLAND,DUITSLAND,NEDERLAND,,13920,02/28/2005
02/25/2004,23967901,ML6,A10,Delen van pantservoertuigen,D,N,N,2,02/20/2004,ZWITSERLAND,ZWITSERLAND,NEDERLAND,,27800,02/28/2005
02/25/2004,23967928,ML6,A10,Delen van PZH 2000 houwitsers,D,N,N,2,02/20/2004,DUITSLAND,DUITSLAND,NEDERLAND,,2967,02/28/2005
02/25/2004,23967944,ML6,A10,Delen van Fennek verkenningsvoertuigen,D,N,N,2,02/20/2004,DUITSLAND,DUITSLAND,NEDERLAND,,3060,02/28/2005
02/25/2004,23967952,ML6,A10,Delen van Leopard tanks,D,N,N,2,02/20/2004,DUITSLAND,DUITSLAND,NEDERLAND,,4264,02/28/2005
02/25/2004,23967979,ML6,A10,Delen van Leopard tanks,D,N,N,2,02/20/2004,DUITSLAND,DUITSLAND,NEDERLAND,,24140,02/28/2005
02/25/2004,23976188,ML2a,A10,Frangible Covers t.b.v. Canisters,D,N,N,2,02/24/2004,VS,VS,NEDERLAND,,9135,02/28/2005
02/26/2004,23976110,ML11,B04,Communicatiesystemen en toebehoren ,D,N,N,2,02/20/2004,FRANKRIJK,FRANKRIJK,NEDERLAND,,41608,02/28/2005
02/26/2004,23976129,ML5b,B10,Deel voor radarsysteem,T,N,N,2,02/17/2004,ZUID-KOREA,ZUID-KOREA,NEDERLAND,,4000,02/28/2005
02/26/2004,23976145,ML5b,B10,Delen van radarsystemen,D,N,N,2,02/17/2004,MALEISIË,MALEISIË,ONBEKEND,,31574,02/28/2005
02/26/2004,23976153,ML21a,B09,(Deel) software van Management System ,T,N,N,2,02/20/2004,POLEN,POLEN,NEDERLAND,,25000,02/28/2005
02/26/2004,23977842,ML9a,A10,Delen van afvangtoestellen t.b.v. vliegdekschepen,D,N,N,2,02/19/2004,VS,VS,NEDERLAND,,5239000,02/28/2005
02/27/2004,23980959,ML2a,A10,Delen van houwitsers,D,N,N,2,02/23/2004,ZWEDEN,ZWEDEN,NEDERLAND,,24264,02/28/2005
02/27/2004,23984989,ML10c,A10,Augumentor Fuel Pump t.b.v. F-16 motor,T,N,N,2,02/24/2004,VS,VS,VS,,88000,02/28/2005
02/27/2004,23985675,ML1a,A08,"Combinatiegeweer kaliber 12/7x65R,                           ",D,N,N,2,02/25/2004,DUITSLAND,DUITSLAND,ONBEKEND,,300,02/28/2005
02/27/2004,23985705,ML1a,A08,"Enkelloops kogelgeweer, kaliber .30-06",T,N,N,2,02/25/2004,OOSTENRIJK,OOSTENRIJK,OOSTENRIJK,,1200,02/28/2005
02/27/2004,23985780,ML5b,B10,Delen van waarnemingsperiscopen ,T,N,N,2,02/26/2004,DUITSLAND,DUITSLAND,NEDERLAND,,17760,02/28/2005
02/27/2004,23985799,ML5b,B10,Delen van waarnemingsperiscopen ,T,N,N,2,02/26/2004,DUITSLAND,DUITSLAND,NEDERLAND,,6850,02/28/2005
02/27/2004,23986116,ML1d,A10,Vizierkijkers en toebehoren daarvoor,D,N,N,2,02/26/2004,VS,VS,ONBEKEND,,161200,02/28/2005
03/01/2004,23723824,ML10c,A10,Delen van motoren t.b.v. F-16 ,T,N,N,2,01/08/2004,INDONESIË,INDONESIË,VS,,204940,03/31/2005
03/01/2004,23775433,ML15c,B04,Passieve richtkijkers,T,N,N,2,01/13/2004,EGYPTE,EGYPTE,NEDERLAND,,26000,02/28/2005
03/01/2004,23792575,ML15d,B04,Thermische handkijker met toebehoren,T,N,N,2,01/16/2004,BARBADOS,BARBADOS,NEDERLAND,,35000,02/28/2005
03/01/2004,23792842,ML10a,A10,Accessory Drive Gearbox ADG t.b.v. F-16,T,N,N,2,01/20/2004,THAILAND,THAILAND,VS,,108400,02/28/2005
03/01/2004,23980525,ML3,A09,"Kogelpunten, diverse kalibers",D,N,N,2,02/25/2004,DUITSLAND,DUITSLAND,ZUID-AFRIKA,,5969,03/31/2005
03/01/2004,23986507,ML1a,A08,"Pistool en machinegeweer, div.kalibers",D,N,N,2,02/25/2004,SPANJE,SPANJE,ONBEKEND,,1600,03/31/2005
03/02/2004,23729229,ML10a,A10,Delen van navigatieapparatuur t.b.v. F-5 ,T,N,N,2,01/05/2004,INDONESIË,INDONESIË,VS,,166574,03/31/2005
03/03/2004,24001989,ML5b,B10,Onderdelen voor radar- en C3-systemen,D,N,N,2,02/23/2004,ZUID-KOREA,ZUID-KOREA,ONBEKEND,,2747034,03/31/2005
03/03/2004,24002012,ML4a,A10,Lithium batterijen (prototypen) t.b.v. nabijheidsbuizen,D,N,N,2,02/26/2004,VS,VS,NEDERLAND,,79322,03/31/2005
03/03/2004,24002020,ML5b,B10,Onderdelen voor radarsystemen,D,N,N,2,02/26/2004,ZUID-KOREA,ZUID-KOREA,ONBEKEND,,46233,03/31/2005
03/03/2004,24005585,ML1d,A10,Vizierkijkers en toebehoren daarvoor,D,N,V,3,02/26/2004,VS,VS,ONBEKEND,,158642,02/28/2005
03/03/2004,24006999,ML6,A10,Kabeldoorvoeringen t.b.v. Leopard II tanks,D,N,N,2,03/01/2004,DUITSLAND,DUITSLAND,DUITSLAND,,606,03/31/2005
03/04/2004,23930927,ML5b,B04,Radarvuurleidingsystemen met toebehoren,D,N,N,2,02/12/2004,GRIEKENLAND,GRIEKENLAND,ONBEKEND,,71965038,03/31/2005
03/04/2004,23959380,ML10b,B10,Brandstofpompen en propellers,D,N,N,2,02/18/2004,DIVERSE LANDEN,DIVERSE LANDEN,VS,,1337000,03/31/2005
03/04/2004,24008916,ML1a,A08,"Revolver, kaliber .50 MAG",D,N,N,2,03/01/2004,DUITSLAND,DUITSLAND,VS,,655,03/31/2005
03/05/2004,23959399,ML10b,B10,Brandstofpompen en propellers,D,N,N,2,02/18/2004,DIVERSE LANDEN,DIVERSE LANDEN,VS,,918000,03/31/2005
03/05/2004,24014975,ML10a,A10,Rails van aluminium,T,N,N,2,03/02/2004,ITALIË,ITALIË,ITALIË,,14112,03/31/2005
03/05/2004,24014983,ML3,A09,"Kogelpunten, diverse kalibers",T,N,N,2,03/03/2004,DUITSLAND,DUITSLAND,ONBEKEND,,600,03/31/2005
03/05/2004,24014991,ML5b,B10,Delen van radarsystemen                                   ,D,N,N,2,,ARGENTINIË,ARGENTINIË,ONBEKEND,,3665,03/31/2005
03/05/2004,24015009,ML5b,B10,Onderdeel van radarsysteem,T,N,N,2,03/01/2004,TURKIJE,TURKIJE,NEDERLAND,,13818,03/31/2005
03/05/2004,24015025,ML5b,B10,Onderdelen voor radar- en C3-systemen,D,N,N,2,03/01/2004,GRIEKENLAND,GRIEKENLAND,LID-STATEN EEG,,32025,03/31/2005
03/08/2004,23808609,ML21,B09,Software t.b.v. ontwikkeling ECIS III,D,N,N,2,01/21/2004,TURKIJE,TURKIJE,NEDERLAND,,150000,03/31/2005
03/08/2004,23808617,ML21,B09,"Software t.b.v. product ontwikkeling ""FMW IV""",D,N,N,2,01/21/2004,TURKIJE,TURKIJE,NEDERLAND,,200000,03/31/2005
03/08/2004,23887215,ML5b,B10,Grond rondzoek radar met toebehoren,T,N,N,2,02/03/2004,JORDANIË,JORDANIË,NEDERLAND,,250000,03/31/2005
03/08/2004,23998955,ML14,B06,Onderdelen van militair lasersimulatiesysteem,D,N,N,2,03/01/2004,ZWEDEN,ZWEDEN,NEDERLAND,,5333,03/31/2005
03/08/2004,24008738,ML1a,A08,"Enkelloops kogelgeweer, kaliber .243",D,N,N,2,03/01/2004,VK,VK,OOSTENRIJK,,400,03/31/2005
03/08/2004,24018954,ML14,B06,Telecopisch vizier t.b.v. Javelin Field Tactical Trainer,T,N,N,2,03/03/2004,VS,VS,NEDERLAND,,397,03/31/2005
03/08/2004,24018962,ML2a,A10,Onderdeel t.b.v. Javelin lanceerinstallaties,T,N,N,2,03/03/2004,VS,VS,NEDERLAND,,37125,03/31/2005
03/08/2004,24018970,ML2a,A10,Canister voor Sea Sparrow lanceerinrichtingen,D,N,N,2,03/03/2004,VS,VS,NEDERLAND,,226858,03/31/2005
03/08/2004,24022552,ML1a,A08,"Enkelloops kogelgeweren, div. kalibers",T,N,N,2,03/04/2004,DUITSLAND,DUITSLAND,BELGIË,,50000,03/31/2005
03/08/2004,24023400,ML6,A10,Tankwielen t.b.v. Leopard II tanks,T,N,N,2,03/05/2004,DUITSLAND,DUITSLAND,DUITSLAND,,180000,03/31/2005
03/09/2004,24022102,ML3,A10,"Kogelpunten, diverse kalibers",D,N,N,2,03/04/2004,DUITSLAND,DUITSLAND,SERVIE EN MONTENEGRO,,49850,03/31/2005
03/09/2004,24022463,ML1a,A10,"Wissellopen, diverse kalibers",D,N,N,2,03/04/2004,OOSTENRIJK,OOSTENRIJK,VS,,800,03/31/2005
03/09/2004,24022560,ML1a,A08,"Enkelloops kogelgeweer model 98, kal. 8x57 IS",D,N,N,2,03/01/2004,DUITSLAND,DUITSLAND,DUITSLAND,,150,03/31/2005
03/09/2004,24028445,ML1a,A08,"Kogelgeweer, kaliber .308,                   ",D,N,N,2,03/05/2004,DUITSLAND,DUITSLAND,VS,,2295,03/31/2005
03/09/2004,24035646,ML5b,B10,Twee-assige hoeksnelheidssensor,D,N,N,2,03/09/2004,VK,BELGIË,VS,,3400,03/31/2004
03/09/2004,24035743,ML10a,A10,Landingsgesteldelen t.b.v. Apache gevechtshelicopter,D,N,N,2,03/09/2004,VK,VK,NEDERLAND,,1093,03/31/2004
03/09/2004,24035751,ML10a,A10,Delen (Sliding Hand Forging) van NH90 helicopters,D,N,N,2,03/09/2004,VK,VK,NEDERLAND,,31728,03/31/2004
03/10/2004,23644096,ML5b,B10,Radar- en C3-systemen,T,N,N,2,12/16/2003,INDONESIË,INDONESIË,NEDERLAND,,68900,03/31/2005
03/10/2004,24030520,ML3,A09,"Kogelpatronen, diverse kalibers",D,N,N,2,03/04/2004,DUITSLAND,DUITSLAND,SERVIE EN MONTENEGRO,,43094,03/31/2005
03/10/2004,24033988,ML5b,B10,Delen van waarnemingsperiscopen ,D,N,N,2,03/08/2004,DUITSLAND,SPANJE,NEDERLAND,,59800,03/31/2005
03/10/2004,24033996,ML5b,B10,Delen van waarnemingspriscopen ,D,N,N,2,03/08/2004,DUITSLAND,DENEMARKEN,NEDERLAND,,9960,03/31/2005
03/10/2004,24034003,ML9e,B10,Sub-onderdeel van onderzeebootperiscoop,D,N,N,2,03/08/2004,DUITSLAND,DUITSLAND,NEDERLAND,,193431,03/31/2005
03/10/2004,24034011,ML5b,B10,Delen voor waarnemingsperiscopen ,D,N,N,2,03/08/2004,DUITSLAND,DUITSLAND,NEDERLAND,,43050,03/31/2005
03/10/2004,24053067,ML15d,B10,Batterijhouders voor nachtzichtkijkers,D,N,N,2,03/08/2004,NOORWEGEN,NOORWEGEN,NEDERLAND,,10790,03/31/2005
03/10/2004,24053466,ML1a,A08,"Enkelloops kogelgeweer, kaliber 8x57JS                         ",D,N,N,2,03/03/2004,DUITSLAND,DUITSLAND,DUITSLAND,,100,03/31/2005
03/11/2004,24035654,ML6,A10,Onderdelen voor pantservoertuigen,D,N,N,2,03/08/2004,CANADA,CANADA,VS,,8329,03/31/2005
03/11/2004,24035778,ML5b,B10,Radar- en C3-systemen,T,N,N,2,03/03/2004,GRIEKENLAND,GRIEKENLAND,NEDERLAND,,14855,03/31/2005
03/11/2004,24035786,ML10b,A10,Delen van Chinook CH-47D hefschroefvliegtuigen,T,N,N,2,03/08/2004,VS,VS,VS,,2380,03/31/2005
03/11/2004,24052257,ML9e,A10,Delen van periscopen voor onderzeeboten,D,N,N,2,03/09/2004,DUITSLAND,DUITSLAND,NEDERLAND,,162133,03/31/2005
03/11/2004,24052265,ML9e,A10,Behuizingen voor onderzeebootperiscopen,D,N,N,2,03/09/2004,DUITSLAND,DUITSLAND,NEDERLAND,,1450,03/31/2005
03/11/2004,24052281,ML9e,A10,Sub-onderdeel van onderzeebootperiscoop,D,N,N,2,03/09/2004,DUITSLAND,DUITSLAND,NEDERLAND,,367500,03/31/2005
03/11/2004,24052311,ML10a,A10,Onderdelen t.b.v. afweergeschut van gevechtsvliegtuig,D,N,N,2,03/08/2004,ZWEDEN,ZWEDEN,NEDERLAND,,54743,03/31/2005
03/11/2004,24053520,ML5b,B04,Rondzoek radarsystemen incl. toebehoren,D,N,N,2,03/05/2004,DENEMARKEN,DENEMARKEN,NEDERLAND,,9713000,03/31/2005
03/11/2004,24053644,ML3,A10,"Kogelpunten, diverse kalibers",D,N,N,2,03/09/2004,VK,VK,ONBEKEND,,20500,03/31/2005
03/11/2004,24053652,ML3,A10,"Kogelpunten, diverse kalibers",D,N,N,2,03/09/2004,DUITSLAND,DUITSLAND,ONBEKEND,,1278,03/31/2005
03/11/2004,24053660,ML3,A10,"Kogelpunten, div. kalibers",D,N,N,2,03/09/2004,DUITSLAND,DUITSLAND,ONBEKEND,,5078,03/31/2005
03/12/2004,24058816,ML3,A10,"Kogelpunten, div. kalibers",D,N,N,2,03/10/2004,DUITSLAND,DUITSLAND,SERVIE EN MONTENEGRO,,8493,03/31/2005
03/12/2004,24058859,ML5b,B10,Radar- en C3-systemen,D,N,N,2,03/05/2004,GRIEKENLAND,GRIEKENLAND,NEDERLAND,,970,03/31/2005
03/12/2004,24058867,ML5b,B10,Delen van radarvuurleidingsystemen,D,N,N,2,03/04/2004,VAE,VAE,ONBEKEND,,2303,03/31/2005
03/12/2004,24058875,ML5b,B10,Delen van radarvuurleidingsystemen,D,N,N,2,03/09/2004,TURKIJE,TURKIJE,ONBEKEND,,10536,03/31/2005
03/12/2004,24058883,ML15d,B04,Thermische handkijker,D,N,N,2,03/09/2004,JAPAN,JAPAN,NEDERLAND,,29069,03/31/2005
03/12/2004,24058891,ML5b,B10,Onderdelen voor radar- en C3-systemen,D,N,N,2,03/09/2004,ZUID-KOREA,ZUID-KOREA,NEDERLAND,,825,03/31/2005
03/12/2004,24061590,ML6,A10,Delen van Leopard II tanks,D,N,N,2,03/10/2004,DUITSLAND,DUITSLAND,NEDERLAND,,18150,03/31/2005
03/12/2004,24061604,ML6,A10,Delen van Leopard II tanks,D,N,N,2,03/11/2004,DUITSLAND,DUITSLAND,NEDERLAND,,606,03/31/2005
03/12/2004,24061612,ML10b,A10,Deel van NH-90 helicopter,T,N,N,2,03/10/2004,VS,VS,VS,,1825,03/31/2005
03/12/2004,24061620,ML6,A10,Delen van Leopard II tanks,D,N,N,2,03/10/2004,DUITSLAND,DUITSLAND,NEDERLAND,,6950,03/31/2005
03/12/2004,24061639,ML10a,A10,Delen van Apache gevechtshelicopters,T,N,N,2,03/10/2004,VK,VK,VK,,14400,03/31/2005
03/12/2004,24062481,ML1a,A08,3 revolvers kalibers .454m .357 en .357,T,N,N,2,03/10/2004,DUITSLAND,DUITSLAND,BRAZILIË,,750,03/31/2005
03/15/2004,24062570,ML6,A10,Delen van PZH 2000,D,N,N,2,03/10/2004,DUITSLAND,DUITSLAND,NEDERLAND,,14438,03/31/2005
03/15/2004,24062589,ML6,A10,Delen van PZH 2000,D,N,N,2,03/10/2004,DUITSLAND,DUITSLAND,NEDERLAND,,2443,03/31/2005
03/15/2004,24064905,ML15d,B04,Thermische handkijker,D,N,N,2,03/09/2004,ITALIË,ITALIË,NEDERLAND,,29400,03/31/2005
03/15/2004,24064921,ML15d,B10,Cryogene koeler en Converter   ,D,N,N,2,03/09/2004,VK,VK,NEDERLAND,,9750,03/31/2005
03/15/2004,24065049,ML1a,A08,"Kogelgeweer, kaliber 8x57IS",D,N,N,2,03/11/2004,DUITSLAND,DUITSLAND,DUITSLAND,,250,03/31/2005
03/16/2004,23873435,ML22,B09,Kwalificatie documenten MFR radarsysteem,D,N,N,2,02/03/2004,FRANKRIJK,SINGAPORE,NEDERLAND,,20000,03/31/2005
03/16/2004,23905183,ML15d,B08,Thermische observatie camera ,T,N,N,2,02/08/2004,HONGKONG,HONGKONG,NEDERLAND,,90000,03/31/2005
03/16/2004,24070409,ML6,A10,Delen voor Leopard 2 tanks,D,N,N,2,03/12/2004,DUITSLAND,DUITSLAND,NEDERLAND,,8250,03/31/2005
03/17/2004,23775506,ML5b,B10,Radar- en C3-systemen,D,N,V,2,01/14/2004,INDONESIË,INDONESIË,NEDERLAND,,437700,03/31/2005
03/17/2004,24064670,ML6,A10,Delen van Leopard II tanks,D,N,N,2,03/11/2004,DUITSLAND,DUITSLAND,NEDERLAND,,63375,03/31/2005
03/17/2004,24070867,ML1a,A08,"Revolver, kaliber .357Mag",D,N,N,2,03/11/2004,DUITSLAND,DUITSLAND,VS,,625,03/31/2005
03/17/2004,24077063,ML4a,A10,Batterijen t.b.v. inbouw in nabijheidsbuizen,D,N,V,2,03/10/2004,ZWEDEN,ZWEDEN,NEDERLAND,,329875,03/31/2005
