"almanakId","cbsId","almanakName","almanakComment","cbsName","cbsComment"
"18490","","Rechtswezen - Rechtspraak","","",""
"18491","","Gerechtshoven","Rechtswezen - Rechtspraak - ","",""
"18498","","Gerechtshof Amsterdam","Rechtswezen - Rechtspraak - Gerechtshoven - ","",""
"18558","","Rechtswezen - Raad voor de Rechtspraak","","",""
"18559","","Bedrijfsvoering","Rechtswezen - Raad voor de Rechtspraak - ","",""
"18595","","Raad van State","","",""
"92654","","directie Bestuursrechtspraak","Raad van State - ","",""
"65010","","directie Bestuursrechtspraak","Raad van State - directie Bestuursrechtspraak - ","",""
"19087","","Sociale zaken en Werkgelegenheid","","",""
"57830","","Agentschap SZW","Sociale zaken en Werkgelegenheid - ","",""
"19432","","Tweede Kamer der Staten-Generaal","","",""
"118718","","Kamer","Tweede Kamer der Staten-Generaal - ","",""
"97117","","VVD","Tweede Kamer der Staten-Generaal - Kamer - ","",""
"21098","","Waterschappen","","",""
"41915","","groups","","",""
"41916","","Waterschappen","groups - ","",""
"59421","","ou= Staf Directie Bedrijfsvoering, Financiën en P&O","","",""
"68820","","Financiën","","",""
"68821","","Algemene Leiding","Financiën - ","",""
"69746","","Campagnemanagemenentou=Dienst Publiek en Communicatie","","",""
"70587","","ou= Staf Directie Bedrijfsvoering, Financi???n en P&O","","",""
"70625","","Zelfstandige Bestuursorganen","","",""
"133814","","Onderzoeksraad voor veiligheid","Zelfstandige Bestuursorganen - ","",""
"71852","","Onderwijs, Cultuur en Wetenschap","","",""
"71977","","Externe Advies Colleges","Onderwijs, Cultuur en Wetenschap - ","",""
"128586","","College voor Toetsen en Examens","Onderwijs, Cultuur en Wetenschap - Externe Advies Colleges - ","",""
"128592","","Sector VO-VMBO","Onderwijs, Cultuur en Wetenschap - Externe Advies Colleges - College voor Toetsen en Examens - ","",""
"96682","","ou=VVD","","",""
"112011","","Algemene Zaken","","",""
"112012","","Kabinet Minister-President","Algemene Zaken - ","",""
"112013","","Secretariaat Ministerraad","Algemene Zaken - Kabinet Minister-President - ","",""
"112773","","Infrastructuur en Milieu","","",""
"112991","","Inspectie Leefomgeving en Transport","Infrastructuur en Milieu - ","",""
"118697","","Kabinet van de Koning","","",""
"118698","","Stafbureau","Kabinet van de Koning - ","",""
"95591","","Bonaire","","",""
"95592","","Saba","","",""
"95593","","Sint Eustatius","","",""
"","GM0480","","","Ter Aar",""
"","GM0483","","","Alkemade",""
"","GM1679","","","Ambt Montfort",""
"","GM0306","","","Amerongen",""
"","GM0199","","","Angerlo","."
"","GM0885","","","Arcen en Velden",""
"","GM0650","","","Axel","Opgeheven per 01-01-2003 over naar: Terneuzen."
"","GM0144","","","Bathmen",""
"","GM0206","","","Bemmel","Naamswijziging per 01-01-2003 nieuwe naam: Lingewaard."
"","GM0372","","","Bennebroek",""
"","GM0207","","","Bergh",""
"","GM0492","","","Bergschenhoek",""
"","GM0493","","","Berkel en Rodenrijs",""
"","GM0495","","","Bleiswijk",""
"","GM0211","","","Borculo",""
"","GM0065","","","Dantumadeel",""
"","GM0149","","","Denekamp","Naamswijziging per 01-01-2003 nieuwe naam: Dinkelland."
"","GM0218","","","Didam",""
"","GM0219","","","Dinxperlo",""
"","GM0315","","","Doorn",""
"","GM0316","","","Driebergen-Rijsenburg",""
"","GM0902","","","Echt","Opgeheven per 01-01-2003 over naar: Echt-Susteren."
"","GM0229","","","Eibergen",""
"","GM0781","","","Geldrop","Opgeheven per 01-01-2004 over naar: Geldrop-Mierlo."
"","GM0237","","","Gendringen",""
"","GM0239","","","Gorssel",""
"","GM0517","","","'s-Gravendeel",""
"","GM0519","","","'s-Gravenzande","Opgeheven per 01-01-2004 over naar: Westland."
"","GM0240","","","Groenlo",""
"","GM0914","","","Haelen",""
"","GM1937","","","Heel",""
"","GM0526","","","Heerjansdam","Opgeheven per 01-01-2003 over naar: Zwijndrecht."
"","GM0918","","","Helden",""
"","GM0248","","","Hengelo (Gld.)",""
"","GM0920","","","Heythuysen",""
"","GM0675","","","Hontenisse","Opgeheven per 01-01-2003 over naar: Hulst."
"","GM0256","","","Hummelo en Keppel",""
"","GM0925","","","Hunsel",""
"","GM0645","","","Jacobswoude",""
"","GM0929","","","Kessel",""
"","GM0258","","","Kesteren","Naamswijziging per 1-1-2004 nieuwe naam: Neder-Betuwe."
"","GM0326","","","Leersum",""
"","GM0260","","","Lichtenvoorde",""
"","GM1673","","","Liemeer",""
"","GM0552","","","De Lier","Opgeheven per 01-01-2004 over naar: Westland."
"","GM0332","","","Maarn",""
"","GM0933","","","Maasbracht",""
"","GM0934","","","Maasbree",""
"","GM0555","","","Maasland","Opgeheven per 01-01-2004 over naar: Midden-Delfland, Westland en. <br>Maassluis."
"","GM0993","","","Meerlo-Wanssum",""
"","GM0941","","","Meijel",""
"","GM0814","","","Mierlo","Opgeheven per 01-01-2004 over naar: Geldrop-Mierlo."
"","GM0562","","","Monster","Opgeheven per 01-01-2004 over naar: Westland."
"","GM0563","","","Moordrecht",""
"","GM0565","","","Naaldwijk","Opgeheven per 01-01-2004 over naar: Westland."
"","GM0266","","","Neede","Opgeheven per 01-01-2005 over naar: Berkelland."
"","GM0567","","","Nieuwerkerk aan den IJssel",""
"","GM0529","","","Noorder-Koggenland",""
"","GM0429","","","Obdam",""
"","GM0174","","","Olst","Naamswijziging per 01-01-2003 nieuwe naam: Olst-Wijhe."
"","GM0692","","","Oostburg","Opgeheven per 01-01-2003 over naar: Sluis."
"","GM0835","","","Ravenstein","Opgeheven per 01-01-2003 over naar: Oss."
"","GM1661","","","Reiderland",""
"","GM0602","","","Rijnsburg",""
"","GM0178","","","Rijssen","Naamswijziging per 01-01-2004 nieuwe naam: Rijssen-Holten."
"","GM1670","","","Roggel en Neer",""
"","GM0278","","","Ruurlo",""
"","GM0704","","","Sas van Gent","Opgeheven per 01-01-2003 over naar: Terneuzen."
"","GM0604","","","Sassenheim",""
"","GM0039","","","Scheemda",""
"","GM0607","","","Schipluiden","Opgeheven per 01-01-2004 over naar: Midden-Delfland."
"","GM0964","","","Sevenum",""
"","GM1698","","","Sluis-Aardenburg","Opgeheven per 01-01-2003 over naar: Sluis."
"","GM0280","","","Steenderen",""
"","GM0181","","","Steenwijk","Naamswijziging per 01-01-2003 nieuwe naam: Steenwijkerland."
"","GM0974","","","Susteren","Opgeheven per 01-01-2003 over naar: Echt-Susteren."
"","GM0975","","","Swalmen",""
"","GM0977","","","Thorn",""
"","GM0619","","","Valkenburg",""
"","GM0454","","","Venhuizen",""
"","GM0625","","","Voorhout",""
"","GM0286","","","Vorden",""
"","GM0186","","","Vriezenveen","Naamswijziging per 01-01-2003 nieuwe naam: Twenterand."
"","GM0628","","","Warmond",""
"","GM0291","","","Warnsveld",""
"","GM0630","","","Wateringen","Opgeheven per 01-01-2004 over naar: Westland."
"","GM0292","","","Wehl",""
"","GM0558","","","Wester-Koggenland",""
"","GM0052","","","Winschoten",""
"","GM0295","","","Wisch",""
"","GM0466","","","Wognum",""
"","GM0298","","","Zelhem",""
"","GM1666","","","Zevenhuizen-Moerkapelle",""
"","GM0360","","","Akersloot",""
"","WS89","","","Waterschapsbedrijf Limburg","Het Waterschapsbedrijf Limburg is een samenwerkingsverband (gemeenschappelijke regeling) van de Limburgse waterschappen Peel en Maasvallei en Roer en Overmaas."
